,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Good will (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Minority Interest_x,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),_Other Reserves,MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Net Sales,Cost of Sales,Gross Profit,Financial Income,Financial Expenses,Interest Expenses,General & Admin Expenses,Operating Profit/Loss,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest_y,Attributable to parent company,Sales,Other income,Other Income/Expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Cash and Cash Equivalents at the end of period,_Increase/Decrease in receivables,_Increase/Decrease in payables,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
10,VIX,2013,3,279019454497,209919091940,53336549046,8052391342,0,7711422169,11607777520,8029004260,0,0,3578773260,290627232017,6910914274,6910914274,0,283716317743,283716317743,0,-21208206167,0,290627232017,0,0,307126900,2462261955,300000000000,300000000000,0,0,0,500614713,0,0,0,5743898204,0.18307963682850975,3841754919,1.0492371356788897,5743898204,-1056687392,4687210812,0,0,0,-845455893,3841754919,0,3841754919,0,0,3841754919,0,3841754919,5743898204,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370022408.0,0.0,0.0,1100568077.0,5116569.0,0.0,0.0,-1198900751.0,-93216105.0,0.0,0.0,0.0,0.0,0.0,276806303.0,209642285637.0,209919091940.0,0.0,0.0,0.0,0.0243585364,0.02829940950831368,0.018526236527314725,0.093368452,2.8098238402,217.65231032794992,0.0,58.4407533183,276.0930636462499,0.0,0.6688410522882589,0.8160330572599402,0.6688410522882589,0.085395557,9.5705461559,0.0836582082,17968816026.0,3841754919,40.3737397737,38.1032327303,40.3737397737,0.0,1.0243585364739582,1.0362463545,294000000000,30000000.0,12.4703648814,11.1734569723,794.5464751421,128.0584973,9457.2105914333,4.6792681241
11,VIX,2013,4,305901308717,239253458672,54881164006,4238242718,0,7528443321,11052456780,7520265621,0,0,3532191159,316953765497,7336582698,7336582698,0,309617182799,309617182799,0,4692658889,0,316953765497,0,0,307126900,2462261955,300000000000,300000000000,0,0,0,454032612,0,0,0,0,-1.0,25952865056,2.647128979732988,28416896148,-1157888084,27259008064,0,0,0,-1306143008,25952865056,0,25952865056,0,0,25952865056,0,25952865056,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26405320187.0,0.0,0.0,1678426256.0,2964972757.0,0.0,0.0,-1714352468.0,2929046545.0,0.0,22081667000.0,-22081667000.0,0.0,0.0,29334366732.0,209919091940.0,239253458672.0,0.0,0.0,0.0,0.23858943,0.024288915598983638,0.02021752293659407,0.1755988181,5.6505578281,104.03658142439353,0.0,32.0393330826,136.07591450699354,0.0,0.9132899286689542,0.9592535343068601,0.9132899286689542,0.1470230073,0.0,0.1430673865,42553899795.0,25952865056,5.0499035964,4.2223258956,5.0499035964,0.0,1.0236956574298488,1.1682049666,372000000000,30000000.0,8.7709396122,7.14603561,11.597003793,865.0955018666667,10614.5756561333,1.2384922624
12,VIX,2014,1,383670297453,319297324365,1445152168,55046969621,0,7880851299,10742738921,6907951939,0,0,3834786982,394413036374,75975766690,75975766690,0,318437269684,318437269684,0,13512745774,0,394413036374,0,0,307126900,2462261955,300000000000,300000000000,0,0,0,373715366,0,0,0,0,-1.0,8835086885,0.46048856797764554,12027783984,-1682347126,10345436858,0,0,0,-1510131451,8835305407,-218522,8835086885,0,0,8835086885,0,8835086885,0,-218522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80002512959.0,0.0,0.0,4271810540.0,12525711.0,0.0,0.0,-4242983517.0,41352734.0,0.0,0.0,0.0,0.0,0.0,80043865693.0,239253458672.0,319297324365.0,0.0,0.0,0.0,0.23858943,0.02169328968890821,0.020793460962023374,0.1724775475,7.144834124,102.08234978195428,0.0,30.1558439101,132.23819369205427,0.0,0.7345746663519394,0.8601282556921584,0.7345564982504594,0.1517178587,12.1741650965,0.1403370645,46379752700.0,8835305407,5.0499035964,4.2223258956,5.0499035964,0.0,1.2385894300795703,1.8465175278,588000000000,30000000.0,13.0092900336,10.5850622354,7.3497691291,294.5028961666667,10614.5756561333,5.7935340313
13,VIX,2014,2,330459958143,129415822886,91536616015,102673495547,0,6834023695,12998293850,8926739174,0,0,4071554676,343458251993,16000308801,16000308801,0,327457943192,327457943192,0,22533419282,0,343458251993,174593374,0,735185860,2462261955,300000000000,300000000000,0,0,0,649896529,0,0,0,0,-1.0,9005673508,0.3709847463554267,22971145564,-10190713286,12780432278,0,0,0,-2410994989,10369437289,0,10369437289,-1363763781,0,9005673508,0,9005673508,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243223204388.0,-2338000000.0,0.0,45728189460.0,5708529932.0,0.0,0.0,4242983517.0,53341702909.0,0.0,300350606774.0,-300350606774.0,0.0,0.0,-189881501479.0,319297324365.0,129415822886.0,0.0,0.0,0.0,0.0488621795,0.02726071961175772,0.021382496983547775,0.2056103352,8.8146584063,79.19170682617845,0.0,11.3057665793,90.49747340547844,0.0,0.45141141351046987,0.5563689561059281,0.39204285580400233,0.1537581557,20.1246402617,0.1416189362,51452813223.0,10369437289,20.653348773,13.9472701403,20.653348773,0.0,1.0488621795062656,2.9683201162,972000000000,30000000.0,20.4050013349,14.0544227939,-3.9963292254,300.1891169333333,10915.2647730667,16.3758621605
14,VIX,2014,3,354040414752,54116744543,0,62808469837,0,3560941713,12624252320,8249782481,0,0,4374469839,366664667072,25688990378,25688990378,0,340975676694,340975676694,0,36051152784,0,366664667072,16830000,0,975576570,0,0,300000000000,0,3120000000,0,952811692,0,0,0,0,-1.0,13517733502,2.5186350475263097,24393602338,-4081741101,20311861237,0,0,0,-3333477794,16978383443,0,16978383443,-3460649941,0,13517733502,0,13517733502,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56060796193.0,0.0,0.0,-50000000000.0,2649935721.0,-60735984327.0,88847766456.0,0.0,-19238282150.0,0.0,39284065901.0,-39284065901.0,0.0,0.0,-75299078343.0,129415822886.0,54116744543.0,0.0,0.0,0.0,0.1176891266,0.02419463628897952,0.022265184063950776,0.2470912782,11.1134507311,102.42403978853912,0.0,9.3179940155,111.74203380403912,0.0,0.6960178823835018,0.8326716552789941,0.5541507693163576,0.1768203199,16.2115157663,0.1612712581,64653243086.0,16978383443,9.2395600946,7.6185382079,9.2395600946,0.0,1.0753396565616435,2.0131583666,783000000000,30000000.0,13.6622131167,8.9170379255,-13.9669796573,450.5911167333333,12964.7028434333,11.3381602985
15,VIX,2014,4,422932886342,49951166073,0,80584152705,0,1551244269,11782335609,7716966145,0,0,4065369464,434715221951,45774136648,45774136648,0,388941085303,388941085303,0,84016561393,0,434715221951,4143651060,0,1507514320,0,0,300000000000,0,3380000000,0,643711317,0,0,0,0,0.0,47965408609,0.8481739301422891,79989550969,-11877078657,68112472312,0,0,0,-6253241548,61859230764,-416585127,61491669091,-13526260482,0,47965408609,0,47965408609,0,-367561673,49023454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43638059302.0,0.0,0.0,0.0,527138426.0,-470698445848.0,509643788254.0,0.0,39472480832.0,0.0,58856987610.0,-58856987610.0,0.0,0.0,-4165578470.0,54116744543.0,49951166073.0,0.0,0.0,0.0,0.1176891266,0.019840964188671886,0.025397251024669523,0.3708614239,18.297737063,38.66187304311302,0.0,6.6317650597,45.29363810281302,0.0,0.7733413929023503,0.851517123010192,0.5996459290987772,0.2271074758,0.0,0.2110613849,99916915968.0,61859230764,9.2395600944,7.6185382077,9.2395600944,0.0,1.1176891266509945,0.9564430554,744000000000,60000000.0,5.3149175304,5.3378453296,-1.6135599128,799.4234768166667,12964.7028434,6.9462595717
16,VIX,2015,1,423843509124,96409522580,241449825884,81442772271,0,4541388389,11238579206,7038687550,0,0,4199891656,435082088330,44355898497,44355898497,0,390726189833,390726189833,0,77869275673,0,435082088330,5668085396,0,4098995080,2462261955,300000000000,300000000000,0,5725000000,14986385199,581801211,0,0,0,12529930068,0.0,1785104531,-0.7979528040600588,12529930068,-6942904020,5587026048,892206124,-66449523,-66449523,-3620336598,2792446051,-283188400,2509257651,-724153120,0,1785104531,0,1785104531,12529930068,0,-283188400,2509257651.0,678278595.0,1794516692.0,0.0,0.0,0.0,15762258147.0,0.0,1917496603.0,0.0,0.0,-11151795136.0,0.0,0.0,20565386168.0,0.0,0.0,0.0,0.0,0.0,0.0,2531968800.0,2531968800.0,0.0,17097523487.0,-2111138288.0,0.0,14986385199.0,38083740167.0,36288336483.0,74372076650.0,-67957923645.0,-18702138822.0,0.0,0.0,0.018014373577078108,0.02551381558821612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15695933172226545,0.44589443178686383,0.142467238149952,0.0,0.0,0.0,0.0,1966689450,0.0,0.0,0.0,-29.59674292921561,1.1135216928150071,0.537460773,424851000000,60693000.0,3.1359709864,3.0179127622,-0.7274125619,29.41203319987478,13024.2063277667,3.6553834403
17,VIX,2015,2,765666278344,267921308933,257233649943,238893246811,24934500,1593138157,37621323145,9263009598,750000000,10213436646,27608313547,803287601489,91001593591,79251593591,11750000000,710528521968,710528521968,3966195125,90741607808,1757485930,803287601489,26830192500,24934500,1351668660,2462261955,606930000000,606930000000,0,2907052827,0,2026786456,750000000,0,0,40196868755,0.0,12872332134,0.429358073281819,40196868755,-21035474154,19161394601,263375390,-117357403,-78061206,-5386115225,13921297363,73426467,13994723830,-1122391696,0,12872332134,0,12872332134,40196868755,172270667,-98844200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280759192,0.01303678784398915,0.04639641301599854,0.3103626745,19.6186125297,127.6248464268588,0.2062757303,2.7059905111,130.5371126682588,1769.4762219816,0.3426953343047777,0.4766887370702614,0.32023221043551653,0.1663210243,0.0,0.1493135816,97685209573.0,13775279376,9.6612098716,6.7851280176,9.660895247,-176.46767302057825,1.1305494102672737,0.6406463441,500717227500,66762297.0,4.5235321038,3.1637793522,-5.0384530253,192.8084070264988,11706.9270256537,2.401114821
18,VIX,2015,3,743394012935,119966770744,445959218816,175696236926,38220682,1733565767,53294077685,13078514808,1500000000,9825685822,38715562877,796688090620,73627037831,50127037831,23500000000,715525566603,715525566603,0,35045682443,7535486186,796688090620,24284708082,38220682,1598772770,2462261955,667622970000,667622970000,23500000000,861294905,0,1771786610,1500000000,0,0,36249237507,0.0,5823395480,-0.5692032633178923,36249237507,-25880319953,10368917554,373241352,-147663572,-93519451,-5544403940,5050091394,2441941234,7492032628,-1716987737,0,5775044891,-48350589,5823395480,36249237507,2441941234,0,7879783452.0,891651790.0,9274491957.0,0.0,0.0,-1813491193.0,-135799686154.0,0.0,-2045757922.0,0.0,0.0,-1685336133.0,0.0,0.0,-120048226138.0,-4707157000.0,0.0,0.0,0.0,-103000000000.0,80000000000.0,0.0,-27707157000.0,27250000000.0,107582724134.0,-107582724134.0,0.0,27250000000.0,-120505383138.0,194370581720.0,73865198582.0,32592110835.0,12595762477.0,0.0,0.0,0.018278193566291453,0.04672271229826055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13309283024417687,0.2860451216938752,0.1606487716845205,0.0,0.0,0.0,0.0,4824513614,0.0,0.0,0.0,-51.58834405475712,1.1134306414826292,0.5878231201,420602471100,66762297.0,4.9488793302,2.4669575424,-2.119765657,87.22581069971274,10717.5097136487,3.8397052557
19,VIX,2015,4,834783873273,124970212332,374420958327,333703213842,54874101,1634614671,104726169867,13103752973,51500000000,9458808215,40122416894,939510043140,163381517298,139881517298,23500000000,766289100090,766289100090,0,79396595064,9839425752,939510043140,48889010400,54874101,1570599770,2462261955,667622970000,667622970000,23500000000,610294905,0,3314668234,51500000000,0,0,75611273682,0.0,50763078736,0.0583268277730268,75611273682,-3849778924,71761494758,174469358,-81927225,-8931331,-8437934367,63416102524,1296203803,64712306327,-11645288025,0,53067018302,2303939566,50763078736,75611273682,1296900003,-696200,65079638685.0,576902630.0,-10762177103.0,11914260711.0,0.0,508789049.0,-99514096943.0,0.0,-112486650.0,0.0,0.0,-1716987737.0,-230950000.0,0.0,-30370428983.0,-599150000.0,2400000.0,-41722341333.0,0.0,0.0,0.0,0.0,-42319091333.0,0.0,11378855561.0,-11378855561.0,0.0,0.0,-72689520316.0,73865198582.0,1175678266.0,-161149132960.0,-2123386202.0,0.0,0.0,0.0171002732147188,0.05003749248370734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8374883440969569,0.949084591007009,0.6713691790128467,0.0,0.0,0.0,0.0,63323560391,0.0,0.0,0.0,-7090.047428653132,1.2260516860146586,0.6795684769,520745916600,66762297.0,7.3092926293,3.1338536767,-3.0563875451,760.3554853123163,11477.8720104552,4.5760196235
20,VIX,2016,1,727040591326,31089498475,665705729767,29022760504,0,1222602580,106542607704,13902256775,51500000000,9095468600,41140350929,833583199030,40710644492,17063141155,23647503337,792872554538,792872554538,2462261955,96471179057,0,833583199030,0,0,45100000,0,667622970000,667622970000,0,543000000,8963472657,2893470474,0,0,9508870455,46995993410,2.750698779239188,17074583993,8.565033137546834,46995993410,-19231555523,27764437887,269039317,-58246121,-58246121,-6713286807,21261944276,-996783,21260947493,-4516918797,0,16744028696,-330555297,17074583993,46995993410,7,-996790,21260947493.0,604236198.0,-1946101636.0,1874591652.0,0.0,-1591789790.0,19168539811.0,-242062000.0,-138513350.0,0.0,0.0,-11645288025.0,-210758550.0,0.0,39022279039.0,-1402740000.0,0.0,0.0,0.0,-17322037500.0,0.0,650000700.0,-18074776800.0,0.0,71166208831.0,-62202736174.0,0.0,8963472657.0,29910974896.0,1178523579.0,31089498475.0,33047116778.0,-1702004112.0,0.0113050611,0.0513457608,0.017534037085065613,0.05177335092404865,0.2369308519,16.1950158141,68.46654670478824,0.2043414925,1.5515900843,70.22247828158825,1786.2255751058,0.44793501642462674,0.5907830832466703,0.363319992920222,0.1159492617,0.0,0.1026168063,105508442184.0,21051151080,42.608836481,1.8220266827,42.608836481,-361.41721918271605,1.0513457607518295,0.5710085864,469671105500,70100165.0,3.1003544347,2.3475918169,-2.6231689615,243.57409134486346,11733.6239057653,4.1087236325
21,VIX,2016,2,978532333815,233118143084,696775558345,45859737271,0,7698040783,108342123703,13304181210,52897257379,8732128985,42140685114,1086874457518,279573040892,255925537555,23647503337,807301416626,807301416626,2462261955,77449478734,0,1086874457518,0,0,6562164091,0,701001650000,701001650000,0,735500000,0,2905394274,0,0,9580752866,46392826003,0.1541402959957994,11459722298,-0.10974000836016651,46392826003,-27527319776,18865506227,494554119,-209223115,-209223115,-7480479680,11670357551,742884563,12413242114,-881637405,0,11531604709,71882411,11459722298,46392826003,743058587,-174024,12413242114.0,825802232.0,9163327787.0,-11783109852.0,0.0,-7096880405.0,176323295554.0,223664212000.0,233721699.0,0.0,0.0,-9869370363.0,210758550.0,0.0,184328371492.0,-309445630.0,0.0,0.0,0.0,17322037500.0,0.0,9651153904.0,26663745774.0,0.0,-71166208831.0,62202736174.0,0.0,-8963472657.0,202028644609.0,31089498475.0,233118143084.0,99055777898.0,1129358822.0,0.0,0.0,0.016479818982113162,0.05271553329124134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24540489398649235,0.406647058443477,0.24701496514264845,0.0,0.0,0.0,0.0,11385026547,0.0,0.0,0.0,-54.41572049531908,1.3463056488373764,0.5272534724,420600990000,70100165.0,4.778577211,2.0368856133,2.8975344381,163.4763954977852,11379.7259073499,1.7964069069
22,VIX,2016,3,927356625272,46178143142,677951927341,172672663217,0,30553891572,106373409166,13275362468,51768661266,8364796627,41329385432,1033730034438,259328656722,235681153385,23647503337,774401377716,774401377716,2462261955,44169244146,0,1033730034438,0,0,28728326005,0,701001650000,701001650000,0,4938225000,0,2135582619,0,0,9960948544,30465116947,-0.15956530282555717,1229510026,-0.7888671600232791,30465116947,-16233163851,14231953096,237528383,-5440832242,-5440832242,-7265347705,1763301532,-123200000,1640101532,-30395829,0,1609705703,380195677,1229510026,30465116947,1800000,-125000000,1640101532.0,655282742.0,3657183221.0,0.0,0.0,-4901548438.0,-156047070529.0,0.0,4868339010.0,0.0,0.0,-1789497822.0,0.0,0.0,-150952667904.0,-626464000.0,0.0,0.0,0.0,0.0,0.0,0.0,-626464000.0,0.0,23248914881.0,-23248914881.0,-33381148500.0,-33381148500.0,-184960280404.0,231138423546.0,46178143142.0,-146645414676.0,705476705.0,0.0606920408,0.3348762853,0.01714274128379526,0.05056721165978468,0.2050197602,14.897391643,46.63734832482365,0.2995879745,8.4251195547,55.36205585402365,1218.3399569134,0.22867482843147346,0.46715570206932905,0.04035796180067098,0.1062435566,0.0,0.0857017243,105282019155.0,6966605391,3.9347933085,0.1959348148,3.9347933085,-1.2804301035459127,1.3348762853274583,0.5777180571,441631039500,70100165.0,5.2938031329,2.212899167,3.116569543,17.539331412415365,10904.9733217033,3.9793394895
23,VIX,2016,4,988146566013,5220167615,780188762972,127353950808,0,75383684618,104751514331,12606555047,51578629069,7997464269,40566330215,1092898080344,294832525912,271185022575,23647503337,798065554432,798065554432,2462261955,62384849007,0,1092898080344,0,0,74337070000,0,701001650000,701001650000,0,5099225000,0,2063704091,0,0,9930185439,63509610326,-0.16005104486000635,23884972018,-0.5294814141944206,63509610326,-20156519514,43353090812,256009419,-5017716331,-5017716331,-8900636270,29690747630,1920528,29692668158,-5838459245,0,23854208913,-30763105,23884972018,63509610326,2353332,-432804,29692668158.0,668807421.0,4867977203.0,0.0,0.0,-3270525090.0,-69476344349.0,0.0,28921275990.0,0.0,0.0,0.0,0.0,0.0,-40959793709.0,0.0,1818182.0,0.0,0.0,0.0,0.0,0.0,1818182.0,0.0,0.0,0.0,0.0,0.0,-40957975527.0,46178143142.0,5220167615.0,79439412003.0,2601148392.0,0.0,0.3694339698,0.01579639038045233,0.052112445781503106,0.1844323321,14.5794352117,24.83040675634802,0.1203826903,66.5002443951,91.45103384174801,3031.9973673555,0.5424762388739711,0.6826225289285363,0.3760843736152134,0.0681603228,0.0,0.0527933221,76430098879.0,34452454542,3.6438095166,2.8551130605,3.6438095166,-6.866162267713097,1.3694339697718674,0.6048213806,476681122000,70100165.0,8.8852169228,2.5433724845,20.4187467979,340.7263309294636,11242.9887860321,6.1685247213
24,VIX,2017,1,1490957804545,57891915959,1090254264963,341371580167,0,1440043456,52754453167,11937747626,1500000000,7638117398,39316705541,1543712257712,738391855071,107206851733,631185003338,805320402641,805320402641,2462261955,69602773962,0,1543712257712,52730899600,0,0,0,701001650000,701001650000,0,5786225000,0,1531495972,1500000000,0,9967108693,36639862988,-0.22036198557718711,8796554023,-0.4848159096229642,36639862988,-6952405700,29687457288,506112667,-12789887171,-12789887171,-6274516050,11129166734,-1,11129166733,-2295689456,0,8833477277,36923254,8796554023,36639862988,0,-1,11129166733.0,668807421.0,-9588023899.0,-268150.0,12789887171.0,-3502638890.0,-479117752587.0,-165230653940.0,-25174890000.0,253279281.0,-3145879390.0,-5838459245.0,0.0,0.0,-467620822201.0,0.0,0.0,0.0,0.0,0.0,50000000000.0,450268150.0,50450268150.0,0.0,469885000000.0,0.0,0.0,469885000000.0,52714445949.0,4608685305.0,57323131254.0,21051128209.0,-6142541910.0,0.0,0.9168920254,0.014823600130893086,0.05258617614343262,0.148832813,13.8493035167,0.0,0.0,46.4208899262,0.0,0.0,0.6390018774269987,0.8102502265830798,0.24008152066182611,0.0569789565,0.0946418686,0.0381490094,78839628140.0,23412941238,13.9072995843,8.4721702548,13.9072995843,-1.8305823128046732,1.9168920253969577,0.7050971238,588836640000,73604580.0,12.9783292416,3.3266212932,31.383678463,119.51096009242903,11345.9546628457,6.7344904659
25,VIX,2017,2,1522034827209,122302261324,1217062150042,194237569836,0,909241969,42550323549,10358638987,1500000000,0,30691684562,1564585150758,684233951724,44825804805,639408146919,880351199034,880351199034,0,119556529048,0,1564585150758,10207133194,0,0,0,736045800000,736045800000,0,5088225000,0,718675941,1500000000,2462261955,0,110681917677,1.3857550231978266,25290773206,1.2069272315973882,110681917677,-60167426813,50514490864,1427399041,-16661478884,-16661478884,-5161785678,30118625343,390933997,30509559340,-4027191509,-1228517879,25253849952,-36923254,25290773206,110681917677,1585262301,-1194328304,30509559340.0,679107905.0,9522651188.0,2062160985.0,16627291898.0,-8450265279.0,110079684484.0,159214918340.0,-4562501372.0,-253279281.0,-4341387230.0,-409766771.0,0.0,0.0,144982661252.0,-355916667.0,772653635.0,0.0,0.0,0.0,0.0,149731850.0,566468818.0,0.0,130115000000.0,-210685000000.0,0.0,-80570000000.0,64979130070.0,57323131254.0,122302261324.0,52048317626.0,-10002082333.0,0.0,0.7772283976,0.011766484782853052,0.057485571045592085,0.1843743579,20.0336240393,0.0,0.0,41.8036544276,0.0,0.0,0.4097571323109124,0.45639334702724477,0.2284995935813596,0.0726817582,0.1251599435,0.0452360279,112860497708.0,45352705186,33.954433921,23.7049806628,33.954433921,-2.7220095828079316,1.7772283975699728,0.6103398673,537313434000,73604580.0,9.0759630592,2.2267766682,-3.3979691095,343.60325411815404,11960.5491809613,3.6772048777
26,VIX,2017,3,1530083313763,55219192904,1352697831996,121336027626,0,830261237,41785318344,9700432723,1500000000,0,30584885621,1571868632107,687372612533,51569469771,635803142762,884496019574,884496019574,2462261955,123701349588,0,1571868632107,103612619600,0,0,0,736045800000,736045800000,0,4871225000,10000000000,611877000,1500000000,0,0,93753680574,2.0774108215997584,4144820541,2.3711156910891265,93753680574,-68476720055,25276960519,257967779,-14955036878,-14955036878,-5981157538,4598733882,-74583681,4524150201,-3984333818,3605004158,4144820541,0,4144820541,93753680574,1,-74583682,4524150201.0,658206264.0,-150102363.0,0.0,12527856368.0,0.0,-102202199678.0,0.0,482033000.0,109547605.0,-27187335260.0,-4142178281.0,0.0,59619559.0,-66617068420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,-10466000000.0,0.0,-466000000.0,-67083068420.0,122302261324.0,55219192904.0,-93432033035.0,17655057109.0,0.0113058734,0.777134772,0.010967186407093184,0.05775622141317817,0.2110387587,27.3149801582,0.0,0.0,27.6674644041,0.0,0.0,0.20581381832545526,0.2696103274478791,0.04420968345587759,0.0737681942,0.1369641689,0.0430392724,125192618820.0,19295802981,29.6703324769,18.2777616959,29.6703324769,-1.2902544566363188,1.7771347720299062,0.7739125772,684522594000,73604580.0,11.0198701475,2.2473937757,-9.2763522583,56.31199228363235,12016.8611732313,5.106558255
27,VIX,2017,4,1282391540764,13926517615,1209929659262,58030900737,0,504463150,40982479329,9214623593,1500000000,0,30267855736,1323374020093,398808367550,66907697802,331900669748,924565652543,924565652543,2462261955,122255551445,0,1323374020093,14702195225,0,0,0,736045800000,736045800000,0,1350000000,30000000000,506531115,1500000000,0,33012665644,146492436627,1.3066184137336443,40069632969,0.6776085372343349,146492436627,-79295502437,67196934190,202223155,-14516971131,-14516971131,-6752593642,46129592572,3367899614,49497492186,-13330332231,3902473014,40069632969,0,40069632969,146492436627,3367899614,0,49497492186.0,663767463.0,-8673998.0,0.0,12640665464.0,0.0,156579666860.0,0.0,100811759933.0,238378316.0,-8274304352.0,-3844280906.0,0.0,4103083417.0,238885283044.0,-177958333.0,0.0,0.0,0.0,0.0,0.0,0.0,-177958333.0,0.0,20000000000.0,-300000000000.0,0.0,-280000000000.0,-41292675289.0,55219192904.0,13926517615.0,-4660248.0,-24413495616.0,0.0324476687,0.4313909597,0.009966435122974075,0.06037270644249121,0.3208781564,35.5316306476,0.0,0.0,26.7158169902,0.0,0.0,0.4126106571761365,0.4587058263021269,0.27352697444050006,0.0909095115,0.1556822431,0.0648109585,151278811006.0,60444340548,19.1554796518,11.6817912183,19.1554796518,-4.163701918434296,1.431346726382367,0.6109271126,544673892000,73604580.0,6.9560856326,1.4049899271,-3.6004015623,544.3904845187623,12112.7379152085,3.3015509295
