Symbol,Year,Quarter,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Convertible bonds (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
VHC,2023,1,7713479312548,847919314368,1269741929299,2072526768240,3316604257573,206687043068,3951651481950,0,2843937884597,0,66596554919,0,476273084696,11665130794498,3775063113323,3629116581796,145946531527,7890067681175,7890067681175,5614857443484,177751762295,11665130794498,201026313797,0,3712933614876,0,0,1833769560000,1833769560000,0,128483000000,26470592936,2657575989696,251810488917,221481182520,5942429978,2854856075,2854856075,-0.31676837987243167,2238531779797,218984107654,-0.6002120098986902,83078291071,-37132815515,2238531779797,-16949708662,2221582071135,-1837118811554,384463259581,-90384358865,154297252,-50389505388,-69182208602,257739775049,9187544536,-7411700325,1775844211,259515619260,-33771767369,5829060,225749680951,6765573297,218984107654,259515619260.0,93564555745.0,7325762622.0,-2637937592.0,-38898083993.0,37132815515.0,356002731557.0,220900250019.0,-499062680733.0,-168496202859.0,31748683.0,-35942792427.0,-273234291380.0,0.0,-32086707716.0,-431375578163.0,-209666025344.0,4214112031.0,-554500000000.0,1044882798630.0,0.0,0.0,47950391624.0,332881276941.0,0.0,0.0,2553309648435.0,-2155706521796.0,0.0,397603126639.0,299108825417.0,553169450129.0,-4358961178.0,847919314368.0,0.3693937882,0.4784576338,0.36044530915525386,3.5152402026005793,1.0446515468,4.7549271409,69.07969915115743,123.7937690679,18.704557293,211.57802551205742,2.9484521131,0.11923554345920143,0.1730583193735349,0.09857124366426023,0.2183505229,0.1762937616,0.1411962705,2229407680324.0,264891545591,0.0269905533,2.1254426907,0.2829135917,1.2115551969,-7.133624044317233,1.4784576338083848,13588232439600,183376956,8.2323994406,1.7618874256,1.1143911648,9.3672945686,1194.1746249403334,42057.1705797101,7.0440790241
VHC,2023,2,8250593734965,185704955580,1778366375699,2009020785580,4063668939008,213832679098,4055143314717,0,2861319411792,0,66881603432,0,471367345661,12305737049682,4061208402529,3925649044598,135559357931,8244528647153,8244528647153,5952875959492,194175488640,12305737049682,81055675797,0,4437990194693,0,0,1833769560000,1833769560000,0,116623000000,23249391964,2694481127473,243031319000,225282026165,5942429978,2854856075,2854856075,-0.3683138173332612,2731163824413,439262248088,-0.44325776705206316,99051232083,-42712386024,2731163824413,-7479703397,2723684121016,-2143724822124,579959298892,-49477396858,285048513,-46318478104,-68362940639,515136763887,8516022592,-2683535614,5832486978,520969250865,-62455341161,-1910050289,456603859415,17341611327,439262248088,520969250865.0,96842035813.0,-56309499831.0,-28670040377.0,-28202443477.0,42712386024.0,547341689017.0,97583048669.0,-725056579817.0,-35393447213.0,3199926004.0,-41092444660.0,-11185935389.0,0.0,-1122636722.0,-161473465689.0,-75248409609.0,-3528563868.0,-1272860000000.0,792900000000.0,0.0,0.0,34139685347.0,-524597288130.0,0.0,0.0,3232758793158.0,-3207713655381.0,0.0,25045137777.0,-661025616042.0,847919314368.0,-1188742746.0,185704955580.0,0.3551115234,0.4925943709,0.34705676142929903,3.673162224084803,0.9010679962,3.8940774941,70.43465469560397,152.7341337421,18.7238437637,241.89263220140396,2.3897735958,0.17082666692473872,0.21293192349913953,0.16127503358360976,0.1675848719,0.1322836033,0.1094307465,1826684762711.0,465277880149,0.0245098039,2.101714555,0.0917705912,1.0665560646,-10.893277652237956,1.492594370926398,14963559609600,183376956,11.5250503739,1.8587457364,1.3996666973,16.7166872031,2395.4059314192127,43900.5714464635,9.735196041
VHC,2023,3,8302656973594,360318836282,1645317320000,2129165570807,3925092559390,242762687115,4063376793900,0,3131151848068,0,67071752207,0,453533491113,12366033767494,3902136570006,3761773972054,140362597952,8463897197488,8463897197488,6143491692355,222802797537,12366033767494,70379195365,0,4349663520511,0,0,1833769560000,1833769560000,0,122683000000,17728209393,2546084541595,234252149083,216319688389,5942429978,2871356075,2871356075,-0.19741345739211164,2709625126770,190624726982,-0.5765890257232369,115053044994,-34682984324,2709625126770,-11983347139,2697641779631,-2412716751823,284925027808,-45121060306,190148775,-57246132357,-77197880910,220603148004,13932076519,-5651352220,8280724299,228883872303,-28850975320,874397777,200907294760,10282567778,190624726982,228883872303.0,103320146260.0,44400062167.0,-18307255334.0,-36858027622.0,34682984324.0,356121782098.0,-79534120257.0,88326674182.0,20997982921.0,17628802548.0,-34892486925.0,-2822307257.0,0.0,-474491466.0,361791468687.0,-191005957782.0,-179901204.0,-128300000000.0,270500000000.0,0.0,0.0,5304103356.0,-43681755630.0,0.0,0.0,2866652013218.0,-3008988599096.0,0.0,-142336585878.0,175773127179.0,185704955580.0,-1159246477.0,360318836282.0,0.3298067635,0.4610330772,0.3699420934598892,3.770896892339127,0.8453736306,3.4742816235,68.43934854552097,169.538502578,20.2427219336,258.220573057121,2.1529032901,0.055782430297911426,0.10562003819757484,0.07066346926465338,0.1317860474,0.1018041839,0.0867130691,1518021099369.0,150481014541,0.0305810398,2.2071121325,0.1431328372,1.1636968214,-4.338756236638779,1.4610330771933424,14679236598600,224453159,13.9410324294,1.773332307,1.4495146846,39.1049866417,849.2851151272948,36879.7205921749,11.3374498606
VHC,2023,4,7751317421879,237792140072,2068273497500,1581851416354,3618083778073,245316589880,4054430239785,0,3380366177674,0,67242951618,0,441128083873,11805747661664,3238851610589,3118268723162,120582887427,8566896051075,8566896051075,6191047125800,241583645209,11805747661664,104546082428,0,4040277298742,0,0,1870444950000,1870444950000,0,101863000000,21330486379,2157386405831,225472979167,212622887316,5942429978,2871356075,2871356075,-0.038882143643763696,2399360802380,47644562578,-0.7490971749217277,73887330818,-18848550277,2399360802380,-3691894309,2395668908071,-2200394934380,195273973691,-37071779645,171199411,-63468296865,-84865074530,83927352880,17403511339,-2766207567,14637303772,98564656652,-31247022987,-981352548,66336281117,18691718539,47644562578,98564656652.0,108706425769.0,-9890914513.0,31331718195.0,-26049198297.0,18848550277.0,221511238083.0,469598264010.0,424765769117.0,-369041099692.0,5601614779.0,-24812122476.0,-28177295611.0,0.0,-1275642391.0,695077670062.0,-84408648065.0,195221590.0,-1596100000000.0,1182700000000.0,0.0,0.0,52835191205.0,-444778235270.0,36675390000.0,0.0,2603560748508.0,-3013078884272.0,0.0,-372842745764.0,-122543310972.0,360318836282.0,16614762.0,237792140072.0,0.2748337884,0.3901142982,0.3945847081043806,3.8167856889352136,0.852935904,3.2328872609,64.76874856915454,158.1072957647,16.1635835008,239.03962783465457,2.3085588697,0.019593943945199303,0.08151125267482609,0.019887791012140967,0.1158332824,0.0892946931,0.0781431027,1371127853726.0,46940602296,0.0268096515,2.4399518297,0.1280618468,1.2758324472,-2.4904091617740707,1.378065940251788,16744205661400,224453159,17.9609951179,2.005887623,1.6689104161,30.1811507118,212.26951222370633,37190.5181254143,14.058103416
VHC,2024,1,7991899101155,100334857880,2323106780151,1818396644614,3466927703623,283133114887,4100818319501,0,3352244413282,0,67552451805,0,432764431044,12092717420656,3762287973387,3678001232113,84286741274,8330429447269,8330429447269,5934020957854,262923009680,12092717420656,121589923639,0,3874763054336,0,0,1870444950000,1870444950000,0,67090000000,24279813746,2745821065295,216693809250,213066274231,5942429978,3407337275,3407337275,0.27777002868969203,2860328816494,169663277824,-0.22522561275509573,106750178702,-17853751145,2860328816494,-4560332881,2855768483613,-2589544418674,266224064939,-33921973239,309500187,-67784659741,-64244784674,207332326174,13971103612,-4614938111,9356165501,216688491675,-27638868403,10166189,189059789461,19396511637,169663277824,216688491675.0,106803337771.0,-25472404973.0,16772017218.0,-28517710256.0,17853751145.0,304127482580.0,-283765228074.0,310337257375.0,-433253627373.0,1406847033.0,-20704670108.0,-126005857481.0,0.0,-23942218466.0,-250681692081.0,-191138592953.0,8449412569.0,-590900000000.0,327500000000.0,0.0,0.0,14281355055.0,-431807825329.0,0.0,0.0,2270861480727.0,-1717199821263.0,0.0,553661659464.0,-128827857946.0,232805453082.0,-3642737256.0,100334857880.0,0.34572059980000003,0.4516319353,0.40240955577398,3.711433371837284,0.8789550304,3.3548745438,58.29825743619006,163.0706950246,16.1085638771,237.47751633789008,2.2382930296,0.046990721164561114,0.09322326598484774,0.05941072562344026,0.10368228,0.0715130366,0.069770698,1212566063123.0,134194620524,0.0267379679,2.1728919043,0.0708058862,1.2302800113,-7.516326369407341,1.451631935328425,16789096293200,224453159,19.6203305974,2.0810762809,1.5730786708,25.7823513223,755.8961459036537,35942.940048302,16.2998092322
VHC,2024,2,8085857969281,158594783490,2470950293273,1764819678291,3412544019109,278949195118,4130865844912,0,3463657397473,0,68221657487,0,420627296855,12216723814193,3546070935324,3473666722180,72404213144,8670652878869,8670652878869,5877965879221,284961432989,12216723814193,172573883992,0,3752972755084,0,0,2244531590000,2244531590000,0,58130000000,29122954373,2351591250795,207914639333,209865563525,5942429978,3407337275,3407337275,0.1764878117681565,3213180951364,318031561367,-0.2759870379225331,117064671971,-17831061118,3213180951364,-17520867339,3195660084025,-2726951022620,468709061405,-56884007092,669205682,-70991286093,-72733986241,385833659632,17393813754,-5567759426,11826054328,397659713960,-59949837326,2360108042,340069984676,22038423309,318031561367,397659713960.0,114982232188.0,-62957169048.0,-36464693606.0,-39130590584.0,17831061118.0,391920554028.0,89875961540.0,121790299252.0,568248104227.0,3234623619.0,-14485138114.0,-4810764584.0,0.0,-1494215075.0,1152774953814.0,-136018698857.0,1005960790.0,-1571683671233.0,1420500000000.0,0.0,0.0,37980773241.0,-248215636059.0,0.0,0.0,2780440818564.0,-3183630633064.0,-448882872000.0,-852072686500.0,52486631255.0,100334857880.0,5773294355.0,158594783490.0,0.2846211566,0.4089739244,0.3994690418196974,3.8630121836997624,0.9195097519,3.3449052831,53.80766103987394,147.1974644716,16.1669268913,217.17205240277394,2.4796622775,0.10169535574061313,0.14667049970303828,0.09951983408899756,0.0879434064,0.0592579293,0.0598965198,1090412168420.0,324983789071,0.0273224044,2.3277587103,0.0921759509,1.3453547286,-18.225712251243262,1.4089739244395343,16429971238800,224453159,22.4992087228,1.9592864041,1.4742355889,8.3378927814,1416.9172881500856,37360.5409843218,17.3934771533
VHC,2024,3,8451240697605,611765184322,2229881360823,1998752805065,3354616735452,256224611943,4070863405791,0,3454567383934,0,68926537788,0,406727273721,12522104103396,3512302959635,3495555517283,16747442352,9009801143761,9009801143761,6198590952154,303741674110,12522104103396,109587025857,0,3695279401436,0,0,2244531590000,2244531590000,0,0,45713442512,2242695465393,199135469416,204946876198,5942429978,3407337275,3407337275,0.21533632747292109,3293105850397,320625072933,0.6819700046745534,56256663664,-20615836234,3293105850397,-15199389705,3277906460692,-2699313535479,578592925213,-80910869079,704880301,-89774117358,-71102855150,393766627591,17967987648,-10189534847,7778452801,401545080392,-57635239218,-2840274120,341069567054,20444494121,320625072933,401545080392.0,115137459515.0,5647966459.0,27260329239.0,-28918739311.0,20615836234.0,541287932528.0,-231018838275.0,57693353648.0,130986372718.0,6280329065.0,-22547240029.0,-327372122.0,0.0,-811010093.0,481543527440.0,-75596790003.0,1215284026.0,-271800000000.0,507300000000.0,0.0,0.0,13530028935.0,174648522958.0,0.0,0.0,2654435699564.0,-2851841484966.0,-1664253000.0,-199070038402.0,457122011996.0,158594783490.0,-3951611164.0,611765184322.0,0.2489173101,0.3898313518,0.383423266375438,4.014111979489226,0.9642809633,3.4356883272,50.52689123094854,137.2232243691,16.6212189051,204.37133450514852,2.6598996028,0.1274337622852166,0.1765129457327019,0.0978139787629305,0.102251811,0.0821004437,0.0703957331,1369464419839.0,417715952705,0.0302571861,2.4177103341,0.2212406384,1.4580297572,-20.26189711461209,1.3898313518347913,14836353809900,224453159,17.3026467502,1.7041411056,1.2653602413,7.1248125834,1428.4720890606845,38787.8678493048,12.2464121901
VHC,2024,4,8238447590991,570012125911,2340406525686,2200504540314,2914883330804,212641068276,3995732630546,0,3415114149837,0,69482351695,0,400109258500,12234180221537,3240574236572,3183722367033,56851869539,8993605984965,8993605984965,6167569660225,318304930223,12234180221537,314252842657,0,3159305888179,0,0,2244531590000,2244531590000,0,0,36847487571,2277106532564,190356299500,204832933286,5942429978,1548813275,1548813275,0.33418353829638425,3201187684969,417885026071,7.770885982778641,143240298830,-17028690828,3201187684969,-17729232254,3183458452715,-2601943721175,581514731540,-45037422263,555813907,-67958771835,-149687542509,462627107670,16950018417,-10845302038,6104716379,468731824049,-40713923392,4430381527,432448282184,14563256113,417885026071,468731824049.0,119255792419.0,-79470582990.0,-34589794657.0,-25955175522.0,17028690828.0,465000754127.0,-110427409040.0,535973513257.0,-53794366695.0,-1422488464.0,-16212544480.0,-127685646319.0,0.0,-2053207466.0,689378604920.0,-274773007378.0,-8349980074.0,-1737051904004.0,1621754493151.0,0.0,0.0,48749870280.0,-349670528025.0,0.0,0.0,2914303481953.0,-2849512414782.0,-447242065000.0,-382450997829.0,-42742920934.0,611765184322.0,989862523.0,570012125911.0,0.253191716,0.3603197919,0.37972690326285075,4.006896594832511,1.0351105083,3.681070494,47.97974054913733,126.2327862222,10.0787495746,184.29127634593735,2.8914833533,0.1142997223304976,0.18266760511482644,0.1312676236483025,0.1440659296,0.1100873416,0.101436791,1696941601389.0,363868417196,0.0401606426,2.5876777687,0.2297957521,1.6721195024,-21.367961922104843,1.36031979185984,11177767318200,224453159,9.1157415616,1.288458723,0.8933071049,5.3920329536,1861.7916893341653,38650.8307274125,7.7271010756
VHC,2025,1,8680595737248,1030603688444,2289934301786,2047023177049,3081205638650,231828931319,4141598446103,0,3336386486016,240145000001,70010816807,0,390503946864,12822194183351,3617235165934,3565547705141,51687460793,9204959017417,9204959017417,6360625314137,336581721076,12822194183351,79557063711,0,3367076539162,0,0,2244531590000,2244531590000,0,0,36729498307,2485742202126,181577129583,203683927125,5942429978,1548813275,1548813275,-0.07119685330954928,2656682405329,193055653912,0.1378753044737592,89667956123,-17244619349,2656682405329,-8868729715,2647813675614,-2310572940009,337240735605,-57074771657,528465112,-52519428027,-70474033097,247368924059,11057256265,-4286518732,6770737533,254139661592,-44063594561,1256377734,211332444765,18276790853,193055653912,254139661592.0,118603738565.0,45700196037.0,-13562526371.0,-30077129294.0,17244619349.0,392048559878.0,175470108998.0,-199819206885.0,-45230144340.0,183318802.0,-17723138733.0,-53274631634.0,0.0,-10581285699.0,241073580387.0,-44156584871.0,250000000.0,-195500000000.0,241800000000.0,0.0,0.0,7828633111.0,10222048240.0,0.0,0.0,2460698852045.0,-2252063182483.0,0.0,208635669562.0,459931298189.0,570012125911.0,660264344.0,1030603688444.0,0.2700438098,0.3929659175,0.362455333011599,4.101060131400066,0.9884356805,3.6006103407,52.60237622356174,123.3400125925,17.4741764896,193.41656530566175,2.9592991952,0.08091478507501791,0.12736573525204617,0.07291134406095717,0.1443143441,0.1129800008,0.1003789326,1788794656140.0,214247274481,0.0346620451,2.4345756824,0.3343658638,1.57041514,-12.424007172615498,1.3929659175113884,12950947274300,224453159,10.3640965984,1.4603514083,1.0525084984,5.0495537255,860.1155571706612,39511.0380083401,8.2416768512
VHC,2025,2,8725654375687,1117531700332,2101899866718,2234228502194,3073310530983,198683775460,4060841442111,0,3316311675645,239790000002,71593018482,0,373460229621,12786495817798,3063600158798,3014736633549,48863525249,9722895659000,9722895659000,6855407905549,359649586599,12786495817798,74029730477,0,3189966868283,0,0,2244531590000,2244531590000,0,0,66803971118,1870241834849,172797959666,196083739734,5942429978,1565313275,1565313275,-0.0018837065501806315,3207128261359,498582591412,0.5677141893368529,135237728003,-14131676386,3207128261359,-13623081757,3193505179602,-2570453935845,623051243757,-27382054318,1582201675,-65352261352,-80792413127,586344444638,17115695731,-5687898692,11427797039,597772241677,-75580999129,343854387,522535096935,23952505523,498582591412,597772241677.0,119663524781.0,-187435925876.0,-12866097619.0,-27021267299.0,14131676386.0,504244152050.0,-169002124209.0,177109670879.0,-18911103096.0,3923868444.0,-14350755211.0,-760431739.0,0.0,-560499676.0,484471660461.0,-43689567683.0,1440463869.0,-2489336848746.0,2692679610959.0,0.0,0.0,52195162553.0,213288820952.0,0.0,0.0,2523619061330.0,-3139119428607.0,0.0,-615500367277.0,82260114136.0,1030603688444.0,4667897752.0,1117531700332.0,0.1923544076,0.3150913335,0.34108271773700005,4.331815022037627,0.9770825009,3.6392067212,56.21908182499603,120.1902345958,16.0179511069,192.42726752769605,3.0368523801,0.14933640074366056,0.19509949372765684,0.15612393385068418,0.16063224,0.1270353444,0.1135827716,1945398728940.0,476906569278,0.0354609929,2.8943338793,0.4233691769,1.8749046871,-33.747345767871025,1.3150913335125816,12659158167600,224453159,8.851639914,1.3520052842,1.0289753363,6.6751257345,2221.3213377495836,41715.8132864639,7.0790207086
