ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
TLD,2020,1,282459519216,4266008344,11384000000,126283839613,127140115381,13385555878,189433088557,80060029211,8897647113,3270741058,471892607773,239963423587,211089247911,28874175676,231929184186,231929184186,40262582912,4459721274,471892607773,31475851000,0,127140115381,9000000,187197880000,187197880000,28874175676,62534000200,71163842288,0,3270741058,0.6936006669112963,107539448892,4534786997,0.6654341135935218,61291188,-1892673792,107539448892,0,107539448892,-99915718340,7623730552,-1892673792,-86358510,0,-1070344344,4635645094,254268,-52147873,-51893605,4583751489,-48675817,0,4535075672,288675,4534786997,4583751489,2312039112,0,0,-61291188,1892673792,8727173205,-27025696719,4479443705,-13823951046,149212723,-1892673792,-164050000,0,-29550541924,-9248605698,0,0,0,0,0,61291188,-9187314510,0,30430375534,-20458477790,0,9971897744,-28765958690,33031967034,0,4266008344,0.5558256676,1.0346409161,0.3451916993197128,0.29833436940050284,0.8457903417,4.322685789,69.5041829246919,120.6413901463,69.4939815296,259.6395546005919,3.0254956409,0.06093936946414382,0.07089240860492395,0.04216859063090613,0.0668983413,0.0614632174,0.0331773601,29938788953.0,6553386208,0.0643776824,1.3381047212,0.0202095009,0.7357996931,-3.4625016924205396,2.0346409160589154,261702636240.0,28079682.0,12.3759364897,1.150495688,0.6853611736,-18.7086453651,161.49709234598882,8100.8560891822,12.0891452123
TLD,2020,2,278656076033,6756602341,9120000000,129223264024,123272357862,10283851806,169601033296,79970151641,8995483476,3155160802,448257109329,212831854002,178457678326,34374175676,235425255327,235425255327,43750303659,4468071668,448257109329,41125347068,0,123272357862,9000000,187197880000,187197880000,34374175676,37423198653,74734365770,0,3155160802,0.11962198357010032,104750878061,3487720747,1.6925134004356506,490617606,-2624002732,104750878061,0,104750878061,-97328158162,7422719899,-2660241732,97836363,0,-1610582279,3740349857,100000,-143238007,-143138007,3597211850,-101140709,0,3496071141,8350394,3487720747,3597211850,2380877570,0,0,-490617606,2624002732,8111474546,257169774,3867757519,-23542761238,-65668367,-2624002732,-5122291,0,-14001152789,6930605698,0,0,0,0,0,490617606,7421223304,0,17788064120,-8717540638,0,9070523482,2490593997,4266008344,0,6756602341,0.6094618732,0.904031531,0.3396838267412024,0.30283142389103684,0.8534322269,4.9345249246,71.87607974271582,123.3549325587,72.4953527431,267.72636504451583,2.9589412635,0.05548533556554432,0.07086069383282398,0.033295384359155265,0.075153722,0.0679983811,0.0372843416,32822816061.0,5812137620,0.0722891566,1.5614686835,0.0378610907,0.8707034611,-2.214989164881708,1.9040315309688491,315848839100.0,38054077.0,10.4246191082,1.3675644728,0.8036088242,-6.2583504037,91.65169732010581,6069.1836950611,12.877287832
TLD,2020,3,467543254103,49243400647,6820000000,277248035361,124999447418,9232370677,167947876267,94593302083,8948782721,2964279436,635491130370,198219818185,165364172565,32855645620,437271312185,437271312185,52240227388,4481314797,635491130370,158602990609,0,124999447418,9000000,380540770000,380540770000,32855645620,42550288353,72889031388,0,2964279436,-0.043836218289450966,80618029128,8503166858,2.0329677427424935,315808098,-1469565242,80618029128,0,80618029128,-69292416577,11325612551,-1494389872,-46700755,0,-1481982770,8618347252,431,-51229594,-51229163,8567118089,-63951231,0,8503166858,0,8503166858,8567118089,2714649558,0,0,-315808098,1469565242,12435524791,-146829054981,-1727089556,-10242017356,46646139,-1469565242,-18175699,0,-147803731904,-4567753450,0,-14110000000,18674000000,0,0,315808098,312054648,193342340000,22945811752,-26309676190,0,189978475562,42486798306,6756602341,0,49243400647,0.3169664206,0.4533108225,0.21632633892748862,0.5624693659639793,0.7567921716,4.6229501772,69.29970133055616,130.7185721833,69.0965372397,269.1148107535562,2.7922581612,0.12210208916631951,0.14048486019197937,0.10547475484049891,0.0808331236,0.0542656006,0.0444549349,39799133386.0,9843629781,0.1077199282,2.8273552055,0.2977876035,2.0714511576,-6.698327845317942,1.4533108225063196,222556992040.0,39956372.0,5.2840197602,0.5142378368,0.5716233355,-0.6727727161,212.81128471824218,10831.5639214691,7.1242652559
TLD,2020,4,398938120487,26037718431,6490000000,235041816210,121296342536,10072243310,226811359056,93055810762,68935834835,3262023274,625749479543,185559279650,150000274706,35559004944,440190199893,440190199893,55465787324,4174642569,625749479543,143258334261,0,121296342536,9000000,380540770000,380540770000,35559004944,28397785000,79619983472,0,3262023274,-0.10794594413331408,86024053351,3035132401,-0.5216325339464724,94093580,0,86024053351,0,86024053351,-79261065927,6762987424,-2115376807,-12947886,0,-1693937456,3034818855,590078,35395803,35985881,3070804736,-35672335,0,3035132401,0,3035132401,3070804736,2911459503,0,0,59239754,2115376807,8156880800,41004969832,3703104882,-49185956685,63632848,-2115376807,-185358634,0,1441896236,-6034850106,0,0,330000000,-18317800000,0,-59239754,-24081889860,0,45911522270,-46477210862,0,-565688592,-23205682216,49243400647,0,26037718431,0.32722797589999997,0.4205249037,0.21139909699175424,0.5662239797991174,0.6854545995,4.2047189154,63.90388015596546,135.7154050296,63.9303315813,263.5496167668654,2.6894515027,0.05892596047894869,0.07861740014046179,0.03528236909060642,0.0584892633,0.0497842597,0.0356075261,37948533823.0,5069049968,0.0,2.0537333908,0.166272768,1.2631805217,0.0,1.4215434139494818,256120344520.0,39956372.0,13.1146856652,0.5875260535,0.6812727087,-5.5923983397,75.96116086315344,10910.1544710566,8.3561314162
TLD,2021,1,310200549030,16959364634,6303056372,157759725855,119343417215,9834984954,304240615106,93619155802,69357695568,3202380979,614441164136,172680278603,144640703673,28039574930,441760885533,441760885533,37777373954,4448841579,614441164136,32033761211,50000000000,119343417215,9000000,399563720000,399563720000,28039574930,23048296500,89503330867,0,3202380979,-0.5512059297749446,48263066978,1381853331,-0.6952771250525838,1963030315,-3260469592,48263066978,0,48263066978,-44418084326,3844982652,-3260469592,287935787,-39043408,-1385043494,1411392260,100744639,-55098870,45645769,1457038029,-92235909,0,1364802120,-17051211,1381853331,1457038029,2105727817,0,0,-2250966102,3260469592,4572269336,-3275945074,3727747127,-12742590749,88960476,-3260469592,1461283,0,-10888567193,0,0,0,0,0,0,1963030315,1963030315,0,0,0,0,0,-8925536878,25884901512,0,16959364634,0.3295504078269005,0.39089083671569824,0.21192269136513797,0.568244378877312,0.5501969456672668,3.539557456970215,75.50453094962774,153.67971801757812,58.48009490966797,287.66434387687383,2.3750693798065186,0.05016042082662358,0.07966718430373847,0.028631693291060373,0.042216312140226364,0.041383080184459686,0.028241489082574844,33258428416.0,2420895750,0.0,2.1446282863616943,0.1172516718506813,1.3195257186889648,-0.7424991037916725,1.3908908286315462,208172698120.0,39956372.0,9.9929280718,0.4760278181,0.6512397083,-0.9574377146,34.58405410280994,10944.7385251594,9.4173147612
TLD,2021,2,335972439175,19368880578,5800000000,190374772992,112430321850,7998463755,296890495090,113396389806,59985100400,3377822108,632862934265,185644284850,162162919946,23481364904,447218649415,447218649415,43539895202,4144084213,632862934265,22273187259,42000000000,112430321850,9000000,399563720000,399563720000,23481364904,25705838737,92575553354,0,3206112242,-0.05636059947451709,98847055778,5762521248,0.652231261048263,-448656337,-511773980,98847055778,0,98847055778,-89663858938,9183196840,-511773980,-302835387,-320423148,-1538419987,6061088001,88860,-256256703,-256167843,5804920158,-67469609,10313333,5747763882,-14757366,5762521248,5804920158,3665924865,0,0,716592124,511773979,10699211126,-38631068551,6913095365,11358062643,-10131264,-511773980,-148629819,0,-10331234480,-5771601469,22000000,-75650000000,84340000000,0,9000000000,-666832343,11273566188,0,92263872135,-90796687899,0,1467184236,2409515944,16959364634,0,19368880578,0.31201356059999996,0.4151085495,0.25355917056306154,0.5752647913872251,0.5002935833,3.1799371797,86.59719264946052,154.3466973556,52.9032896618,293.84717966686054,2.364806026,0.07409784385940357,0.09290308919897913,0.05829734838983987,0.0423057964,0.0437759609,0.0297904578,36055690947.0,7324353705,0.0,2.07182036,0.1194408721,1.3785032818,-14.31169616126244,1.4151085494597295,284888932360.0,39956372.0,13.8755763853,0.6429819149,0.9080061514,-1.5469049714,144.22033231645756,11088.9588574758,10.6979243532
TLD,2021,3,415910214467,12911005877,6900000000,163910289826,217693324002,14495594762,281605796889,209696207625,60007293525,11902295739,697516011356,247571605228,218040025278,29531579950,449944406128,449944406128,46280213985,4129522143,697516011356,22448069931,35000000000,217693324002,9000000,399563720000,399563720000,29531579950,22652957737,80900945030,0,11902295739,0.27324947453160964,102646863225,2740960610,-0.6776541427713801,294073048,-1403388351,102646863225,0,102646863225,-95743134486,6903728739,-1403388351,22193125,-1052768527,-1895123273,2868714761,1180332,-52544752,-51364420,2817350341,-66076398,-10313333,2740960610,0,2740960610,2817350341,4607516516,-218176006,0,-274071951,1621564355,8554183255,13296356983,-105263002152,146857310388,-9175600366,-1621564354,-31285232,0,52616398522,-59850732896,0,-10750000000,16650000000,0,0,512247957,-53438484939,0,29542945617,-35178733901,0,-5635788284,-6457874701,19368880578,0,12911005877,0.3110697745,0.5502270989,0.46604914911498135,0.5787709776093949,0.5225006018,2.6347775971,88.81142306159013,168.5037062538,67.4516479139,324.76677722929014,2.1661244617,0.03853831295681077,0.06725708435792291,0.026702819003751394,0.0290492157,0.0334955551,0.0201052213,32060765063.0,3955836939,0.0,1.9074948003,0.0592139258,0.9090848811,-2.8187756697433213,1.5502270988508988,442489265100.0,42752586.0,34.2471556867,0.9925403592,1.3177910998,13.4747128607,64.11215943756011,10427.7875491555,16.9721560068
TLD,2021,4,351957049367,20725284273,6900000000,204701571184,111067402610,8562791300,276488448306,204283828185,60024649819,11892167676,628445497673,172116278593,142743488643,29372789950,456329219080,456329219080,52611998634,4182550446,628445497673,27229194974,21000000000,111067402610,9000000,399563720000,399563720000,29372789950,8200266060,93938852632,0,11892167676,0.8437520976237078,158607028812,6408156903,1.111326972387983,248846929,-1558077004,158607028812,0,158607028812,-145988239049,12618789763,-1558077004,17356294,-290443023,-4210429165,6826043794,-633680,-241592089,-242225769,6583818025,-175661122,0,6408156903,0,6408156903,6583818025,5716379440,218176006,0,-487022932,1557226070,13588576609,-48945702065,106625921392,-88705700450,93049443,-1557226070,-120000000,0,-19021081141,-304000000,0,0,14000000000,0,0,248846929,13944846929,0,62526469845,-49635957237,0,12890512608,7814278396,12911005877,0,20725284273,0.3204955667,0.3710546503,0.44766764792500957,0.5869838687660658,0.6609642588,2.6838932428,65.99667365756882,111.8938685657,37.2994093868,215.18995161006882,3.2620196681,0.05118258399898737,0.0795600917406838,0.04040272963309661,0.0406572923,0.0409815848,0.0291383708,40137285153.0,8117917575,0.0,2.4006095915,0.1508546391,1.6456312885,-5.21021589700582,1.3771756692240782,358266670680.0,42752586.0,20.5006253417,0.790174016,0.8652624388,14.0930759839,149.88934009746217,10605.2588798488,11.4586153541
TLD,2022,1,390151251123,14624575571,0,236262490154,130449879757,8814305641,272430476028,208478498375,60027742854,3552065197,662581727151,198098467055,174775892111,23322574944,464483260096,464483260096,32472440172,4123292157,662581727151,27454479186,33000000000,130449879757,399717767,427525860000,427525860000,23322574944,3191828816,90252579014,0,3552065197,1.7761229395776839,133984207372,6949165769,4.028873624360066,660607351,-1595705953,133984207372,-32073159,133952134213,-122192103823,11760030390,-1605213212,2866047,-392126460,-3212351410,7213812706,6995,-83049089,-83042094,7130770612,-181604843,0,6949165769,0,6949165769,7130770612,5452054863,0,0,-660607350,1595705953,13517924078,-20021006635,-19888134775,38044245775,-73324659,-1563883491,-124611603,0,9891208690,-2032449145,0,-26659400000,20459400000,0,0,660607350,-7571841795,0,36742165668,-46478654292,-50000000,-9786488624,-7467121729,22091697300,0,14624575571,0.2947312436,0.4264921561,0.44883963812153616,0.5974725474250796,0.7538749052,2.6856004678,75.95017664558358,114.9993188212,55.2893801024,246.2388755691836,3.1739318436,0.06088408048080586,0.087792781048939,0.05187797723289717,0.0480992271,0.0476658761,0.033357371,46995536423.0,8155552520,0.0,2.2322944338,0.0836761603,1.4859107182,-5.110936952179184,1.4264921560661987,259080671160.0,42752586.0,11.851378608,0.5627784543,0.5243984515,7.8141575214,162.54375276854597,10768.002851079,7.7061476316
TLD,2022,2,468766983013,12700509294,0,223264184883,223301216104,9501072732,267413754755,203498113583,60037272742,3656179955,736180737768,269346067269,231642902325,37703164944,466834670499,466834670499,34460623521,4121544409,736180737768,23014374603,33000000000,223301216104,764692569,427525860000,427525860000,37703164944,3368634987,148119657039,0,3506236524,0.2403020465308249,122600205575,3091667612,-0.46348699138020083,422820258,-1821920574,122600205575,-15530000,122584675575,-114851235880,7733439695,-1821920574,8135534,-1665962857,-1567029507,3109482549,104829,-81816064,-81711235,3027771314,70021594,-5726551,3092066357,398745,3091667612,3027771314,5398472902,0,0,-422820259,1821920574,9825344531,12255235509,-92851336347,-1841411053,-227457898,-1853743036,-57453835,0,-74750822129,106267569,0,1659400000,-1659400000,0,0,422820259,529087828,0,144350760937,-72103092912,50000000,72297668025,-1924066276,14624575571,0,12700509295,0.4788118815,0.5769624329,0.4359104549057607,0.6004972057587984,0.7601367431,2.5075926356,68.00246076424621,130.0803949721,59.0058856245,257.08874136084626,2.8059570397,0.03671296848394828,0.06308651272049508,0.025220669692179017,0.0417719614,0.0378908611,0.0281715889,45904178086.0,4500447331,0.0,2.02366219,0.0548279665,1.0596731626,-2.470166589709964,1.576962432933903,376753033440.0,74752586.0,12.769237128,0.481342424,0.7276164522,-7.8377275147,41.35867101641139,10470.71637214,12.0685504814
TLD,2022,3,780899472223,10864911024,0,510330553994,250712082199,8991925006,261428830699,198422790033,60039896744,2869518447,1042328302922,253334491795,212611916851,40722574944,788993811127,788993811127,36614639573,4126668985,1042328302922,172584420478,34000000000,250712082199,764692569,747525860000,747525860000,40722574944,1306269787,113989754284,0,2869518447,0.5682761643591374,160978628942,2119386917,-0.2267722092511209,462095173,-1809177303,160978628942,-47603159,160931025783,-152344028824,8586996959,-1810911297,4018357,-3337737246,-1566590560,2337871386,31895364,-174941806,-143046442,2194824944,-81164578,5726551,2119386917,0,2119386917,2242428102,5531857550,0,0,-477104109,1809177303,9106358846,-285192734061,-27410866095,14995919784,654389097,-1809177303,-64294114,0,-289720403846,-466785842,0,-16000000000,15000000000,0,0,462084172,-1004701670,320000000000,96365512881,-127476005636,0,288889507245,-1835598271,12700509295,0,10864911024,0.2477014413,0.3210855247,0.25148839855863075,1.0148958697440267,0.7506995384,2.8284606485,65.36846897994658,121.9558092715,49.7098011834,237.03407943484657,2.9928873596,0.02288352500757514,0.053358244112472995,0.01316953587220521,0.0341229951,0.0259154683,0.0241969804,46555351334.0,3682669153,0.0,3.6728866556,0.0511020792,2.4936861389,-2.035549056962716,1.3210855246546696,231733016600.0,74752586.0,7.9240883278,0.295251265,0.4022619818,-0.3938357292,28.352021386925664,10499.5316435207,8.1560356202
TLD,2022,4,782078712367,18677403668,0,494198693628,260519742552,8682872519,257375889776,193735447476,60075963990,3564478310,1039454602143,248117646723,207395071779,40722574944,791336955420,791336955420,38976222534,4108230317,1039454602143,172747012892,40300000000,260519742552,764692569,747525860000,747525860000,40722574944,12318646387,113006770742,0,3564478310,-0.24244037761137807,120154280855,2295541134,-0.641778257188844,141887366,-2213122319,120154280855,-47603159,120106677696,-110088427015,10018250681,-2212683961,36067246,-3248204261,-1601715999,3133601072,32345394,-563908894,-531563500,2602037572,-306496438,0,2295541134,0,2295541134,2649640731,5434643768,0,0,-177965612,2213122319,10119441206,27859202831,-9807660353,-3198315129,-585125547,-2213122319,-531607423,0,21642813266,-889235446,0,-12300000000,200000000,0,0,141898366,-12847337080,0,-46275305689,45292322147,0,-982983542,7812492644,10864911024,0,18677403668,0.2369015153,0.3149896537,0.2448204221337994,1.017909895242887,0.645091755,2.6494796085,67.9488231008463,135.8067029913,42.7446354819,246.50016157404627,2.6876434812,0.043031166294362704,0.08341127132295696,0.019112518787758045,0.0219124528,0.0213705881,0.0164071339,41908284301.0,5168330421,0.0,3.6292269722,0.0898292555,2.4174812717,-2.335311689114098,1.3135423475721695,234723120040.0,74752586.0,13.4203775806,0.2985106819,0.4366255605,-0.5425531871,30.70851801702218,10518.8865594697,9.131779399
TLD,2023,1,852638913193,163185919912,0,238339489588,441296858967,9816644726,191772923690,188372267258,0,3400656432,1044411836883,252696438641,219172683697,33523754944,791715398242,791715398242,39387277978,4108817695,1044411836883,92914307943,27500000000,441296858967,764692569,747525860000,747525860000,33523754944,14153769409,132205628955,0,3400656432,-0.3923290037239509,81418316779,1363875168,-0.80373541035901,523138728,-2162124774,81418316779,0,81418316779,-76749339038,4668977741,-2162124774,0,-74244228,-1420728095,1535019372,11907,-83540662,-83528755,1451490617,-84664322,0,1366826295,2951127,1363875168,1451490617,5449078484,0,0,-523138728,2162124774,8848223322,241329184912,-180223539412,-8232049627,-613713902,-2162124774,-132301424,0,58813679095,0,0,-32500000000,45300000000,0,60000000000,218288728,73018288728,0,65846064900,-53846026687,0,12000038213,143832006036,19353913876,0,163185919912,0.2516726835,0.3191758544,0.23792927063977745,1.0183966925428982,0.5023237108,2.4746070971,81.41377195551532,236.3142570924,65.013431408,382.74146045591533,1.5445534454,0.0389839233180839,0.05734554490574112,0.0167514537509056,0.0125714596,0.0172599534,0.0091865443,38339505027.0,3174005418,0.0,3.890260861,0.7445540984,1.876794349,-1.4680028905676838,1.31917585435639,341619318020.0,74752586.0,32.7876102389,0.4337436056,0.7043106299,-1.0240368045,18.245190447324457,10536.1783811332,9.0838835675
TLD,2023,2,810903681496,12342646854,3911937286,320975164868,464880782416,8793150072,186346162823,182988311761,0,3357851062,997249844319,204493686385,162545152441,41948533944,792756157934,792756157934,40438889525,4097965840,997249844319,92433128757,120000000000,464880782416,764692569,747525860000,747525860000,41948533944,10603976726,120722078914,0,3219360733,-0.32175262658812226,83153267411,980344765,-0.6829074505956302,2419635514,-3290858546,83153267411,0,83153267411,-77599440724,5553826687,-3376816024,8599133,-1497609434,-1598899840,1508736036,1382,-213400444,-213399062,1295336974,-326209074,-5726551,963401349,-16943416,980344765,1295336974,5383955497,0,0,-2333678036,3290858546,7327804806,10790923410,-23583923449,-45426697286,1047266718,-3290858546,-43395898,0,-53178880245,0,0,-108508500000,12500000000,0,0,1402878228,-94605621772,0,116819723015,-119878494056,0,-3058771041,-150843273058,163185919912,0,12342646854,0.2581110784,0.2579528198,0.23082546875181068,1.019735439055115,0.4322689716,2.3345032396,94.63969755488317,310.327343788,60.1435507503,465.1105920931832,1.176177373,0.02955166392745899,0.0667902399980173,0.011789612068452698,0.0085875143,0.0151579617,0.0065567977,36281857704.0,2457317413,0.0,4.9887903104,0.0759336509,2.1287801813,-0.7467101300925987,1.257952819840505,418614481600.0,74752586.0,59.4290934459,0.5307932965,0.9394204591,-1.5305813298,13.114526432570507,10550.2462763496,15.7941309984
TLD,2023,3,808528530603,22434535805,0,295941469352,481136067819,9016457627,180941615521,177589431940,0,3352183581,989470146124,196300700847,150752756903,45547943944,793169445277,793169445277,40856151203,4093991505,989470146124,95725577450,101500000000,481136067819,764692569,747525860000,747525860000,45547943944,19264144226,114083371017,0,3207774691,-0.7969415790230305,32688066204,545842353,-0.742452711856577,1813939252,-3304134486,32688066204,0,32688066204,-28922176511,3765889693,-3304134486,0,-157301778,-1394381131,724011550,82798,-40650495,-40567697,683443853,-137601500,0,545842353,0,545842353,551253853,5398879821,0,0,-1908495863,3304134486,7345772297,7670058224,-16255285403,-5218943557,-373588578,-3304134486,43395898,0,-10092725605,0,0,-47479970069,66016150000,0,0,3135546538,21671726469,0,-20693608742,17654310845,0,-3039297897,8539702967,12342646854,0,20882349821,0.258682757,0.2474889849,0.22389847843669788,1.0202670574423733,0.3118630041,1.7092906532,123.32516338499276,512.5617622564,60.5433801093,696.4303057506927,0.7121093044,0.06773746633347953,0.11520686691888712,0.016698520787173574,0.0065795274,0.0136585324,0.0050956819,34680417606.0,2214206784,0.0,5.3632752542,0.1488167531,2.1717179142,-0.6701321612004143,1.247488984876927,406587291880.0,77741356.0,78.4069391639,0.5152704851,1.2811292689,23.6595855096,7.021261026113308,10150.0088803699,15.7979084556
TLD,2023,4,740731377791,16851061122,0,214430946700,500690410527,8758959442,271814859980,172613013009,96000000000,3201846971,1012546237771,215305195155,169757251211,45547943944,797241042616,797241042616,44923585338,4098154709,1012546237771,63241179030,51280000000,500690410527,764692569,747525860000,747525860000,45547943944,19102223739,123669667701,0,3057438081,0.10147209909827062,132346587949,4351463254,0.8956154562203545,1795943041,-2257816972,132346587949,-44373636,132302214313,-124453180466,7849033847,-2171859494,0,-1232857186,-1541066201,4699194007,300000,-43213605,-42913605,4656280402,-304817148,0,4351463254,0,4351463254,4647681269,5309788935,0,0,-1787343908,2257816972,10427943268,29186833576,-19554342708,9433477579,311426768,-2257816972,-320000000,0,27227521511,-333370004,0,-37879146598,91571466667,-96000000000,0,1795943041,-40845106894,0,181275387808,-171689091124,0,9586296684,-4031288699,20882349821,0,16851061122,0.2550619443,0.2704658829,0.21651295377694318,1.025504420859343,0.3213113771,1.7971252433,115.2696774312093,451.5188944351,62.2402419889,629.0288138552094,0.8083825605,0.038359981247126564,0.05932654935336751,0.03289032822765405,0.0062961703,0.012267659,0.0048456888,33317412568.0,5075110460,0.0,4.0692301622,0.0435932402,1.313307461,-2.247795336352888,1.2700628588419327,345949034200.0,77741356.0,69.6578888644,0.4372015859,1.0505088606,15.8411890751,55.973596009825194,10178.3711300714,14.6241789895
TLD,2024,1,807459679095,17645088786,10299852629,277156222856,495551192272,6807322552,264150819725,165097957769,95997207766,3055654190,1071610498820,266640430131,233037353407,33603076724,804970068689,804970068689,45643851691,11106914429,1071610498820,81491232829,78000000000,495551192272,764692569,747525860000,747525860000,33603076724,12418771820,143784671129,0,2925753688,0.3610724424185409,110816227276,2632545663,0.9301954641936849,845694451,-2871585428,110816227276,0,110816227276,-102963315789,7852911487,-2871585428,-2792234,-1605452269,-1186095838,3032680169,0,-98341042,-98341042,2934339127,-281704250,0,2652634877,20089214,2632545663,2934339127,5296020737,0,0,-766602203,2871585428,10270343089,-35202587139,4655770728,50417866092,306006488,-2871585428,-304899410,0,27270914420,0,2200000000,-65000000000,36280000000,0,0,845694451,-25674305549,0,49118881669,-40982685461,0,8136196208,9732805079,7912283707,0,17645088786,0.2621101489,0.3312426642,0.20509825668162274,1.0354463957240467,0.3527100419,2.0562255569,107.8427934353917,530.7303260089,39.1231964507,677.6963158949917,0.6877315693,0.04567348577383092,0.0708642739428537,0.023755958199545592,0.0107562667,0.0150739352,0.0083620277,36196643027.0,5061363380,0.0,3.4649367035,0.0757178561,1.3384484601,-1.762567580489895,1.3312426641716744,394926088480.0,77741356.0,46.4062269372,0.4974737603,1.1001959433,-45.015210252,33.86287297329879,10211.5938685196,15.6306114231
