ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
VSC,2015,3,536526719498,286103047725,52426484011,137520304441,9687686271,50789197050,1308823593552,384929038230,106389314915,485723416266,1845350313050,479851225058,244160198984,235691026074,1365499087992,1365499087992,0,220477692091,157155664142,1845350313050,41856218780,9687686271,1477930876,537563420513,414160420000,414160420000,235256026074,2922724814,0,0,485723416266,310000000,0,0,0.16185345750906147,244467654046,89317186632,0.8236331394006035,4645712473,-93458998,244467654046,0,244467654046,-131195297644,113272356402,-350407560,0,-2001338819,-8731173631,106835148865,3525741384,0,-498153,3525243231,110360392096,-21290162960,0,89070229136,-246957496,89317186632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16424762952,-265656410276,-13672545454,-103876735989,8277500000,0,155000000,-2116710992,-376889902711,0,305758426074,-3893101980,0,15697435325,317562759419,-42902380340,329001027287,4400778,286103047725,0.0,0.0,0.2818962250615983,0.36474551048782006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4194413545307131,0.4633429188987359,0.36535380101939263,0.0,0.0,0.0,0.0,102539843952,0.0272108844,0.0,0.0,0.0,-1097.163955813008,1.3514108718766213,3044079087000,41416042,9.753910845,2.5192168277,3.2358485075,-255.659945538,2156.5843165795513,29175.7339788771,6.8551748698
VSC,2015,4,585876092207,332397641629,78525947673,92980974388,9960417201,72011111316,1638136117093,958833168642,108889668002,487426382813,2224012209300,792839839659,374986497931,417853341728,1431172369641,1431172369641,0,274832862734,168473265389,2224012209300,4145522828,9960417201,0,537563930272,414160420000,414160420000,417576841728,1095259374,7012140000,0,487426382813,310000000,0,291066000,-0.052970590294994374,230867549316,51660775520,-0.3982938705907057,3526475931,-657189787,230867549316,0,230867549316,-150061447087,80806102229,-749524302,0,-2268378559,-15277641537,66037033762,899432473,0,-303557012,595875461,66632909223,-17196678875,0,49436230348,-2224545172,51660775520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205743457643,29739604044,25038163416,73754772327,-8277500000,0,32649600,7924847522,128212536909,19981617716,-250778685717,0,0,-57065491875,-287862559876,46093434676,286103047725,201159228,332397641629,0.0,0.0,0.6699634432451466,0.38228783977322434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2740102813081485,0.3500106553233977,0.22376802488291372,0.0,0.0,0.0,0.0,63260082133,0.0347826087,0.0,0.0,0.0,-96.25846807780657,1.5539792805375907,2381422415000,41416042,8.5276683735,1.8859777496,2.5666781606,7.4394690172,1247.3614818142207,30488.1645680193,5.6634304029
VSC,2016,1,722741674579,477605889747,41461936009,109327025982,12773972193,81572850648,1674122030117,939139974384,108889668002,476071707034,2396863704696,800082793231,206179740072,593903053159,1596780911465,1596780911465,0,319319619468,289595050479,2396863704696,5855912140,12773972193,0,537563930272,414160420000,414160420000,593312493159,1411725782,6981900000,0,476071707034,310000000,0,291066000,-0.008287580984686956,224952658058,46670756734,-0.18680139049207056,5199664465,-13469223414,224952658058,0,224952658058,-149804470987,75148187071,-13520323968,0,-2598970198,-11010800393,53217756977,442558144,0,0,442558144,53660315121,-10867773297,0,42792541824,-3878214910,46670756734,51514033725,38830206999,0,-19818197,-4132379680,13469223414,99661266261,-27153612352,-2813554992,-148259607635,10822684695,-2310526889,-16671467243,60282794121,-20268467510,-46710491544,-67624113754,360000000,-87400000000,52984375196,0,0,5134504269,-96545234289,125000000000,165628155754,0,0,-2184000000,288444155754,145188429921,332397641629,19818197,477605889747,0.7475082384,0.5010598433,0.5881457923506653,0.4265243922981809,0.4592685955,1.3943337095,34.15519827729926,6.7532038083,68.0940781907,109.00248027629927,54.0484206256,0.2735616329731628,0.33406223211474295,0.20746923880297866,0.18660474,0.0,0.1319548685,350399622031.0,61538416480,0.0307692308,3.5053961865,2.3164540298,3.4434406704,-4.568816968024791,1.5010598432673818,2961214230000,45557142,11.1147593272,2.0594184885,3.1980528561,13.521092554,1024.4443502184574,31562.3076919325,8.1320476275
VSC,2016,2,574863419688,322055717611,21517513066,124569170543,13442549804,93278468664,1748311640112,1092392260988,112886879504,472282784835,2323175059800,894973252292,277614246730,617359005562,1428201807508,1428201807508,0,177669451988,160223924402,2323175059800,5869478209,13442549804,0,598595119872,455571420000,455571420000,616769245562,1484311167,36330160000,0,472282784835,310000000,0,291066000,0.23270821268666508,278166778457,77902936120,-0.006197896923613228,6346474022,-5589295429,278166778457,0,278166778457,-173637201647,104529576810,-5700500556,9204858574,-2813867984,-13589123168,97977417698,1629693547,0,-1571131585,58561962,98035979660,-12201169617,0,85834810043,7931873923,77902936120,100182261056,47183553056,35018500,62922646,-14921263095,5589295429,138131787592,-4828833603,-668577611,67096976004,-4168461919,-6972266094,-9847572563,-41563482855,7008932315,144188501266,-238355595684,0,55882486934,35541572477,-183600000000,128061716000,6500211004,-195969609269,-125000000000,63596768080,-714500000,0,-41491023750,-103608755670,-155389863673,477605889747,-160308463,322055717611,0.8891381066999999,0.626643411,0.7648724817776713,0.38149435758699296,0.4452884141,1.159548782,34.997513814157074,6.9210484993,64.8004277492,106.71899006265707,52.7376740729,0.3168120440077028,0.3757802329589065,0.2800583755980138,0.1824578698,0.0,0.1208508504,401478688278.0,88126585658,0.032,2.0707273725,1.1600835382,2.0223056867,-15.767029454330888,1.6266434110271821,2847321375000,45557142,10.7167333255,2.245560757,2.9100187775,8.9031122564,1710.004901536624,27832.6915921547,7.9166470245
VSC,2016,3,584642653923,328545943659,20524053856,120989252847,14118678815,100464724746,1798646410951,1166899156201,112886879504,466277923494,2383289064874,894837280819,282093485257,612743795562,1488451784055,1488451784055,0,235174465170,162968887767,2383289064874,9663279396,14118678815,0,598595119872,455571420000,455571420000,612654745562,1533729468,35405200000,0,466277923494,310000000,0,0,0.15899504400155215,283336799458,58030013182,-0.3502928678095043,2502133074,-14701605628,283336799458,0,283336799458,-183442129114,99894670344,-14708978404,0,-2596690424,-13176357162,71914777428,23088409,0,-67838197,-44749788,71870027640,-11095051093,0,60774976547,2744963365,58030013182,71870027640,37051691980,0,-17770591,-2484038597,14701605628,121121516060,4230214996,-676129011,58675277466,5419304049,-9638061829,-12201169617,0,-8100740675,158830211439,-93682390160,10000000,-8482486934,9475946144,0,0,2474038597,-90204892353,0,-60149840000,-2000000000,0,0,-62149840000,6475479086,322055717611,14746962,328545943659,0.8469973328,0.6011866091,0.7839683950137828,0.3975880398499601,0.4362760577,0.9788395908,34.83599299497787,6.9860846879,59.2896286924,101.11170637527788,52.2467184847,0.296896212983692,0.3525651116801287,0.20480930572028286,0.1576316056,0.0,0.1004635751,420112159064.0,84121622758,0.034904014,2.0725138455,1.1646704402,2.0224642004,-5.721934385029744,1.6011866090691822,2610424236600,45557142,11.1430645366,1.9694137464,2.5659718905,5.6496369483,1273.7851988608065,29094.9528020875,6.9741810021
VSC,2016,4,605005169022,331452487098,32327019444,130269427359,9263495588,101692739533,1792432728397,1215129401911,104799316472,461353222423,2397437897419,881947253829,296567008267,585380245562,1515490643590,1515490643590,0,258295915770,166886296702,2397437897419,6230265391,9263495588,0,598595119872,455571420000,455571420000,585340245562,1454857421,57689480000,0,461353222423,155000000,0,0,0.2808977097480093,295717715174,68678592599,0.3294146653375675,3407272071,-9751374952,295717715174,0,295717715174,-179459762240,116257952934,-9882848210,-3523563032,-3057951982,-15662889713,87537972068,-1258680844,0,1375062266,116381422,87654353490,-15058351955,0,72596001535,3917408936,68678592599,87654353490,44902789298,-4100693463,-222522326,463451830,9751374952,138448753781,-9077170299,4855183227,-26846385098,1974256973,-14822927727,-11421121765,-18719311266,-3235851115,61155426711,-60983547118,99806865,40000000000,-51802965588,0,160000000,7364304337,-65162401504,0,68915954035,-16835794035,0,-45510503650,6569656350,2562681557,328545943659,343861882,331452487098,0.8105427614,0.5819549316,0.8018059412313603,0.40481052920262955,0.4683265755,0.9955773534,32.84991823083764,5.1116733194,70.973165829,108.93475737923762,71.4051891018,0.32983181674323864,0.39313827670281415,0.23224375502356898,0.1705538078,0.0,0.1087460831,508767371869.0,97537111239,0.042662116,2.0400285674,1.1176310171,2.0087928085,-10.002395735895194,1.5819549315987738,2669648521200,45557142,10.6241010039,1.9795639302,2.4669310496,8.5152871126,1507.5263632428916,29602.4791653524,5.8597031266
VSC,2017,1,639129284776,246414251202,11341366107,272561564753,9216242836,99595859878,1755346023971,1184728601003,106801816472,459291361327,2394475308747,798593163709,214627418147,583965745562,1595882145038,1595882145038,0,301771655957,203802057963,2394475308747,123603153682,9216242836,0,598595119872,455571420000,455571420000,583925745562,3158704132,20928160000,0,459268361327,155000000,0,0,0.19829474448129839,269559587908,45370740187,-0.027855056098821045,1792145177,-14530909937,269559587908,0,269559587908,-184381047832,85178540076,-14538299208,0,-3107012714,-12379032776,56946340555,12957546,0,-389796,12567750,56958908305,-8672406857,0,48286501448,2915761261,45370740187,56958908305,46539699558,0,-62434466,-1721368463,14530909937,116245714871,-142292137394,47252752,-26357134326,2339785321,-13415470631,-15080034464,0,-13308528568,-91820552439,-9790280453,0,0,20985653337,-2002500000,0,1721368463,10914241347,34000000000,0,-38175820000,0,0,-4175820000,-85082131092,331452487098,43895196,246414251202,0.7449044121999999,0.5004086086,0.742365972754705,0.4262843181581773,0.4745151058,0.9673704613,37.47561379428227,5.82760559,36.1196644121,79.42288379638227,62.6329277715,0.25854207274491703,0.315991505763361,0.16831432537463634,0.1658800186,0.154256488,0.1052736792,515155548133.0,69692494586,0.0434782609,2.9778547881,1.1481023875,2.9349141288,-4.796154878679846,1.500408608613128,2619535665000,45557142,10.4788853159,1.8817420702,2.3247959822,9.6181427022,995.9083953730021,30556.791448309,5.7807303642
VSC,2017,2,574577303610,274189615497,68355135102,185447336255,9831130843,36754085913,1920417620285,1161354287250,106801816472,591442600676,2494994923895,899013914747,327819336449,571194578298,1595981009148,1595981009148,0,247430189197,210256034114,2494994923895,38483791724,9831130843,0,646581474591,455571420000,455571420000,571159578298,1848829432,59558000000,0,591419600676,155000000,0,0,0.21255976800673224,337293844353,63340640860,-0.18692870879177848,2788094211,-10757003573,337293844353,0,337293844353,-232927208901,104366635452,-10826741400,2641800000,-4049252331,-16109141701,78811394231,111791521,0,-787431553,-675640032,78135754199,-8341137188,0,69794617011,6453976151,63340640860,78135754199,47500374609,0,-41048592,-2014723142,10757003573,134337360647,87111485318,-614888007,73538280373,2886385088,-13146514072,-8650713349,0,-5243559000,270217836998,-216891397924,2863636364,-36028115658,-20985653337,0,0,2736092767,-268305437788,0,38948332736,-13084660000,0,-40411575,25823261161,27735660371,246414251202,39703924,274189615497,0.7530648233,0.5632986292,0.7276742521328486,0.426310726260964,0.4905413708,1.0032825667,37.3152812724257,4.9623761905,34.3605853732,76.6382428361257,73.5534723659,0.2496583997301492,0.30942348103683004,0.1877906813908821,0.1519866844,0.1506982004,0.0973796013,511554025448.0,84208241420,0.0478011472,1.7527254793,0.8364046443,1.7227360011,-7.828224732709216,1.5632986292405386,2382638526600,45557142,10.1207996768,1.7194166011,2.0091260311,5.9807747541,1390.3558932647707,30417.2938467914,5.3545986409
VSC,2017,3,654259944637,325174281251,69369268933,192435364748,12759465525,54521564180,1925006137289,1209088993377,109021816472,587459299780,2579266081926,912451234239,326840260956,585610973283,1666814847687,1666814847687,0,310821047330,217699014520,2579266081926,19463016659,12759465525,0,646581474591,455571420000,455571420000,585575973283,2062109699,34558000000,0,587406299780,155000000,0,0,0.24116350348317134,351667294681,63390858133,0.09238055718144916,1944521405,-12500184254,351667294681,0,351667294681,-238522545238,113144749443,-12505659457,0,-3715254586,-17662702896,81205653909,8116371791,0,-8147295181,-30923390,81174730519,-9059891980,0,72114838539,8723980406,63390858133,81174730519,50812263261,0,-31320345,-4586321405,12500184254,139869536284,-6965028493,-2928334682,14025541755,-989645109,-12681907140,-8341148187,0,-7419123463,114569890965,-61092173455,7988087284,-1014133831,0,-2220000000,0,4586321405,-51751898597,0,20130894985,-30714500000,0,-1281000000,-11864605015,50953387353,274189615497,31278401,325174281251,0.7233616548999999,0.54742207,0.7253889027055551,0.44523151853751713,0.5085004238,1.0517058505,39.41816151230284,4.4866639351,33.6977930568,77.60261850420284,81.3522040608,0.26094775757934024,0.32173804944140294,0.18025804245032884,0.1510978734,0.1500709749,0.097618723,532959765932.0,91766791961,0.0602409639,2.0017728009,0.9949027709,1.9627339583,-7.341235144724772,1.547422070006868,2079660616000,50112304,8.6371518889,1.3046723731,1.6581062629,5.8727135825,1264.9759255331785,31808.7520320524,4.4555339067
VSC,2017,4,492369580154,212263826089,49155299613,155425057342,13369558391,62155838719,1986632759358,1201903531492,112231665142,597590457409,2479002339512,769456660980,369161250744,400295410236,1709545678532,1709545678532,0,284888612943,240904659752,2479002339512,9394685544,13369558391,0,646581474591,501123040000,501123040000,400265410236,1633659247,119518000000,0,597590457409,155000000,53000000,53000000,0.16449560298535976,344361979045,65179327612,-0.05095132055823391,3936051720,-11840637489,344361979045,0,344361979045,-239288482992,105073496053,-12038540706,3209848670,-3990136236,-14730548696,81460170805,-6950648284,0,7708393499,757745215,82217916020,-8582943175,0,73634972845,8455645233,65179327612,82214916020,52016003952,0,-860964,-7979863231,11840637489,138090833266,73530829950,-192873138,-48073447266,-16214564675,-2326733207,-8772829539,0,-1840340229,134200875162,-96732186288,1917272729,20213969320,0,0,0,3799388390,-70801555849,14750000000,18363936953,-118714500000,0,-90738714800,-176339277847,-112939958534,325174281251,29503372,212263826089,0.5381832331,0.4500942389,0.7030543533204002,0.4566455713532152,0.5343581148,1.0780843637,33.64172157609274,4.6145049275,33.4437548648,71.69998136839274,79.0984094143,0.2507617459990138,0.3051251370560551,0.18927562152116276,0.1471478415,0.1489315062,0.0973163026,529457120691.0,86352811121,0.0609756098,1.3337520641,0.5749894542,1.2975360247,-7.292919084907558,1.4500942388627711,1643683571200,50112304,6.9272315381,1.1191867517,1.2615744792,3.8427211098,1300.6651542503414,29306.9945213455,3.6615680241
VSC,2018,1,523289582750,238737048891,4404993916,190829627535,17548763221,71769149187,1968721861855,1260990513635,112231665142,590585529073,2492011444605,708525433636,342862258932,365663174704,1783486010969,1783486010969,0,348637638769,251095966363,2492011444605,5583988397,17548763221,0,646581474591,501123040000,501123040000,365633174704,1564445806,111901000000,0,590585529073,155000000,53000000,53000000,0.35989541415648096,366572847438,63749025826,0.40506911642287685,1552652459,-10560579866,366572847438,0,366572847438,-257605561814,108967285624,-10571479495,0,-4402955750,-14231853978,81313648860,416467724,0,-8613,416459111,81730107971,-7789775534,0,73940332437,10191306611,63749025826,81730107971,54894685067,0,-55381842,-1874102710,10560579866,145255888352,-42502491421,-4179204830,-4537818949,3039300074,-11160750009,-8582943175,0,-12482338479,64849641563,-42538476878,376832093,0,44750305697,0,0,1497270617,4085931529,0,8082264468,-50331500000,0,-268496600,-42517732132,26417840960,212263826089,55381842,238737048891,0.4727636461,0.3972699698,0.7070369522830634,0.4763961552514673,0.5574346127,1.1585336352,38.195299000818764,5.0423091169,35.5137127304,78.75132084811877,72.3874700144,0.24642435065046195,0.29725956623786787,0.17390547682826438,0.1513714497,0.1559739814,0.1018030299,557883647287.0,90332475896,0.0563380282,1.5262385087,0.6963060024,1.4750553797,-8.553742033316487,1.3972699697549327,1778986792000,50112304,6.9584128094,1.1609229636,1.270799285,3.0470542281,1272.1232259845806,30579.1177473301,3.6168543882
VSC,2018,2,568201105990,251086942664,3856217217,216446552892,21132774429,75678618788,1939865655752,1229325100489,112231665142,586966611918,2508066761742,690664104149,280629145745,410034958404,1817402657593,1817402657593,0,282432151712,273064922102,2508066761742,7183488978,21132774429,0,724734652533,501123040000,501123040000,410004958404,1457279864,26517999780,0,586966611918,155000000,53000000,53000000,0.2734502606767767,429526934016,86788994885,0.37019445503917814,1898851449,-9046412910,429526934016,0,429526934016,-285431558542,144095375474,-9061209783,0,-8351124659,-16589241504,111992650977,730048127,0,-35372799,694675328,112687326305,-9661875681,0,103025450624,16236455739,86788994885,112687326305,56051966127,78343595,-114647521,-2368010621,9046412910,175381390795,-35545511221,-3584011208,24481064993,-851230604,-9372372535,-7788745661,0,-10370028626,132350555933,-38658125905,1627545087,45299082396,-44750305697,0,0,1675364658,-34806439461,6800000000,8390283480,-49401500000,0,-51097653700,-85308870220,12235246252,238737048891,114647521,251086942664,0.0,0.0,0.6764186765948388,0.4854558058185707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2774098662380074,0.33547459789479095,0.20205716571377358,0.0,0.0,0.0,0.0,119155009311,0.05,0.0,0.0,0.0,-13.17152008165411,1.3800281138928936,2004492160000,50112304,7.1817743572,1.2979623006,1.3433772052,4.4946696613,1731.8899343562412,30817.5360584299,3.6414926804
VSC,2018,3,562175898323,238259920395,3300000000,217463526428,21710838617,81441612883,1926019569576,1230072595600,112231665142,580568128311,2488195467899,637183940378,290860482194,346323458184,1851011527521,1851011527521,0,304557467088,284548476654,2488195467899,3407215462,21710838617,0,724734652533,501123040000,501123040000,346293458184,1522118416,9528000000,0,580568128311,155000000,53000000,53000000,0.273462741467712,447835197169,72237619376,0.13955894435817007,2666087769,-8237320957,447835197169,0,447835197169,-326533625028,121301572141,-8249679521,885100000,-7478065516,-16570813827,92554201046,1254215366,0,-658735124,595480242,93149681288,-9428507360,0,83721173928,11483554552,72237619376,93149681288,57394388091,0,-42883139,-4498347454,8237320957,154240159743,-3354584203,-578064188,14216347208,2937374842,-9502440730,-7844965674,0,-4685772321,145428054677,-32631510743,1199999998,-45299082396,45855299613,0,0,3338268043,-27537025485,0,0,-80701500000,0,-50059434600,-130760934600,-12869905408,251086942664,42883139,238259920395,0.3793141782,0.3442355333,0.6645407536966539,0.49443324456357474,0.6374046251,1.2906971315,38.27828022128288,6.070000921,35.7660464733,80.11432761558288,60.1317865925,0.21716178945465883,0.2708620780765124,0.16130402396384136,0.1608362181,0.1781253913,0.1155601459,613450032363.0,97252692798,0.04784689,1.9328026072,0.819155351,1.8581591271,-11.806349820004955,1.344235533330989,2094694307200,50112304,7.2743815602,1.3372127137,1.318830397,4.3929663419,1441.514630339088,31259.050688769,4.0701021924
VSC,2018,4,603188940958,279499935132,3300000000,201087531144,20523627223,98777847459,1885893768879,1189337344800,111969282420,576903947356,2489082709837,544513132816,271451674632,273061458184,1944569577021,1944569577021,0,382190432010,300473561232,2489082709837,5118028409,20523627223,0,724734652533,501123040000,501123040000,273031458184,1280768926,14088500000,0,576903947356,155000000,53000000,53000000,0.3082895147292872,450525166456,77632964922,0.19106728722539312,2533402095,-6864013205,450525166456,0,450525166456,-328901688326,121623478130,-7015525410,5969917278,-6402990806,-15795367132,100912914155,-322078370,0,7207749,-314870621,100598043534,-7039994034,0,93558049500,15925084578,77632964922,100598043534,55389315570,208551700,15398742,-6371940149,6864013205,156703382602,12285962404,1187211394,-9713514491,28713343008,-7721819784,-9037462600,0,-4285994837,168131107696,-63889050744,-2309063561,0,0,0,0,8008487308,-58189626997,0,0,-68701500000,0,-64943900,-68766443900,41175036799,238259920395,64977938,279499935132,0.2880593335,0.2800173052,0.6116198457768817,0.5194240181387543,0.682138139,1.4172224654,32.79497811029948,5.1611586554,30.2095435418,68.16568030749949,70.7205541172,0.22068716154996468,0.26995934341856176,0.17231660005297825,0.1644220743,0.1819990154,0.1209353713,633153158684.0,99425120192,0.0518806744,2.2220859082,1.0296489624,2.1464789802,-14.484983816694157,1.2800173052435446,1931829319200,50112304,6.4306723808,1.1750100363,1.1400854277,3.7822690507,1549.1797168615517,32808.2304056305,3.6862160468
VSC,2019,1,677462834184,302182182353,3300000000,232324032229,20673553009,118983066593,1836983110875,1153154851586,111969282420,568809580377,2514445945059,519300053227,294238595043,225061458184,1995145891832,1995145891832,0,422503956920,310736351133,2514445945059,7321759164,20673553009,0,724734652533,501123040000,501123040000,225031458184,1517711828,10387000000,0,568809580377,155000000,53000000,53000000,0.15528969414088412,423497832797,40313524910,-0.3676213183236103,2108786328,-5685511563,423497832797,0,423497832797,-323520918661,99976914136,-5925534506,0,-6387221925,-15623297332,74149646701,256548728,0,-13833290538,-13576741810,60572904891,-9996590080,0,50576314811,10262789901,40313524910,60572904891,53772839398,0,-77240361,-2256088682,5685511563,117697926809,-58414840912,-149925786,34722155358,12888591789,-6808709281,-10195058426,0,-4733173000,85006966551,-12956548373,224545455,0,0,0,0,2031543227,-10700459691,0,0,-51701500000,0,0,-51701500000,22605006860,279499935132,77240361,302182182353,0.230785086,0.2602817445,0.5779802150343704,0.5329337186772279,0.7005687022,1.4589131943,39.08614032836676,6.0651664338,32.6029781085,77.75428487066677,60.179717075,0.18410104808345623,0.23607420485649347,0.09519180923252549,0.14561955,0.1765468982,0.1107915585,616407726366.0,77966394879,0.0700525394,2.302426825,1.026997095,2.2321656378,-13.713171456089782,1.2602817444844416,1573755882900,55122798,5.6819808842,0.9343071533,0.8985778488,2.9642238185,731.3403232905557,30557.4027773227,2.9489061089
VSC,2019,2,679027979927,257366875118,3300000000,299434053404,25294888951,93632162454,1808531137215,1114896888498,114743626727,567259662407,2487559117142,552685165683,337623707499,215061458184,1934873951459,1934873951459,0,272961941371,309101026209,2487559117142,5911963772,25294888951,0,765535112633,551227980000,551227980000,215031458184,1886008248,6685500000,0,567031209366,155000000,53000000,53000000,0.10311978093171238,473819657356,43181840551,-0.5024502748508816,2926111098,-4946027184,473819657356,0,473819657356,-369508230132,104311427224,-5012960077,4638344307,-6854476444,-15577341500,84431104608,660664701,0,-23159848,637504853,85068609461,-30380546875,228453041,54916515627,11734675076,43181840551,85068609461,61671264108,0,-24962033,-7957922831,4946027184,143703015889,-50708982741,-4621335942,35554453448,1786496421,-5452612558,-30018801539,0,-17261696240,72980536738,-22186736661,595999997,0,0,0,0,4587578527,-17003158137,891000000,0,-13701500000,0,-88014397700,-100824897700,-44847519099,302182182353,32211864,257366875118,0.2257244799,0.2856440159,0.5762116377954787,0.5168341695433144,0.7197622557,1.532324295,41.79325262743737,5.968652169,34.3706504315,82.13255522793737,61.1528347888,0.1728075397650303,0.2201500625914863,0.09113560376950702,0.1208273383,0.1653182417,0.0935401648,584751624316.0,81879609280,0.0784313725,2.0111975695,0.7622891089,1.9362772117,-16.55462176691506,1.2856440158627622,1405631349000,55122798,6.0232923888,0.8645926668,0.7827859246,2.9808955324,783.3753386575188,29493.6575108179,2.871445565
VSC,2019,3,637585099218,276170447661,3300000000,231319278783,31558280030,95237092744,1773762343149,1094059958531,114743626727,564832304199,2411347442367,443282922837,282247464653,161035458184,1968064519530,1968064519530,0,292970234708,322283260943,2411347442367,5264405878,31558280030,0,765535152633,551227980000,551227980000,161005458184,1219295134,0,0,564603851158,155000000,53000000,53000000,0.022712913304492943,458006839177,65106571737,-0.09871653718103005,2115805626,-4224790236,458006839177,0,458006839177,-341272310522,116734528655,-4615927045,0,-13114221971,-17803019591,83317165674,2227521088,0,-15286,2227505802,85544671476,-7255865005,0,78288806471,13182234734,65106571737,85544671476,58091572333,0,38042008,-2949946730,4224790236,144949129323,42736182297,-6263391079,-16626869689,-721624372,-4766359850,-7241235466,0,-8645493500,143420337664,-21623195945,834683751,0,0,0,0,2331420912,-18457091282,0,0,-60711500000,0,-45402882000,-106114382000,18848864382,257366875118,-45291839,276170447661,0.163618069,0.2252380033,0.555906550661396,0.5256998735199022,0.7294567272,1.5870545653,41.828045679097826,6.563287637,32.9105026961,81.30183601219782,55.612372973,0.1873711913280738,0.2548750775529077,0.142151964049251,0.1153869105,0.1620841095,0.0913855621,574013402853.0,85817287093,0.0757575758,2.2589577554,0.9784691884,2.1471470787,-20.312792422624792,1.225238003346995,1455241867200,55122798,6.4324374956,0.8842255674,0.8058489207,3.0992995818,1181.1187766085459,29856.634973192,2.8960301805
