Symbol,Year,Quarter,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
DCM,2023,1,12382242818473,2386904287816,6842000000000,814724809820,2244292839964,94320880873,2188802401024,1878178020105,287566237102,14571045219497,3760418031622,3045253342146,715164689476,10810627187875,10810627187875,3665420000,3154632904321,29772566072,14571045219497,673348473158,2319154811092,0,2328556297482,5294000000000,5294000000000,1022666000,164828925520,1834405532,286687152318,0,0,-0.339292986788799,2829778278975,228728962676,-0.8490783121367084,118649674991,-68779603,2829778278975,-95075769100,2734702509875,-2165974125557,568728384318,-8999705427,-276701710029,-144448184682,257228459171,4178265368,-13781098,4164484270,261392943441,-24296618961,-7414951027,229681373453,952410777,228728962676,261392943441,348651789596,242973547600,7427637540,0,-113550418639,68779603,775753452725,-464652975057,102688166158,-83333674675,12877037725,-74518723,-62473502339,0,-28457020933,252326964881,-47066163777,0,-3180000000000,3150000000000,0,86775090652,9708926875,73400000,-824215500,0,-6080000,-756895500,261278996256,2125625291560,0,2386904287816,0.0003588818,0.3478445761,0.17373441775991774,2.042052736659426,1.0395406527,6.2506332469,7.46172572696678,82.47094203,31.1230973256,121.05576508256678,4.4258012703,0.053965098241616646,0.20796718555832822,0.0836394312909944,0.2901514626,0.267472339,0.2121755174,4296480657860.0,147578489607,0.0570409982,4.0660797074,0.7838114008,3.3290990402,-2145.6723093763712,1.3478445761074451,14849670000000.0,529400000.0,4.9886491307,1.3774112091,1.0182085786,3.6525265232,432.0531973479411,20364.2890476067,2.908286187
DCM,2023,2,13330889875160,2140644174897,8372000000000,398990810888,2300529712817,118725176558,2268184667982,1917223260126,281268147895,15599074543142,4496820101986,3775444148962,721375953024,11102254441156,11102254441156,3665420000,3351902705782,30547542994,15599074543142,128846942150,2300529712817,0,2422138772380,5294000000000,5294000000000,1508375875,135770463352,304368297244,280457191851,0,0,-0.16618828310758404,3456451645301,311459639971,-0.6944608128354506,145206159414,-3590687237,3456451645301,-165503468754,3290948176547,-2920660900860,370287275687,419038863,-99974667246,-71196108461,344741698257,3589731520,-213270919,3376460601,348118158858,-35334228621,-68128741,312715801496,1256161525,311459639971,348118158858,352989302100,298265325582,-15971873399,0,-135467615389,3590687237,864729103615,451144461183,18625098275,65736518987,2825409656,-3452271961,-24111769509,0,-72845306629,1302651243617,-389657988044,0,-3030000000000,1500000000000,0,59196094062,-1860461893982,302439927652,-824215500,0,-13300000,301602412152,-256208238213,2386904287816,9948125294,2140644174897,0.0276867235,0.405036664,0.1726877428622842,2.0971391086429922,0.9544174902,6.5211778484,3.360493400074493,78.9409869793,29.1140245751,111.4155049544745,4.623707075,0.060504295205560284,0.1125168965971141,0.09464130799464501,0.2152658364,0.1800932254,0.1570090802,3465357438911.0,199116499980,0.0440165062,3.5309461216,0.56699135,2.9216059693,-55.45359059074183,1.4050366640235077,19243690000000.0,529400000.0,8.4819768104,1.7380960476,1.3953509768,4.0576695814,588.325727183604,20913.6888896147,5.0325169477
DCM,2023,3,12738909667594,2304957387294,7512000000000,380063078148,2418732271709,123156930443,1975910268870,1605380420342,298285325207,14714819936464,5146742896438,4426183929569,720558966869,9568077040026,9568077040026,3665420000,1795357406095,30971198744,14714819936464,169684503337,2419934088080,0,2444083015187,5294000000000,5294000000000,1387140375,461005435844,292206145434,297358330166,0,0,-0.08892787686389916,3150668056738,73704968537,-0.8987244814013224,200152362697,-2551296231,3150668056738,-140075533937,3010592522801,-2833259753913,177332768888,-9049511221,-192229033028,-85255180441,90951406895,13830651229,-89985991,13740665238,104692072133,-30563473262,0,74128598871,423630334,73704968537,104692072133,322798080616,87360033262,-49052917877,0,-149038460067,2551296231,319310104298,-72447815184,-258719650104,762441660879,12567788899,-2523705269,-34138056543,0,-27173039582,699317287394,-11892272425,0,-2700000000000,3560000000000,0,149136668285,997244395860,285119549824,-295999047699,0,-1578319560000,-1589199057875,107362625379,2140644174897,56950587018,2304957387294,0.0308296458,0.5379077609,0.167785064190666,1.807343604085002,0.9136844234,7.0953666319,0.5331463470379961,77.6812454994,30.2115527045,108.425944550938,4.6986888232,-0.03326635664657166,0.058902946029711405,0.024481881217331348,0.1538495096,0.1263563772,0.1093268636,2625732637716.0,-100151444581,0.0507936508,2.8780795987,0.5207549944,2.3316196435,39.255121911791825,1.5379077608706226,16676100000000.0,529400000.0,10.3275985073,1.748549327,1.2357482787,4.6103167791,139.2235899829996,18014.9335876124,5.5968025404
DCM,2023,4,13243528989131,2284399788772,8242000000000,389087382197,2137432141856,190609676306,2034449666431,1599741283941,308049356015,15277978655562,5284787274947,4525381114640,759406160307,9993191380615,9993191380615,3665420000,2075200926625,27591091268,15277978655562,78250617400,2169038644725,0,2592733942722,5294000000000,5294000000000,2964479875,23307675261,845805808955,296069398483,0,0,-0.21829929509147064,3512591181592,493194397484,-0.5072090484835373,105721496308,-3944951035,3512591181592,52977356261,3565568537853,-2699853971278,865714566575,-9742309742,-216601352514,-209004829719,536087570908,3140589112,-1952232178,1188356934,537275927842,-56632842672,11169001488,491812086658,-1382310826,493194397484,537275927842,59375682481,-14922113007,90301553504,0,-120418835209,3944951035,622159161516,-44984059099,282170099412,-681395910491,-30395565980,-3704738831,-33174359914,0,-60244777584,50429849029,-94608348054,0,-5010000000000,4280000000000,0,207807384611,-616800963443,1114998970565,-569123846868,0,-2117876650,543757247047,-22613867367,2304957387294,2056268845,2284399788772,0.0854865008,0.5293967992,0.16008312289947849,1.887644763999811,0.8549985366,6.6038610843,2.9024057575750826,79.9015515384,52.2587063337,135.0626636296751,4.5681215567,0.12343287744147821,0.2427984646443757,0.13832139033316018,0.1081208606,0.0631337072,0.0754225025,1765992033176.0,440108384342,0.0476900149,2.9895339286,0.5057049864,2.5112375234,-111.56244537316545,1.5288387937009331,17761370000000.0,529400000.0,16.0172106792,1.7876148876,1.412935884,7.6790971519,931.610119916887,18768.0244962335,8.9360409338
DCM,2024,1,14010468900378,3116621420878,7812000000000,316475162608,2278973122436,486399194456,1733108913026,1543795495877,38887453132,15743577813404,5452688786686,4659588372680,793100414006,10290889026718,10290889026718,3665420000,2266105781065,30791589411,15743577813404,199201386079,2290447837565,0,2696326236242,5294000000000,5294000000000,2654719375,333092098829,1407396596021,37992049803,0,0,0.019554655154482112,2885113617384,346002008103,0.5127162037328873,131543200109,-7237053505,2885113617384,-141072525745,2744041091639,-2034439566987,709601524652,-14026760183,-337267207818,-114821075825,375029680935,7645468912,-17424898,7628044014,382657724949,-23862163263,-9200291126,349595270560,3593262457,346002008103,382657724949,57301709085,14481848624,-39578870124,0,-88407789748,7237053505,375342221675,24804700753,-98253172840,-450861363157,10189396394,-7042284061,-55045784740,0,-32953350206,-233819636182,-64146874762,0,-2500000000000,2930000000000,0,99357191801,465210317039,1800058016699,-1238776990133,0,-28614000,561252412566,792643093423,2284399788772,39578538683,3116621420878,0.1372773558,0.5298559505,0.15001575586607524,1.9438777912198715,0.82243793,7.5672874905,2.002843139456429,79.8677875874,39.837835869,121.70846659585644,4.5700527212,0.09384452798233747,0.25859726620498935,0.1260921380358539,0.119933948,0.0680788601,0.0798468745,1589051455032.0,257513241009,0.0251256281,3.0068039878,0.668861962,2.5177107589,-35.582608423592134,1.5298559504945888,21070120000000.0,529400000.0,17.2090745764,2.0535984311,1.6707532184,11.5860366625,653.5738725028334,19380.6147285739,12.2049801613
DCM,2024,2,14530750583143,3975120987904,6652000000000,722144955060,2792679781945,388804858234,2304817551856,1861528580981,245830674784,16835568134999,7040366337018,6073459578003,966906759015,9795201797981,9795201797981,3665420000,1647420190853,31404022990,16835568134999,216766225177,2799540955330,0,2818712164138,5294000000000,5294000000000,144371958875,397786847215,1342009732991,182610723378,0,0,0.15885900547154433,4005540116134,584463518128,0.8765305134958076,94125501394,-8898423043,4005540116134,-142186039071,3863354077063,-3242564979853,620789097210,-23509367660,-118950868703,-133799043718,438655318523,176392605382,-413891957,175978713425,614634031948,-28651151871,-261469296,585721410781,1257892653,584463518128,614634031948,64508697171,24965672709,-27135109915,0,-233756075943,8898423043,481374268363,-179336652214,-325614137891,299104940283,1726372928,-9029140054,-23675868496,0,-53306461126,191243321793,-82290470316,0,-3520000000000,4680000000000,-574242338321,102945033755,606412225118,-1187681130010,1198778174762,-2685511584,-5700000,8405833168,806061380079,3116621420878,52438186947,3975120987904,0.1664849469,0.7187566405,0.19004494438947656,1.8502459006386476,0.8427774669,7.9774082813,4.934578347675644,81.7017184266,45.5746716583,132.21096843257564,4.4674702935,0.09526416099784228,0.16068656530750514,0.1512839637448714,0.1515298398,0.0855827878,0.0957211673,1469493534912.0,368039184789,0.0263852243,2.3924997601,0.654506865,1.9326827898,-41.36004582053674,1.718756640467496,20064260000000.0,529400000.0,13.3997131253,2.054964724,1.5219156084,28.3725789793,1104.0111789346429,18443.1389780714,11.9816278933
DCM,2024,3,12822789730467,2111955319492,6503600000000,622065010931,3172773134737,412396265307,2597045097607,1876929699684,241464611618,15419834828074,5525304040587,4590935015381,934369025206,9894530787487,9894530787487,3665420000,1715105710417,31652792732,15419834828074,209407615918,3173784672622,0,2850106864338,5294000000000,5294000000000,132779423615,522670827369,1493661453282,178434860488,314015616,314015616,-0.1543195274888432,2664458450948,120367655764,0.6331009720677822,39144265652,-12654934688,2664458450948,-30010305460,2634448145488,-2259691599588,374756545900,-13868206632,-185535647902,-90558267051,123938689967,13194721846,-5586109138,7608612708,131547302675,-10740676893,-190200276,120616425506,248769742,120367655764,148075555981,67755875474,-43488145651,57797273357,0,-59614913366,12654934688,165918801728,-120992401945,-377083024800,-346459223574,20183236689,-9112784244,-27430313641,528580000,-44533497901,-738980627688,-373289867473,972467272,-2651600000000,2800000000000,-1263768000,57650560287,-167530607914,-3050212545015,3187307723757,-2564834993,-1058843130000,-924312786251,-1830824021853,3975120987904,-32341646559,2111955319492,0.1777972436,0.558420016,0.1896936539989988,1.8690084600466566,0.8096098148,7.4440110692,7.946066170523723,92.9995060946,48.5054767534,149.45104901852372,3.9247520264,0.03745096714694452,0.14225239033147902,0.045689893714610706,0.1549747173,0.1010612191,0.0976044104,1413265405298.0,98662630947,0.0297619048,2.7930671394,0.4600272738,2.1019719433,-7.796376147287154,1.5584200159925228,17787840000000.0,529400000.0,11.5204159799,1.8035141476,1.3888707731,-24.3293405061,227.366180136003,18630.2946633075,12.2651968166
DCM,2024,4,12920862784796,1903248325989,7039051232877,528623191927,2950300636844,499639397159,2807984553349,1946194464286,260112988949,15728847338145,5551670737163,4680730113512,870940623651,10177176600982,10177176600982,3665420000,1882513091925,32786197180,15728847338145,225763998056,2992364969228,0,2964211891877,5294000000000,5294000000000,119527496051,233211694839,1229228015118,181639981420,511526016,511526016,0.0,4387436062641,368824756047,0.0,116990931097,-15590394013,4387436062641,-173694227191,4213741835450,-3405404747603,808337087847,-25164773053,-372616076325,-141868615315,385678554251,2643963057,4901911311,7545874368,393224428619,-36594210423,15443256399,372073474595,3248718548,368824756047,319747801333,78880752960,29858876743,-46740314599,0,-68094320921,15590394013,258334014795,315159839420,190707222781,243279484345,-51941048567,-15476442092,-12047760907,23550000,-92497681436,835541178339,-312439240649,699999999,-4035451232877,3500000000000,-23359347150,63409199761,-807140620916,-203867556681,-77838820810,-346224251,-4353536400,-286406138142,-258005580719,2111955319492,49298587216,1903248325989,0.1442721361,0.5455020537,0.19123127568585288,1.9223983001477143,0.8690325877,7.5883709328,6.746535488851878,86.4717061522,60.0565626295,153.27480427055187,4.2210338646,0.06973668717310454,0.1918335577767248,0.08752903486969603,0.1413989074,0.088328427,0.0916889899,1286148911367.0,293852396207,0.0322580645,2.7604374684,0.4066135581,2.1301296819,-18.84829825095967,1.545502053745173,16411400000000.0,529400000.0,11.5601086432,1.6177807977,1.2196719665,211.6253246717,696.6844655213449,19162.0521416736,12.4072245516
DCM,2025,1,14134963923176,1990759935043,7009051232877,1409144144643,3249879228774,476129381839,2752411031911,2051341020705,238433434422,16887374955087,6322610574991,5452871437306,869739137685,10564764380096,10564764380096,3665420000,2145559792884,33038053830,16887374955087,332555807673,3278377191755,0,3088501113382,5294000000000,5294000000000,102958369318,587344101819,1700334924313,177972262742,511526016,511526016,0.238122252661553,3572123371140,411417196708,0.18906014148197314,96983526606,-15482216047,3572123371140,-165415508204,3406707862936,-2521557118425,885150744511,-19003224125,-339244571660,-171936121981,451950353351,2202300466,-307133220,1895167246,453845520597,-23723906234,-18011835849,412109778514,692581806,411417196708,453845520597,76433630160,26922435678,-14362194803,0,-78296146793,15482216047,503958003156,-867326565695,-286012222527,417386344753,81324356405,-15302040554,-49810088387,1415875600,-34539946022,-248906283271,-189283341750,0,-2755000000000,2750000000000,-745200000,62564316660,-132464225090,571831276265,-116842186467,-464431233,-2147000,454522511565,73152003204,1903248325989,14359605850,1990759935043,0.18043484869999998,0.5984620525,0.194168175162498,1.9956109520392897,0.8705348056,7.3000327294,14.60236789585488,97.7556944135,46.4300481543,158.78811046365487,3.7337978334,0.10977461699568854,0.25982584363666317,0.12076679693733078,0.147391586,0.0917301886,0.0915699658,1422103218578.0,373970050870,0.0293685756,2.5922056087,0.3650847004,1.9962115043,-24.154814125750715,1.598462052490521,18026070000000.0,529400000.0,12.1381699504,1.7115968875,1.2767919216,463.4238363675,777.1386413071401,19893.7029207896,12.5670494089
DCM,2025,2,15061351351872,3828732110334,7222000000000,710811582295,2795027550016,504780109227,2758011194900,1985540406982,248484474582,17819362546772,7567833288235,6653357358640,914475929595,10251529258537,10251529258537,3665420000,1596093115065,34167695093,17819362546772,315915240793,2801583378461,0,3323603028379,5294000000000,5294000000000,86389242585,477324979852,1706195903665,189394343563,511526016,511526016,0.5609063383812678,6252272955914,786123617829,0.3450345375651583,121900317674,-18018502996,6252272955914,-214902289587,6037370666327,-4796742138681,1240628527646,-30224650839,-214403127553,-229386648499,888514418429,199519740,-472107368,-272587628,888241830801,-99134143476,-1371040661,787736646664,1613028835,786123617829,888241830801,83607648552,61359420271,-29018553342,0,-83480724494,18018502996,1010209959009,600858263937,476793813294,-106306630733,-324966348,-18889605297,-23674090454,-1415875600,-91730424479,1845520443329,38918782006,0,-4468600000000,4290651232877,745200000,94653188871,-43631596246,161148709902,-172089102040,-464431233,-307390000,-11712213371,1790176633712,1990759935043,47795541579,3828732110334,0.1832872288,0.7382150602,0.1936823625927355,1.936443003123725,0.9895779933,8.2912248956,11.947197657819288,86.0682051836,39.4849483269,137.5003511683193,4.2408227199,0.13198440109670767,0.20549152871555762,0.13020959972087648,0.1655430838,0.1297998157,0.1024506858,1870001736764.0,796838751594,0.0247524752,2.2637219888,0.57545866,1.8436291846,-44.22336038520478,1.7382150601514266,21387760000000.0,529400000.0,12.6799897375,2.0932762208,1.3127551873,12.6317502055,1484.9331655251228,19299.8896173857,10.3667180355
