,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Net Profit For the Year,Attributable to parent company,Depreciation and Amortisation,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
10,PXL,2015,3,736055018122,637691534,98500000000,216826075834,418015589168,2075661586,420217073600,352670427,0,231048624039,20070779134,1156272091722,326790808820,326790808820,0,829481282902,829481282902,-10142205750,1156272091722,2852726081,418015589168,279854659,12264138227,827222120000,827222120000,391500000,101620000000,20070779134,67882391454,160493396111,153745000000,-0.34925342744050347,4497308553,61356965,-0.5436068787468848,1480332485,-259695556,4497308553,0,4497308553,-3147414415,1349894138,-259695556,-50704545,-2406769833,113056689,65000276,-116700000,-51699724,61356965,0,61356965,61356965,29389206.0,0.0,59575946266.0,0.0,0.0,-90209792808.0,30546844444.0,0.0,0.0,238582552.0,-59424365812.0,0.0,0.0,0.0,0.0,0.0,151580454.0,486111080.0,637691534.0,0.0,0.0,0.0004251698432135287,0.47090688260670865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24627623987710856,0.3001559982135386,0.013643041004840746,0.0,0.0,0.0,0.0,-1107580240,0.0,0.0,0.0,0.0,4.264917956470537,1.3939700817319214,198178588800,82574412,-25.6340690439,0.2393463396,8.469687557,4.4702477782,0.7430505832726971,10027.3102332177,-45.4735489501
11,PXL,2015,4,784520690166,372110212,82450000000,243507321255,453129459382,5061799317,413145948305,323281221,0,224399968467,19677698617,1197666638471,372071968980,372071968980,0,825594669491,825594669491,-14106977371,1197666638471,1162148933,453129459382,227415604,12264138227,827222120000,827222120000,9524143464,101620000000,19677698617,67882391454,160493396111,153745000000,-0.6009997551913137,1464789082,-3964771621,-1.9516294890297845,4659623579,-259695556,1464789082,0,1464789082,-146478908,1318310174,-6908351128,-52749999,-2930731529,-3913898903,46722282,-97595000,-50872718,-3964771621,0,-3964771621,-3964771621,27919746.0,0.0,-17912974628.0,0.0,0.0,-17705578636.0,35150000000.0,0.0,0.0,202971942.0,17647393306.0,0.0,0.0,0.0,0.0,0.0,-265581322.0,637691534.0,372110212.0,0.0,0.0,0.00039157377457307353,0.4687004036384693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1367994030419732,0.9000000001365385,-2.706718441392643,0.0,0.0,0.0,0.0,-1665171354,0.0,0.0,0.0,0.0,6.412013280658527,1.4506714768512154,140376500400,82574412,-15.7031582722,0.1743438487,6.623966369,-2.9058098369,-48.014530469802196,9750.8458894329,-29.8840022226
12,PXL,2016,1,783083114755,10156747472,60190000000,256505745141,450734659234,5495962908,406368329199,293892015,0,206713438186,19321345070,1189451443954,381217557017,381217557017,0,808233886937,808233886937,-31467578604,1189451443954,6879253778,450734659234,0,12264138227,827222120000,827222120000,15571348380,101620000000,19321345070,67882391454,168232841921,168232841921,-0.4590989651911137,1266118174,1622527413,0.0885986392149786,3154725564,-256872778,1266118174,0,1266118174,-126611817,1139506357,-256872778,-70973800,-2578103164,1388282179,589596157,-355350923,234245234,1622527413,0,1622527413,1622527413,29389206.0,0.0,-13643192016.0,0.0,0.0,-66440000000.0,79500000000.0,0.0,0.0,1167829276.0,14227829276.0,0.0,0.0,0.0,0.0,0.0,584637260.0,9572110212.0,10156747472.0,0.1257309322,0.4716673765,0.00036362248570618054,0.45884447058653216,0.0170441449,4.9211574696,30.45656778820748,10670.1874690599,23.7869680294,10724.431004877508,0.034207459,-1.192282551502179,0.9000000003159263,1.281497609242911,-0.0124105171,0.0,-0.0086551891,-10658632364.0,-1509570607,0.0,2.0541632995,0.0266429163,0.8718078415,5.876724730247593,1.4716673764592043,156891382800,82574412,-15.3526120342,0.1944637627,7.7987232683,4.7146321456,19.64927601300994,9770.4578661049,-27.4272992591
13,PXL,2016,2,598482526445,13078434755,42355000000,33644831802,501093124971,8311134917,408557576384,321220131,0,208138438186,18964991523,1007040102829,196022456346,196022456346,0,811017646483,811017646483,-28683698848,1007040102829,10848303490,501093124971,0,12264138227,827222120000,827222120000,34318678270,101620000000,18964991523,67882391454,167720683842,167720683842,-0.37290015014141564,8082913810,788879756,1.0994174938600934,2845282416,-256872778,8082913810,0,8082913810,-7307652182,775261628,-826872778,-81818182,-1888782509,823070575,41009181,-75200000,-34190819,788879756,0,788879756,788879756,32725520.0,0.0,-20122368532.0,-60053636.0,459090909.0,66440000000.0,-48605000000.0,0.0,0.0,4810018542.0,23044055815.0,0.0,0.0,0.0,0.0,0.0,2921687283.0,10156747472.0,13078434755.0,0.1252993698,0.2416993726,0.00039607045838395725,0.4604248456435163,0.013459061,47.4372519473,21.094878680919425,15505.577145832,40.2299106526,15566.901935165519,0.0235399171,-0.1478846726685559,0.0959136329080812,0.09759843721505673,-0.0018226735,0.0,-0.0013115309,-5358237586.0,-1195339063,0.0,3.0531324706,0.0667190637,0.4968277783,4.6534283325265395,1.2416993726290133,203958797640,82574412,-136.6782362392,0.2519351638,13.3209503619,25.8217470833,9.55356189517886,9804.1097653796,-54.4450520765
14,PXL,2016,3,574852679288,13849273232,25855000000,115470652590,412581568188,7096185278,408332762792,286826454,0,208138438186,18627537976,983185442080,160761678681,160761678681,0,822423763399,822423763399,-17277341512,983185442080,6745752784,412581568188,0,12264138227,827222120000,827222120000,0,101620000000,18627537976,67882391454,167720683842,167720683842,28.299047476318442,131766856810,11406357336,184.90158975431723,3626541245,-259695556,131766856810,0,131766856810,-122303212931,9463643879,-259695556,-23192799,-1432841705,11374455064,45002272,-13100000,31902272,11406357336,0,11406357336,11406357336,34393677.0,0.0,-16214386618.0,0.0,0.0,-57500000000.0,74000002600.0,0.0,0.0,485222495.0,16985225095.0,0.0,0.0,0.0,0.0,0.0,770838477.0,13078434755.0,13849273232.0,0.1235616048,0.1954730467,0.000348757497977166,0.4669002406527558,0.1302896825,465.4860309381,55.640552450506846,1276.9122676039,3.3182316616,1335.871051716007,0.2858457932,0.06077104340848396,0.07182112488761885,0.08656469169972911,0.0120626615,0.0,0.0090036275,3761956500.0,8007609375,0.0,3.5758066475,0.0861478516,1.0093892551,-30.8346030187748,1.1954730466646382,171011607252,82574412,17.3553877612,0.2083083061,1.1994024001,-2.5187089846,138.13428469826707,9941.994338824,72.3457574547
15,PXL,2016,4,577947740375,470014748,31340000000,127985750096,411145237787,7006737744,408171364488,252432777,0,208138438186,18304759428,986119104863,161398930448,161398930448,0,824720174415,824720174415,-14980749196,986119104863,13778051784,411145237787,0,12264138227,827222120000,827222120000,2686892179,101620000000,18304759428,67882391454,167720683842,167720683842,5.789566198446037,9945282439,2296592316,1.5792495849788066,3552053272,-256872778,9945282439,-670096755,9275185684,-7511964306,1763221378,-256872778,-58543536,-2719637849,2280220487,91671829,-75300000,16371829,2296592316,0,2296592316,2296592316,0.0,0.0,-8112364968.0,0.0,0.0,-44100000000.0,38615005400.0,0.0,0.0,218101084.0,-5266893516.0,0.0,0.0,0.0,0.0,0.0,-13379258484.0,13849273232.0,470014748.0,0.1232321477,0.1955389649,0.00030608294162205805,0.4682039418634027,0.1539219501,522.4506438977,112.34981619466954,1133.7564074076,12.0507429659,1258.1569665681695,0.3219386436,-0.10942745963035967,0.1901009249918969,0.24760607434109888,0.0196134999,0.0,0.0163927074,4608687128.0,-1014960007,0.0,3.5843583604,0.0029148956,1.034554472,3.9512166875074635,1.1957014457206474,156891382800,82574412,9.8130395314,0.1905989776,1.0432227002,-2.6677798667,27.81239684758518,9968.5739334678,55.9902117209
16,PXL,2017,1,586808491629,531655200,31700000000,122487823742,424029068770,8059943917,407657615822,218039100,0,207853438186,17951872243,994466107451,167724056366,167724056366,0,826742051085,826742051085,-12958695168,994466107451,10270383784,424029068770,0,12264138227,827222120000,827222120000,13062418323,101620000000,17951872243,67882391454,167720683842,167720683842,2.4868378502558324,4414748772,2119742181,0.30644460242472343,3035181316,-254050000,4414748772,0,4414748772,-3269042433,1145706339,-254050000,-54016269,-2141094528,1731726858,653315323,-265300000,388015323,2119742181,0,2119742181,2119742181,0.0,0.0,263944267.0,0.0,0.0,-56100000000.0,55740000000.0,0.0,0.0,157696185.0,-202303815.0,0.0,0.0,0.0,0.0,0.0,61640452.0,470014748.0,531655200.0,0.1229162105,0.2028735035,0.0002637329257824128,0.4693517864975262,0.1546683682,569.4467382275,160.64089963697847,1136.6930942577,4.7809705828,1302.1149644774785,0.3211069037,-0.23770423011513553,0.2595179019622818,0.4801501264226412,0.0202277734,0.0051142826,0.0167336825,4815025044.0,-1049404458,0.0,3.4986543036,0.0031698208,0.9705192349,4.130700484156662,1.2028735034656606,200077800276,82574412,12.0444835219,0.2424406977,1.3031013716,-4.5281657575,25.67069058875042,9994.1966141452,62.5471606739
17,PXL,2017,2,592942157407,417198880,23500000000,116608708929,443087264082,9328985516,406428544947,183645423,0,207853438186,17616763129,999370702354,168746630761,168746630761,0,830624071593,830624071593,-9076497300,999370702354,322499703,443087264082,0,12264138227,827222120000,827222120000,13062418323,101620000000,17616763129,67882391454,166696367685,166696367685,0.4574719195230414,11780619906,3882197868,3.921152860715569,4734163546,-256872779,11780619906,0,11780619906,-9877323412,1903296494,-256872779,-76722570,-2360766823,3943097868,25000000,-85900000,-60900000,3882197868,0,3882197868,3882197868,0.0,0.0,-8154174493.0,-3000000.0,0.0,-41200000000.0,49400000000.0,0.0,0.0,190760273.0,8387760273.0,0.0,0.0,0.0,-348042100.0,-348042100.0,-114456320.0,531655200.0,417198880.0,0.122341747,0.2031564417,0.0002210933071657776,0.4715556580173777,0.1586997758,668.4242729858,211.25003345006823,1079.2373465742,5.3217196154,1295.8090996396684,0.3382017877,-0.04534505851665154,0.1615616588249851,0.32954105123303007,0.0238521165,0.0058021844,0.0198881523,5443445688.0,-534192899,0.0,3.5138014592,0.002472339,0.8880467281,2.079601042506727,1.2031564416829046,190003722012,82574412,9.6424656466,0.2291575892,1.2083874989,-5.897626386,47.014538450482696,10041.1250075494,53.4967261222
18,PXL,2017,3,599180654356,499977055,15900000000,116480203956,456247841890,10052631455,406012217610,149251746,0,207853438186,17234829469,1005192871966,172544654564,172544654564,0,832648217402,832648217402,-7052170191,1005192871966,357699703,456247841890,0,12264138227,827222120000,827222120000,13338918323,101620000000,17234829469,67882391454,166696367685,166696367685,-0.9528596997198115,6211529197,2024327109,-0.8225264166842335,3702542675,-259695556,6211529197,0,6211529197,-5346959767,864569430,-259695556,-95774639,-2221839801,1989802109,115000000,-80475000,34525000,2024327109,0,2024327109,2024327109,0.0,0.0,-8038297757.0,0.0,0.0,-22500000000.0,30100000000.0,0.0,0.0,173033832.0,7773033832.0,0.0,0.0,0.0,348042100.0,348042100.0,82778175.0,417198880.0,499977055.0,0.1220443374,0.2072239524,0.00017924946319550182,0.4727047908700478,0.0318001513,157.746100459,1070.7926531320147,6086.2226259481,47.848963559,7204.864242639115,0.0599715164,-0.23392709973926892,0.13918785577270787,0.32589834882812674,0.0124569367,-0.0043366587,0.0103613291,-4017208697.0,-1453045010,0.0,3.4726120949,0.0028976676,0.8283815736,5.595186272652274,1.207223952394167,190086296424,82574412,18.4141125725,0.2286998615,5.9998041502,-7.906790185,24.515186484161703,10065.594201011,-72.4897164507
19,PXL,2017,4,608602832728,400469638,34900000000,162287078598,401289744167,9725540325,405605426184,114858069,0,207853438186,16862431720,1014208258912,177964821040,177964821040,0,836243437872,836243437872,-3456926246,1014208258912,342299703,401289744167,0,12264138227,827222120000,827222120000,1058000000,101620000000,16862431720,67882391454,166696367685,166696367685,15.868124087973928,167758258271,3595243945,0.5654689428125736,670695034,-259695556,167758258271,0,167758258271,-163265919761,4492338510,-259695556,-104004355,-1895838417,2903495216,709550983,-17802254,691748729,3595243945,0,3595243945,3595243945,0.0,0.0,18749719391.0,0.0,0.0,-50950000000.0,31950000000.0,0.0,0.0,150773192.0,-18849226808.0,0.0,0.0,0.0,0.0,0.0,-99507417.0,499977055.0,400469638.0,0.1221227724,0.2138708654,0.00013735003923293066,0.47474584242685736,0.188354438,1035.5017459161,158.17153951317172,903.2913779416,24.3466513113,1085.8095687660718,0.404077808,0.0148576634240776,0.026778643008697596,0.02143109961950232,0.0140644674,-0.0005827644,0.0115108532,-406571921.0,2492495738,0.0,3.3965860736,0.0022502742,1.1417036658,-9.597760456093441,1.2128146099332864,242768771280,82574412,20.9269948739,0.2922718132,1.2766206817,171.2832948793,43.53944349007293,10059.1294375929,-845.8252438564
20,PXL,2018,1,632068458671,782589507,44200000000,176459045363,399788769516,10838054285,405217385663,80464392,0,207853438186,16508784876,1037285844334,201151210276,201151210276,0,836134634058,836134634058,-3565730060,1037285844334,1525907138,399788769516,0,12264138227,827222120000,827222120000,17386438453,101620000000,16508784876,67882391454,166696367685,166696367685,3.9029277858984814,21645194422,4021196186,0.8970213557306194,3352146472,-254050000,21645194422,-992034315,20653160107,-18295499831,2357660276,-254050000,-98889188,-1894167651,3462699909,613496277,-55000000,558496277,4021196186,0,4021196186,4021196186,0.0,0.0,9382973229.0,0.0,0.0,-56250000000.0,46950000000.0,0.0,0.0,299146640.0,-9000853360.0,0.0,0.0,0.0,0.0,0.0,382119869.0,400469638.0,782589507.0,0.1215354512,0.2405727524,9.623377470860566e-05,0.4746840731429415,0.2035509195,1563.0132297885,210.56435616691968,788.4858534366,26.9001559505,1025.9503655540198,0.4629125537,0.017653639206351986,0.11415494112210535,0.1947012546829137,0.0162162861,0.0009276001,0.0133360679,938648620.0,364603437,0.0,3.1422553103,0.0038905533,1.154751636,-1.4351640897461129,1.2405727523805057,206436030000,82574412,15.2655891923,0.2473352037,1.0001572769,17.2891306528,48.69784826321258,10107.7402772789,327.3572601566
21,PXL,2018,2,617941866958,354384517,70650000000,137921974877,399687046969,9328460595,404832146015,46070715,0,207853438186,16157938905,1022774012973,185170616648,185170616648,0,837603396325,837603396325,-2096967793,1022774012973,917766744,399687046969,0,12264138227,827222120000,827222120000,7636254208,101620000000,16157938905,67882391454,166696367685,166696367685,-0.6579055511376415,4030084674,1468762267,-0.62166733460274,1955436822,-256872778,4030084674,0,4030084674,-2470259201,1559825473,-256872778,-69667556,-1706106365,1482615596,3066671,-16920000,-13853329,1468762267,0,1468762267,1468762267,0.0,0.0,26033305785.0,0.0,0.0,-74800000000.0,48350000000.0,0.0,0.0,356770725.0,-26093229275.0,0.0,0.0,0.0,-368281500.0,-368281500.0,-428204990.0,782589507.0,354384517.0,0.0,0.0,5.500301837616238e-05,0.47551790782336195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0535840969777103,0.387045335067816,0.3644494807952018,0.0,0.0,0.0,0.0,-215948448,0.0,0.0,0.0,0.0,0.8406824953635219,1.221071950591938,231043204776,82574412,20.7968487442,0.2758384288,1.1630489712,5.0087735033,17.787135644393082,10143.6192645853,271.8273905819
22,PXL,2018,3,612603838876,481440971,68580000000,142366122718,392249230414,8927044773,404445482169,11677084,0,207853438186,15805668690,1017049321045,178913238362,178913238362,0,838136082683,838136082683,-1564281435,1017049321045,8380832384,392249230414,0,12264138227,827222120000,827222120000,8376016841,101620000000,15805668690,67882391454,166696367685,166696367685,0.6054474849472401,9972283927,1019660795,-0.4962964283456622,1735305653,-432395264,9972283927,0,9972283927,-8474383565,1497900362,-432395264,-44191637,-1714088319,1042530795,6000000,-28870000,-22870000,1019660795,0,1019660795,1019660795,0.0,0.0,-2510413592.0,0.0,0.0,-46630000000.0,48700000000.0,0.0,0.0,199188546.0,2269188546.0,0.0,0.0,0.0,368281500.0,368281500.0,127056454.0,354384517.0,481440971.0,0.1212452275,0.2134656198,1.3932205331883449e-05,0.47582032052081946,0.1978959492,3199.3294981244,235.5919119746231,755.106607575,41.0613432978,1031.7598628474232,0.483375455,-0.02611032697284332,0.15020634921398784,0.10224947489102915,0.012072292,0.0025333926,0.0098793245,2380771133.0,-260379594,0.0,3.4240274475,0.0026909187,1.2316283048,0.6021795696633717,1.2134656197944274,250200468360,82574412,24.7604013613,0.2985201014,1.236084123,4.8436286079,12.348386991844398,10150.0702503701,147.5736254187
23,PXL,2018,4,610246432942,1428076629,80774330959,118031556499,400860449137,9152019718,404157172005,48417057,0,207853438186,15480618553,1014403604947,173571185779,173571185779,0,840832419168,840832419168,1132055050,1014403604947,1151659884,400860449137,0,12264138227,827222120000,827222120000,8369208022,101620000000,15480618553,67882391454,166696367685,166696367685,-0.974889827103503,4212438870,2696336485,-0.25002683371461737,5286304479,-528013817,4212438870,0,4212438870,-3742623267,469815603,-528013817,-47496495,-2190748687,2989861083,4869912,-298394510,-293524598,2696336485,0,2696336485,2696336485,0.0,0.0,12696401752.0,0.0,0.0,-46900000000.0,34900000000.0,0.0,0.0,250233906.0,-11749766094.0,0.0,0.0,0.0,0.0,0.0,946635658.0,481440971.0,1428076629.0,0.1250730454,0.209764808,5.758229094913879e-05,0.477351064414362,0.0469694822,573.3262140207,878.5180418655622,3601.5899409978,150.5029883751,4630.610971238462,0.1013441302,-0.41981133342832344,0.11153054501180215,0.6400891664452807,0.0001633174,-0.0016235385,0.0001347678,-1373443972.0,-1768429579,0.0,3.5425114761,0.0083792166,1.2315926631,3.349210801049928,1.2064277991930281,534421594464,82574412,3979.4374043334,0.6577616251,11.4180560304,13.025175392,32.653414292553485,9839.430810576,-436.9995430997
24,PXL,2019,1,614630703430,5619956227,86480557808,114068819767,398839337830,9622031798,348622406444,39729251,0,152631952545,15135730539,963253109874,137656083903,137656083903,0,825597025971,825597025971,-14103338147,963253109874,1088489478,398839337830,0,12264138227,827222120000,827222120000,1665495035,71392750000,15135730539,67882391454,166696367685,166696367685,-0.7275140191854637,5898012032,13111812373,2.2606746267813156,14758432115,-415438555,5898012032,0,5898012032,-5626761497,271250535,-415438555,-25573364,-1720792162,12867878569,275233804,-31300000,243933804,13111812373,0,13111812373,13111812373,0.0,0.0,9723385296.0,0.0,0.0,-39006226849.0,33366844932.0,0.0,0.0,107876219.0,-5531505698.0,0.0,0.0,0.0,0.0,0.0,4191879598.0,1428076629.0,5619956227.0,0.0864740881,0.1667351984,4.8121843647963354e-05,0.4687017414415923,0.0240079047,661.1046874703,1511.8167079354591,7149.5812761625,283.2196677221,8944.61765182006,0.0510519408,-0.25010376089378583,0.04599016304617806,2.2230901364495557,0.0218978422,-0.0041470624,0.0182169636,-3688512421.0,-1475114991,0.0488122356,4.4649730401,0.040826065,1.5676122659,3.550741675865881,1.1667351983748975,507502336152,82574412,27.7375640842,0.6147095014,21.046992704,11.0464244693,158.78783821070382,9998.2186487867,-155.4217702131
25,PXL,2019,2,617647111150,491872702,113683478356,88862383848,404341195483,10268180761,343213023693,987150807,0,152631952545,14778926232,960860134843,138962829962,138962829962,0,821897304881,821897304881,-17803059237,960860134843,904393954,404341195483,0,12264138227,827222120000,827222120000,1633304531,71392750000,14778926232,67882391454,160696367685,160696367685,0.9000101415735168,7657201752,-3699721090,-3.5189380018298086,-1579610509,-313083659,7657201752,-757628216,6899573536,-6155984495,743589041,-313083659,-23273770,-2486212568,-3658591465,370675,-41500300,-41129625,-3699721090,0,-3699721090,-3699721090,0.0,0.0,22708426809.0,-1025923173.0,0.0,-92314096439.0,65044330959.0,0.0,30227250000.0,460099469.0,2391660816.0,0.0,0.0,-30227250000.0,-921150.0,-30228171150.0,-5128083525.0,5619956227.0,491872702.0,0.086863346,0.1690756608,0.0012010634432521063,0.46660136357783766,0.0272854071,99.2932799686,1132.0636985867661,6069.2909211205,194.6353388951,7395.989958602366,0.060138821,-0.2559429633999918,0.10777318875147358,-0.5362246044187969,0.0157862441,-0.0058993397,0.0132755595,-5181074280.0,-1765897297,0.0564546481,4.4446929536,0.0035395991,1.5349854038,5.6403368436421655,1.1690756608358996,438800425368,82574412,33.4245479273,0.5338871691,16.2625235555,10.2961772461,-44.80469191836328,9953.4139568684,-98.377532365
26,PXL,2019,3,622204369880,994884280,120577251507,87006224829,403452615396,10173393868,343760068588,966769444,0,152631952545,14484754648,965964438468,142820617849,142820617849,0,823143820619,823143820619,-16556543499,965964438468,927830426,403452615396,0,12264138227,827222120000,827222120000,4496508672,71392750000,14484754648,67882391454,160696367685,160696367685,-0.8601036222782629,1395086399,1246515738,0.22248079372317145,3163816235,-315592576,1395086399,0,1395086399,-1349939422,45146977,-315592576,-63592685,-1540205213,1289572738,0,-43057000,-43057000,1246515738,0,1246515738,1246515738,0.0,0.0,5947843761.0,1025923173.0,0.0,-47083155068.0,40256226849.0,0.0,-30227250000.0,355251713.0,-35673003333.0,0.0,0.0,30227250000.0,921150.0,30228171150.0,503011578.0,491872702.0,994884280.0,0.0,0.0,0.001174484239307044,0.46730902612839953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1172432919690445,0.03236142007574686,0.8935043298347001,0.0,0.0,0.0,0.0,-1558650921,0.0412995595,0.0,0.0,0.0,4.938807308952667,1.173506274689154,599820528768,82574412,44.9137451236,0.7286946871,32.5898895193,11.7436731953,15.095665930990826,9968.5096227994,-103.7673234895
27,PXL,2019,4,613223201058,605906361,115390000000,85481703233,400078916516,11666674948,345044754388,941611200,0,152631952545,14119573828,958267955446,133989128644,133989128644,0,824278826802,824278826802,-15421537316,958267955446,1079395856,400078916516,0,12264138227,827222120000,827222120000,1669232216,71392750000,14119573828,67882391454,160696367685,160696367685,-0.04939436236851551,4004368138,1135006183,-0.5790561788878512,2571151030,-315592576,4004368138,0,4004368138,-3499204050,505164088,-315592576,-49992660,-1416723699,1294006183,0,-159000000,-159000000,1135006183,0,1135006183,1135006183,0.0,0.0,-6365782455.0,-90909091.0,0.0,-77860000000.0,83047251507.0,0.0,0.0,880462120.0,5976804536.0,0.0,0.0,0.0,0.0,0.0,-388977919.0,994884280.0,605906361.0,0.0880950327,0.1615373085,0.0011423454896363418,0.4679533833120914,0.0189135525,14.11437733,1285.7696619768133,8711.7189871532,190.2425146745,10187.731163804514,0.0418975865,-0.24012584204614407,0.12615325828966029,0.2834420172883715,-0.0025622603,-0.0065334805,-0.0021610013,-5602782351.0,-961552271,0.0,4.6721480572,0.0046283904,1.6160299573,3.0468152425740205,1.1625531607597457,648539431848,82574412,-312.4858492462,0.8002647672,35.6398308794,34.9904538751,13.745252984665516,9814.2518851966,-128.3179057348
28,PXL,2020,1,611480267797,1404223191,104020000000,91845844583,403890798845,10319401178,332529371030,4603914636,0,138761067512,13810163200,944009638827,130316903336,130316903336,0,813692735491,813692735491,-26007628627,944009638827,995345856,403890798845,0,12264138227,827222120000,827222120000,1669232216,71392750000,13810163200,67882391454,157616192652,157616192652,-0.9765714582726711,138181821,3286656851,-0.7493361895745303,5532072407,-308008180,138181821,0,138181821,0,138181821,-308008180,-54591864,-1709167333,3598486851,38170000,-350000000,-311830000,3286656851,0,3286656851,3286656851,0.0,0.0,-10912268021.0,0.0,0.0,-38780000000.0,50150000000.0,0.0,0.0,340584851.0,11710584851.0,0.0,0.0,0.0,0.0,0.0,798316830.0,605906361.0,1404223191.0,0.0877392004,0.1601549303,0.005658050557895047,0.4619435270790341,0.0129922988,6.6336685402,1267.0826688147206,13364.0810184502,228.3139027201,14859.477589985021,0.0273120164,-11.764046560075366,1.0,23.785016199779275,0.0023983553,-0.0066792168,0.0020563125,-5647134838.0,-1625577376,0.0,4.692255971,0.0107754493,1.5929588844,5.277708455665041,1.160154930297324,888665821944,82574412,451.4528455807,1.0921393091,71.452184977,78.1023582425,39.80236457511801,9854.0542497717,-169.7594224778
