,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Budget sources and other funds,MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
10,GVR,2021,1,21914093708161,4658542926895,11291352543248,2623980112520,2488453524415,851764601083,57131184425467,879888597580,32803121333964,1450519146522,2859011278870,3911739992742,79045278133628,26908121460323,8878789240407,18029332219916,52137156673305,52092395355056,10591031002,5074278558197,44761318249,4292348113605,79045278133628,530901180661,10550937700,2502400977776,0,3374540390564,40000000000000,40000000000000,8181369127415,708713699094,3387528067048,4614471497,3660618282358,354526105622,295424210006,786992152934,0.7637449526721868,4854675960019,817931255109,2.616128290206477,186493312156,-147115291428,4854675960019,-5029040743,4849646919276,-3453444417865,1396202501411,-46942365300,114774094991,-94345889159,-309551664395,1246629989704,117222504860,-59875392562,57347112298,1303977102002,-137326346889,49589316085,1216240071198,398308816089,817931255109,1303977102002,547177896021,-7428157247,1013878657,-221232892878,147115291428,1770623117983,277214662836,-408202436275,-982864763850,77595808463,-132082842620,-358297903688,184597007783,-933422767674,-504840117042,-186909554163,127228207801,-1317507142683,1323210816474,-17693819782,0,307541951744,235870459391,1426580579687,-1965156998592,-61180732722,-599757151627,-868726809278,5528283614830,-1013878657,4658542926895,0.37881363928318024,0.5161026120185852,0.6291697404887383,1.303428916832625,0.2948943078517914,0.7474657297134399,16.224074794239286,58.235862731933594,16.317392349243164,90.77732987541604,6.26761531829834,0.20461385424016404,0.2878977634147927,0.16865789793024938,0.09614558517932892,0.05621083453297615,0.06170709431171417,6102871179264.0,992304947857,0.0204081633,2.468139886856079,0.5248132944107056,2.187870502471924,-6.745083656668322,1.5161025874297507,117600000000000.0,4000000000.0,24.1450173056,2.4579469234,5.0523826484,39.9962627766,204.48281377725,11961.202139925,21.1052634092
11,GVR,2021,2,21933579524870,6557563381869,8856546888260,2460422770871,3177458660105,881587823765,57069162754256,882879010565,32603063192107,1455194781176,3136777933765,4069082988825,79002742279126,26209858439388,8651728133707,17558130305681,52792883839738,52672140827411,10591031002,5372882518185,120743012327,4376513866972,79002742279126,585622722752,10542940099,3190020240163,0,3559398137970,40000000000000,40000000000000,7686188065702,669395695231,2362567270250,3637079712,3813918188671,354526105622,189543651672,692297668783,0.7733041698072447,5696229756147,759864697255,0.8885647411274399,186296914396,-137984451533,5696229756147,-2373108647,5693856647500,-4046675631316,1647181016184,-251534117243,85581012187,-106698177164,-572688169111,988138479249,314620177715,-38287471832,276332705883,1264471185132,-186537345864,-11941462469,1065992376799,306127679544,759864697255,1264471185132,547996917869,-5420332125,6372128374,-332341604919,129519085126,1610597379457,256077037501,-687619262387,644357858223,-110427623677,-102084457002,309050558348,1789501603047,933422767674,4642875861184,-198316488418,-5169221656,-1752264548137,727585862471,-821180218,0,-33681441507,-1262667017465,527694385413,-2047836243924,45325598140,-1474816260371,1905392583348,4658542926895,-6372128374,6557563381869,0.3359343554,0.4964657456,0.6175654902861394,1.31982209599345,0.3251381859,0.8169266837,14.335829704979256,51.7393805654,15.2147082085,81.28991847887926,7.0545877436,0.16997173090649012,0.2892909179417482,0.13345342959918627,0.1019487841,0.0671684977,0.0659825909,6823274898462.0,967794669909,0.016,2.535167447,0.7580828841,2.1679045591,-7.013795099062627,1.4964657456287593,150000000000000.0,4000000000.0,28.691196735,3.0981256977,5.8225074131,21.3434592365,189.96617431375,12104.0924931915,23.136647456
12,GVR,2021,3,23213058170121,7325879254255,8879988352636,2567273942566,3610527286106,829389334558,56154498223434,856285842212,32341210012246,1424082864132,3083539761815,3753233204603,79367556393555,25946205997138,8797935424571,17148270572567,53421350396417,53304357809391,10591031002,5884146488361,116992587026,4246441965032,79367556393555,587994956365,10518925510,3623088866164,0,4129633225959,40000000000000,40000000000000,7506876359903,494099758991,1969919088082,2659687927,3491208682313,354526105622,268108306538,715675849454,-0.0011641855472899864,6160837535669,1240537299054,0.2624838012120186,175462631625,-147071860353,6160837535669,-9793316372,6151044219297,-4061708499728,2089335719569,-176023070976,30166426046,-116240605132,-421390700946,1581310400186,130995783566,-42343368457,88652415109,1669962815295,-175465028038,38985586667,1533483373924,292946074870,1240537299054,1669962815295,628177457934,23402796260,10453230199,344105429468,155537227760,2831638956916,-153737083616,-433068626001,337108042739,308421360583,0,-677824946650,-14600001151,0,2197937702820,-75711482463,214756940535,-891256994985,142795602558,-52200400000,0,5240617483,-656375716872,-173929772214,-398030115753,-190832995396,-762792883363,778769102585,6557563381869,-10453230199,7325879254255,0.317919178,0.4856898189,0.6053985863752172,1.335533759910425,0.3248457351,0.8049684302,14.797335341826358,58.1137023054,15.4466449461,88.35768259332634,6.2807906831,0.2522668279026522,0.33967171183948813,0.20167913850500338,0.1047332777,0.0798320208,0.0692107771,7721446557948.0,1551704413491,0.0192926045,2.6384665322,0.8328138972,2.2280830602,-10.550654691975874,1.4856898188571104,124400000000000.0,4000000000.0,22.675880152,2.5297454325,4.8312633228,19.6300023508,310.1343247635,12293.7271078463,16.9394888868
13,GVR,2021,4,22843448425201,5328589465301,10226655555684,2824495970807,3573202832375,890504601034,56179823898716,849802959862,32528495671021,1477791601086,2776672493645,3938712815201,79023272323917,27106526328677,10989788426109,16116737902568,51916745995240,51822292118669,10591031002,4543817016712,94453876571,4101110880302,79023272323917,527186556053,10520019690,3587634901824,0,4131150754337,40000000000000,40000000000000,6473720085941,582379354693,2510083462718,1682296142,3658713139544,354526105622,258911544001,702628474348,0.0678307140039104,9678063314211,1437516575306,-0.46113445800686514,264161298537,-149982084060,9678063314211,-22203725728,9655859588483,-7091410915286,2564448673197,-225410616240,51309348929,-192881557496,-462476619558,1999150527369,590452602219,-491497271396,98955330823,2098105858192,-368409127784,56952330419,1786649060827,349132485521,1437516575306,2098105858192,542448743340,8429755382,3285047238,-142920169962,149982084060,2659331318250,-245017308802,35453964340,1011214620421,-144587780189,0,-455618181691,135722744703,-5269358187792,-2272858810760,-500559019719,-179668786432,1373982814659,-489781723973,38661998686,40575341676,388974497667,672185122564,1655206659248,-2148198558574,99660845806,-393331053520,-1994004741716,7325879254255,-3285047238,5328589465301,0.2955136579,0.5212579462,0.6265511261819718,1.297918649881,0.3288241851,0.8298174539,18.058818336819012,55.1705184184,16.7303613691,89.959698124319,6.6158522788,0.1977131583831296,0.26558471047525783,0.1488750496144946,0.0804521321,0.0883775908,0.0522083523,7689733444087.0,1909090496143,0.0,2.0953036304,0.4881619377,1.7759244135,-12.728790295908095,1.5221152791656525,115000000000000.0,4000000000.0,27.6562222445,2.4013742547,4.3910571651,29.3287177202,359.3791438265,11972.3112480003,15.7869396958
14,GVR,2022,1,22789797795690,5051844990062,9858579071192,3066416310484,3966074208104,846883215848,56550365432932,826571043802,33934540748650,1450480544843,3386406819523,4425823018837,79340163228622,25422226449429,9396758834705,16025467614724,53917936779193,53826596542377,10591031002,6618969398715,91340236816,4228474925665,79340163228622,664533205595,10526936760,4002121071946,0,4136138802827,40000000000000,40000000000000,6080779499732,598573957156,2684600480773,1490294512,4144443387338,354526105622,311219578414,641731511701,0.010343911055353623,4904892296352,1055094302936,0.2899547441739403,178205420457,-126126544553,4904892296352,-11396181001,4893496115351,-3423294894497,1470201220854,-145263525945,52812359809,-113335568582,-345319078963,1097300827630,450733668271,-48759314329,401974353942,1499275181572,-194988025568,11309783383,1315596939387,260502636451,1055094302936,1499275181572,625064296389,64401954126,3668062137,-237802988592,126126544553,2080733050185,-260060811753,-469136867113,-975676106782,-469471326174,-101290928107,-220548962032,432692488123,-454509179521,-437268643174,-171446392936,128401222238,-1197806592158,1525707090947,-18895494577,0,222018028924,487977862438,1368139598326,-1608206888161,-58748217998,-298815507833,-248106288569,5303619340768,-3668062137,5051844990062,0.2753473216,0.4714985025,0.6293738739970737,1.347948419479825,0.3333305388,0.803433436,15.9764642254864,70.5716099066,15.080131408,101.6282055400864,5.1720514876,0.2067124504576099,0.30043984631804405,0.21561155420684755,0.0847542716,0.0867876244,0.0567418294,7783823568384.0,1011546573309,0.022172949,2.4252828232,0.5377395241,2.0032145039,-8.02009265293029,1.4714985025027787,90200000000000.0,4000000000.0,20.0756157435,1.8152742379,3.4174101384,21.836566032,263.773575734,12422.365463382,12.6084576627
15,GVR,2022,2,24144910782611,5973065064261,10172765257467,2475087487158,4618678244312,905314729413,55128881769430,826474111486,34093430789237,1434957273831,2863819225948,3979601821101,79273792552041,25419673561573,9648366408962,15771307152611,53854118990468,53778173058969,10591031002,6335574485027,75945931499,4318424587876,79273792552041,551565341224,10522955389,4654162680569,0,4325638504284,40000000000000,40000000000000,5656364602418,700351988777,2845764096401,1298292881,3688543017658,385554666875,207429589042,534426872865,-0.020914073630797843,5577098387609,1017118249950,0.33855178905445227,238723156130,-114189185275,5577098387609,-15352689966,5561745697643,-4090895607642,1470850090001,-169129656932,69804078439,-128243760539,-400251485039,1081752422060,371360995101,-55314825690,316046169411,1397798591471,-229888750576,9642040593,1177551881488,160433631538,1017118249950,1397798591471,569119901788,-2334906675,-18290663171,-468318045435,114189185275,1592164063253,701280215369,-652041608623,129726643754,391826861894,-99714328148,-167319501169,284861174345,454509179521,2635292700196,-216633983893,6500997551,-1808824684328,497858530058,-25977600638,0,32386936157,-1514689805093,1214414872582,-1477666154268,45577797611,-217673484075,902929411028,5051844990062,18290663171,5973065064261,0.2629045571,0.4720098302,0.6330700683316614,1.3463529747617,0.3313785394,0.7904470919,16.040330979849095,77.5614934702,14.811808546,108.41363299604909,4.705943422,0.16943508309313,0.2644583499429556,0.18287751818301262,0.0891607721,0.0868348646,0.0599393657,7779506726817.0,942354844423,0.03125,2.5024869246,0.6191958768,2.0237863811,-8.252575251794132,1.4720098302243547,64000000000000.0,4000000000.0,13.4729285147,1.2919976347,2.4369676768,30.1445580054,254.2795624875,12383.923600648,9.1069383587
16,GVR,2022,3,24433688440694,5139700491513,10426562898343,2628383165640,5447463247923,791578637275,55153412452692,824024195747,33652508089147,1401282892090,3174692920554,3835520750234,79587100893386,24741370772008,9081808482046,15659562289962,54845730121378,54762143116927,10591031002,7103442052161,83587004451,4452305789258,79587100893386,603450610207,10574924689,5484641363041,0,4402037665573,40000000000000,40000000000000,5607412210599,490645406408,2152044452069,39106291250,3522282291327,384554666875,241293423069,511112818204,-0.049862471954089924,5853642946833,835095017470,-0.32682796550589754,231814732990,-125792619081,5853642946833,-6465603794,5847177343039,-4266681857870,1580495485169,-153519352788,47458614237,-131585763036,-445507383006,1129156333566,123080055083,-71585147054,51494908029,1180651241595,-159557439210,-27237607207,993856195178,158761177708,835095017470,1180651241595,613604521544,-9149506663,39130372827,499921912213,125792619081,2449951160597,-122663390208,-830478682472,106268266851,230660177981,-115991385166,-136634166008,-515362790490,0,1065749191085,-125770094972,178235789621,-1187014846643,30176910105,4939126727,0,-18402508776,-1117835623938,918668359303,-1661340395454,524269083,-742147767068,-794234199921,5973065064261,-39130372827,5139700491513,0.2437175847,0.4511084221,0.6135848317575735,1.37114325303445,0.3273176282,0.7736674447,16.119494158056774,85.7199459116,14.8339755996,116.67341566925677,4.2580521502,0.17160456751350964,0.27030058991635725,0.1428201965627349,0.0810093202,0.0777314868,0.0547855098,7216631716063.0,1003402339127,0.0343642612,2.6903989981,0.5660617195,2.0905775794,-7.976639221422778,1.4511084220640944,58200000000000.0,4000000000.0,13.3952487026,1.1549125857,2.2420592896,58.7336280576,208.7737543675,12598.35608303,9.0446713271
17,GVR,2022,4,23314794279463,4164223932575,11317923768584,2942282328412,4003321638204,887042611688,54749194490671,810955860977,33951993981736,1416738057039,2875731622366,3846374486021,78063988770134,24860731509715,10232094054157,14628637455558,53203257260419,53134590282853,10591031002,4783426942044,68666977566,4336454139154,78063988770134,528587126041,10547295649,4083998435318,0,5089722683259,40000000000000,40000000000000,4822312436135,542146113766,2589347002150,36914289619,3525350510981,386554666875,248737053262,512609082150,-0.06625095120079529,9036882413863,911627228169,-0.36583184929541107,267533421785,-135190692016,9036882413863,-24102713725,9012779700138,-7324787264121,1687992436017,-230959874440,128604218270,-219507914427,-555652948896,1078009338309,833842761419,-252373844986,581468916433,1659478254742,-370688742166,22094675906,1310884188482,399256960313,911627228169,1659478254742,584973101940,56239016946,7164045883,-1051866752194,135190692016,1391178359333,-314799145484,1400642927723,59585804163,-43488623819,-114874895306,-236792513733,1145380500625,-4522634468266,-1235802054764,38228010695,22861315499,672857372545,25463487753,-6576350801,0,18723211434,771557047125,724939951435,-1059857526849,-169149930002,-504067505416,-968312513055,5139700491513,-7164045883,4164223932575,0.22460006780000003,0.4659197143,0.6381563033922524,1.330081431510475,0.3230924638,0.7646598598,19.774835117336618,74.105696596,16.918057823,110.79858953633662,4.925397328,0.10128191335687736,0.18728877129784435,0.10114828704345692,0.0728386996,0.0655082264,0.048780654,6446828222529.0,912831572694,0.0326797386,2.2565323138,0.4216267629,1.859586805,-6.752177676448059,1.4672783733527222,61200000000000.0,4000000000.0,15.9423945131,1.2481338409,2.4069903141,45.5798741123,227.90680704225,12258.3007519923,10.5900234354
18,GVR,2023,1,22405646236419,3576550266966,11012622373894,2766076859077,4023529913018,1026866823464,54637413898152,776620229704,34465532226718,1382551370764,2864045176792,4123899294976,77043060134571,22752098029391,8400935606025,14351162423366,54290962105180,54217117956567,10591031002,5645849416240,73844148613,4587719173661,77043060134571,572938037550,10502954779,4110426873594,0,5089827339070,40000000000000,40000000000000,4444022457743,546809333849,2622337650639,35722287988,3851812720286,393731440114,248688759931,607398922226,-0.1555321711087074,4142023748446,549814288419,-0.4788955955036081,231072827584,-121115173422,4142023748446,-6854580947,4135169167499,-3129291450388,1005877717111,-142846700070,-11140062495,-109152371012,-362073524376,611737886742,378139278109,-41997613302,336141664807,947879551549,-145629176857,-46567135545,755683239147,205868950728,549814288419,947879551549,561275832426,-12375576579,8511415383,-1254614300775,490848598668,741525520672,41084881790,105742659041,-1197226420176,-187424190313,-216656362298,-376674835535,892218594273,-626160670607,-823570823153,-160012048879,112837847728,-1126629040539,1380997168922,-9276649127,0,226032618567,423949896672,1197387906781,-1543789451299,-39208391174,-385609935692,-785230862173,4370292544522,-8511415383,3576550266966,0.2120128677,0.4190770829,0.6348300138786743,1.3572740526295,0.3128583348,0.7213938597,17.000097858017273,88.9292873742,15.2975169143,121.22690214651728,4.1043846271,0.12929382089738395,0.24324947211757408,0.13296053103228525,0.0667741809,0.0553029444,0.0422164729,5722213935665.0,534651821723,0.0138888889,2.6670417781,0.4258708874,2.1881034667,-4.414408257998523,1.4190770829463746,86400000000000.0,4000000000.0,26.0739291301,1.74090362,3.5183634268,52.6293663928,137.45357210475,12407.3496957265,16.5106600482
19,GVR,2023,2,22626045992294,4301260517988,10747900270165,2614569106945,3877530690305,1084785406891,54038229045025,810341097810,34182966884302,1398528792969,2929097204978,3923365776070,76664275037319,22489684502495,8284461756962,14205222745533,54174590534824,54112634459305,10591031002,5653558407657,61956075519,4521994898703,76664275037319,451061921699,10537685848,3923953702411,0,5277474729282,40000000000000,40000000000000,4287832466126,545180678712,2419784366540,34530286357,3688959753142,393731440114,239453110317,635323666895,-0.25387704828639757,4161201110960,558183613131,-0.45121069928846574,319053663908,-113444877018,4161201110960,-2981908324,4158219202636,-3252382538692,905836663944,-139233847550,-6521379034,-104714440628,-387665267276,586755393364,345538833117,-50376801577,295162031540,881917424904,-139646722768,-37801592813,704469109323,146285496192,558183613131,881917424904,578798942573,-35053624043,27982542854,412105897251,-248251457417,1617499726122,121988672917,186473171183,36455641291,52897842907,-38854522131,349201491158,-851329509088,626160670607,2100493184966,-339354428341,65460358457,-1467200087986,703206971579,2362265834,0,18805272113,-1016719648344,1126238050659,-1484981326375,27662532970,-331080742746,752692793876,3576550266966,-27982542854,4301260517988,0.2029632193,0.4151334469,0.6309778541349349,1.3543647633706,0.2974494161,0.6797162694,18.508155120829137,89.3708796082,15.6995190881,123.57855381712915,4.0841043705,0.09943125551868434,0.21784245125167218,0.13423621649795503,0.0574922302,0.0470472871,0.0366743909,5202995088067.0,413456956040,0.0143884892,2.7311425481,0.519336594,2.2630939525,-3.644562600869124,1.4151334468885075,83400000000000.0,4000000000.0,29.2147726222,1.6817689939,3.6020712563,75.3476359594,139.54590328275,12397.6598901505,17.3608373032
20,GVR,2023,3,23730999678314,5534414228098,10770292321605,2836796871547,3672301677288,917194579776,54065795210252,772842749161,33962554909540,1365753313719,2928608144933,4045555386774,77796794888566,22506774133864,8306811598579,14199962535285,55290020754702,55220662555330,10591031002,6109271911903,69358199372,4844801504600,77796794888566,572362989371,10384605161,3704567042343,0,5293783975398,40000000000000,40000000000000,4319183656589,585690246105,1904993877879,195284539098,3653902761826,393731440114,214823334138,571019056981,0.05908312247488826,6199494449985,312834952228,-0.6253899907393013,284534445967,-93463305967,6199494449985,-4170346730,6195324103255,-4960823962572,1234500140683,-117057555695,-268869885910,-158520644698,-452076047623,522510452724,184328233063,-84652323324,99675909739,622186362463,-129484297157,907463482,493609528788,180774576560,312834952228,622186362463,618961558110,-26162130156,5220356537,-385693644838,85426215156,919938717272,-145918443339,219386660068,572779725724,189228650381,-188638878257,-568019244039,2532953158476,-273362106067,3258348240219,5897257670,120513777208,-1512937551524,-1746739556,-133061085356,0,-15923403287,-1537257744845,817057630156,-1300496928354,722869471,-482716428727,1238374066647,4301260517988,-5220356537,5534414228098,0.1906919376,0.4070675653,0.6142619309227106,1.38225051886755,0.3036681201,0.6883704638,18.68190753498794,77.3462134803,15.3646956576,111.39281667288793,4.7190416127,0.1007055382355547,0.19926320562218824,0.05049533277260469,0.0469620012,0.0403946384,0.0301382467,4828853233868.0,623903448362,0.0147058824,2.8568120748,0.6663902024,2.414728896,-6.675383905019235,1.4070675652974858,81600000000000.0,4000000000.0,34.9845215494,1.6198234293,3.4721199572,24.731255604,78.208738057,12593.9652626825,18.0445668135
21,GVR,2023,4,24185726014345,5677906729771,11227060440101,2866845285207,3377456367626,1036457191640,54199547941965,797194496407,34459023548806,1341008011103,2987697634094,3975532840708,78385273956310,23531697324997,10016576475416,13515120849581,54853576631313,54808664357252,10591031002,5029895583820,44912274061,5148584061396,78385273956310,467989242853,8048249001,3404947290691,0,5404929018666,40000000000000,40000000000000,3734959296104,690442983815,2844186256376,200593675098,3549289448786,360702878861,220987584478,653269031929,-0.1582498888869221,7606796775985,1164396441326,0.277272557627185,351474636629,-114630440966,7606796775985,-15619726151,7591177049834,-5988029282265,1603147767569,-131307660080,85074962616,-217989967254,-667488455333,1022911284147,753365609689,-104451969413,648913640276,1671824924423,-285778100229,30139670720,1416186494914,251790053588,1164396441326,1671824924423,683467977203,29170250592,-16409245598,-529304168171,114630440966,1953380179415,-126569368418,314264774029,236954201982,45141308076,-97601831027,-204690621063,1091815502102,-4903038120825,-1690343975729,-267151872374,244871197934,1846672782824,-395450013454,-3009652887,3000001000,123144023634,1552076466677,1431160369940,-1076192351928,-89617252885,265350765127,127083256075,5534414228098,16409245598,5677906729771,0.1847526647,0.4198993306,0.6282001223077069,1.371339415782825,0.2829008725,0.6471422675,23.679685056001407,80.9559189207,19.6308742252,124.2664782019014,4.508626483,0.09453992974616415,0.211185664231617,0.1533881285711104,0.0530314095,0.0407263624,0.0335208707,4995423049836.0,717669344982,0.009375,2.4700503514,0.5765586247,2.1219303915,-6.2607221863070786,1.4289911209101358,128000000000000.0,4000000000.0,48.7958259417,2.5693482312,5.7818081602,39.4026385235,291.0991103315,12454.5204157295,26.7313826034
22,GVR,2024,1,22975130468831,4611568941115,11744350615207,2454746188981,3084556347796,1079908375732,53938010906979,798112022174,34903338236744,1309174252697,2957340451796,3994883009959,76913141375810,20894964292176,7722616816853,13172347475323,56018177083634,55977984306224,10591031002,5896872645138,40192777410,5218299091470,76913141375810,575808308010,8048249000,3109857890052,0,5409348757982,40000000000000,40000000000000,3482095088312,782401117340,2445346526602,185042242203,3607806111230,360702878861,237710570559,671448951487,0.10823430707373324,4590332818742,475562877828,-0.13504816472578612,227012695063,-94023493348,4590332818742,-4967613103,4585365205639,-3509404184202,1075961021437,-111295000759,-6409732518,-113258877553,-363421903579,708588202091,122678725833,-52773821657,69904904176,778493106267,-133961665064,5500170840,650031612043,174468734215,475562877828,778493106267,601889514729,-8028161027,-11483011088,-1715813263683,94023493348,-260918321454,88429981288,278279684859,-1022588605245,-41615952388,-84866499246,-621751502843,746101659235,-111456752090,-1030386307884,-122680364250,100530666849,-1063865271389,1614607160704,-3395082000,0,222365098554,747562208468,1082319356392,-1734782415322,-28715922141,-681178981071,-964003080487,5564089010514,11483011088,4611568941115,0.1679729186,0.3730032889,0.6230716537711326,1.40045442709085,0.2909365057,0.6553830944,18.825308109833703,72.8702346755,17.0507037943,108.74624657963369,5.0089038635,0.1306941134302707,0.2346511069857211,0.1037131954600173,0.0500686794,0.0380060776,0.0324248716,4837427982304.0,599280240305,0.0079155673,2.9750447308,0.5973017547,2.575626189,-6.373728724234297,1.3730032889320951,151600000000000.0,4000000000.0,60.3748845958,2.9866221463,6.7287804828,57.4653575473,118.890719457,12689.9213036885,32.6897211377
23,GVR,2024,2,23473488226859,4203672262643,12675291563441,2013875917471,3330519579799,1250128903505,53576924039821,790462442623,35232552854736,1288760258691,2862290664111,4087985649114,77050412266680,20328646393869,7484408036558,12844238357311,56721765872811,56663744625409,10591031002,6124575908197,58021247402,5294463325527,77050412266680,344387288736,8048249000,3356409234795,0,5643782194241,40000000000000,40000000000000,3244347853358,591204668655,2018969058184,179449856167,3717612378433,360702878861,173864240509,606073679712,0.11834727975269299,4653667942946,820840325114,0.47055611416051574,234405066325,-90526866806,4653667942946,-1063029505,4652604913441,-3491737411504,1160867501937,-134915657596,59414053400,-101739540249,-431769766424,786261657393,416544681170,-78607413080,337937268090,1124198925483,-181480600404,-8069543277,934648781802,113808456688,820840325114,1124198925483,584859211765,4907309805,-166422324469,953855927362,90526866806,2591925916752,500808317187,-246551344743,135476222293,-198282544330,-115696432322,225129313553,-708714405447,-1140131974262,1043963068681,-129217467173,67213980531,-1251393193209,392575450987,-3375000000,0,-44744374370,-968940603234,882916587772,-1547041291144,14783234984,-649341468388,-574319002941,4611568941115,166422324469,4203672262643,0.14998941999999998,0.3583923399,0.621146967351811,1.418044146820275,0.2969504594,0.6646908708,18.692407717735964,69.0133935434,17.7036194187,105.40942067983596,5.2888284615,0.1348402039149322,0.24950915100986706,0.17642596790083306,0.0548210364,0.0414327305,0.0357720296,5057389490720.0,627358195264,0.0082644628,3.1363186123,0.5618127548,2.6913242235,-6.930077416778767,1.3583923398903441,145200000000000.0,4000000000.0,52.3500825175,2.8265920084,6.3063337387,91.8068677346,205.2100812785,12842.3203249705,29.9668649711
