Meta_ticker,Meta_yearReport,Meta_lengthReport,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
TLD,2025,2,0.3277370575,0.3782115643,0.14222247642738098,1.2726089225881267,0.5099775457,3.9882183352,83.80927697721849,353.1057178053,53.0533818764,489.9683766589185,1.0336847624,0.045126105932758634,0.08121202014043803,0.03422974548506618,0.0155685403,0.0164000285,0.0108498122,40522285717.0,8021104370,0.0,3.8616337207,0.0985843818,1.9605953808,-3.973446372602281,1.3782115642992645,597831027640.0,77741356.0,49.3389581036,0.7344931373,1.0108288302,-29.282780097,78.26324794231786,10469.8051068983,24.101705279
TLD,2025,1,0.2554304394,0.3032936714,0.16215883666706554,1.1564893052199914,0.5354591451,3.7976211853,87.03475360595884,356.1342070795,54.1190838188,497.28804450425883,1.0248945278,0.03469522949091352,0.07516077842504833,0.020375116989709865,0.0173785121,0.0191158057,0.0128840408,41539085975.0,4286239085,0.0,3.8653509715,0.6160516994,1.6701053658,-2.1528821980274553,1.3032936714027608,549631386920.0,77741356.0,39.2851491481,0.6803597128,0.9452662594,8.3603838528,32.378343580731986,10391.5617968639,16.6075572469
TLD,2024,4,0.22274054059999998,0.2868465007,0.18483132806907837,1.050210678901716,0.5518830828,3.5153049336,78.77068866788066,358.0224502945,31.6907415934,468.4838805557807,1.0194891401,0.008117281275548033,0.06256513310873126,-0.0025961188389238003,0.0176715312,0.0223162748,0.0136893724,42497279836.0,1170095238,0.0,3.8250467441,0.118040646,1.2682409374,-0.7124749045433643,1.2868465007412957,467225549560.0,77741356.0,33.1193308947,0.5801615569,0.8215197535,48.2030594533,-4.813744926188321,10359.1834532832,13.6277416733
TLD,2024,3,0.1917774928,0.2890375285,0.19070017793824734,1.0507008106637605,0.5296907544,3.4088672953,82.02746489978105,359.783315217,50.9323092799,492.74308939668106,1.0144995184,0.044786170636902,0.07527166692810104,0.02983396202417401,0.023583587,0.0271078188,0.017912247,46637809665.0,6538312179,0.0,3.8354894539,0.1333681906,1.3170624764,-2.7524658332612937,1.2890375284603963,464115895320.0,77741356.0,24.6451739397,0.5760325756,0.8334116453,6.7903123057,56.02482946142591,10363.9971982094,12.3511867585
TLD,2024,2,0.2290744102,0.3148697582,0.19690102890297242,1.0450939599535671,0.4283861957,2.6275766562,93.03350383702698,443.1849938203,45.4270484105,581.645546067827,0.8235838422,0.05335607497311092,0.07851475844404221,0.044656800643884845,0.0189112398,0.0219508264,0.0145075872,42478622819.0,8952016405,0.0,3.5528072397,0.0875326251,1.2757583226,-5.036473455619105,1.314869758178634,433019352920.0,77741356.0,28.8250763607,0.5403592005,0.9761806325,7.7531616641,96.37679711941222,10307.958104667,13.7058651404
TLD,2024,1,0.2621101489,0.3312426642,0.20509825668162274,1.0354463957240467,0.3527100419,2.0562255569,107.8427934353917,530.7303260089,39.1231964507,677.6963158949917,0.6877315693,0.04567348577383092,0.0708642739428537,0.023755958199545592,0.0107562667,0.0150739352,0.0083620277,36196643027.0,5061363380,0.0,3.4649367035,0.0757178561,1.3384484601,-1.762567580489895,1.3312426641716744,394926088480.0,77741356.0,46.4062269372,0.4974737603,1.1001959433,-45.015210252,33.86287297329879,10211.5938685196,15.6306114231
TLD,2023,4,0.2550619443,0.2704658829,0.21651295377694318,1.025504420859343,0.3213113771,1.7971252433,115.2696774312093,451.5188944351,62.2402419889,629.0288138552094,0.8083825605,0.038359981247126564,0.05932654935336751,0.03289032822765405,0.0062961703,0.012267659,0.0048456888,33317412568.0,5075110460,0.0,4.0692301622,0.0435932402,1.313307461,-2.247795336352888,1.2700628588419327,345949034200.0,77741356.0,69.6578888644,0.4372015859,1.0505088606,15.8411890751,55.973596009825194,10178.3711300714,14.6241789895
TLD,2023,3,0.258682757,0.2474889849,0.22389847843669788,1.0202670574423733,0.3118630041,1.7092906532,123.32516338499276,512.5617622564,60.5433801093,696.4303057506927,0.7121093044,0.06773746633347953,0.11520686691888712,0.016698520787173574,0.0065795274,0.0136585324,0.0050956819,34680417606.0,2214206784,0.0,5.3632752542,0.1488167531,2.1717179142,-0.6701321612004143,1.247488984876927,406587291880.0,77741356.0,78.4069391639,0.5152704851,1.2811292689,23.6595855096,7.021261026113308,10150.0088803699,15.7979084556
TLD,2023,2,0.2581110784,0.2579528198,0.23082546875181068,1.019735439055115,0.4322689716,2.3345032396,94.63969755488317,310.327343788,60.1435507503,465.1105920931832,1.176177373,0.02955166392745899,0.0667902399980173,0.011789612068452698,0.0085875143,0.0151579617,0.0065567977,36281857704.0,2457317413,0.0,4.9887903104,0.0759336509,2.1287801813,-0.7467101300925987,1.257952819840505,418614481600.0,74752586.0,59.4290934459,0.5307932965,0.9394204591,-1.5305813298,13.114526432570507,10550.2462763496,15.7941309984
TLD,2023,1,0.2516726835,0.3191758544,0.23792927063977745,1.0183966925428982,0.5023237108,2.4746070971,81.41377195551532,236.3142570924,65.013431408,382.74146045591533,1.5445534454,0.0389839233180839,0.05734554490574112,0.0167514537509056,0.0125714596,0.0172599534,0.0091865443,38339505027.0,3174005418,0.0,3.890260861,0.7445540984,1.876794349,-1.4680028905676838,1.31917585435639,341619318020.0,74752586.0,32.7876102389,0.4337436056,0.7043106299,-1.0240368045,18.245190447324457,10536.1783811332,9.0838835675
