ticker,yearReport,lengthReport,TOTAL ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Long-term investments (Bn. VND),Investments in associate companies,Other long-term assets (Bn. VND),Less: Provision for diminuation in value of long term investments,Fixed assets (Bn. VND),Tangible fixed assets,Intagible fixed assets,Investment in properties,Other Assets,TOTAL RESOURCES (Bn. VND),LIABILITIES (Bn. VND),Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,OWNER'S EQUITY(Bn.VND),Capital,Reserves,Foreign Currency Difference reserve,Undistributed earnings (Bn. VND),Paid-in capital (Bn. VND),MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,EPS_basis,Profits from other activities,Operating profit before changes in working capital,Net Cash Flows from Operating Activities before BIT,Payment from reserves,Purchase of fixed assets,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Net cash inflows/outflows from operating activities,Proceeds from disposal of fixed assets,Investment in other entities,Proceeds from divestment in other entities,Dividends paid,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND)
ACB,2015,2,189496375000000,2631978000000,2279345000000,5109669000000,991860000000,994606000000,-2746000000,16045000000,126813608000000,128353351000000,-1539743000000,39683473000000,19444891000000,21074621000000,-836039000000,739460000000,1607000000,747930000000,-10077000000,2550047000000,2114412000000,435635000000,8474000000,8672416000000,189496375000000,177153921000000,0,7855906000000,162408375000000,0,165599000000,3013000000000,3711041000000,12342454000000,8711240000000,2207666000000,12539000000,1411009000000,9376965000000,0,3428453000000,-0.051935091022115645,289891000000,-0.10322095663525728,3428453000000,-2061092000000,1367361000000,242506000000,-73796000000,168710000000,26289000000,-31667000000,-8252000000,64335000000,-1731000000,62604000000,74000000,1585119000000,-969977000000,615142000000,-243529000000,371613000000,-81722000000,-81722000000,0,289891000000,289891000000,0,-21145000000.0,1435197000000.0,1383382000000.0,-1969000000.0,-51969000000.0,74000000.0,63926000000.0,0.0,-627392000000.0,817947000000.0,12792950000000.0,10089000000.0,13620986000000.0,1381413000000.0,78794000000.0,0.0,37027000000.0,-627392000000.0,0.0,0.20660777832350033,0.2402818596517201,0.2120076556227653,0.0,0.0,0.0,0.0,15.353217034473047,18283987519200.0,896273898.0,19.421929369,1.5498545589,2.9786131583,3.2824923718,323.4401901549073,13162.5254013425
ACB,2015,3,192996908000000,3200128000000,4766892000000,8055620000000,444697000000,447473000000,-2776000000,31061000000,129482253000000,131021258000000,-1539005000000,34773494000000,8566082000000,27269561000000,-1062149000000,733163000000,1607000000,741846000000,-10290000000,2479978000000,2053163000000,426815000000,8384000000,9021238000000,192996908000000,180381873000000,0,4455178000000,169247540000000,0,171478000000,3000000000000,3507677000000,12615035000000,8711240000000,2207666000000,3177000000,1692952000000,9376965000000,0,3565615000000,-0.0032667086163562977,284033000000,0.07509254562934813,3565615000000,-2093895000000,1471720000000,270028000000,-71160000000,198868000000,8573000000,3430000000,269790000000,74473000000,-28298000000,46175000000,6152000000,2004708000000,-1317054000000,687654000000,-327986000000,359668000000,-75635000000,-75635000000,0,284033000000,284033000000,0,16285000000.0,1013141000000.0,-91368000000.0,-2008000000.0,-37934000000.0,6152000000.0,139458000000.0,0.0,0.0,46082000000.0,13620986000000.0,-9362000000.0,13657706000000.0,-93376000000.0,22183000000.0,0.0,149057000000.0,0.0,0.0,0.1965890701056319,0.24558844370589003,0.19299391188541298,0.0,0.0,0.0,0.0,15.298959376648579,17029204062000.0,896273898.0,17.6570395774,1.4123015513,2.5018149749,5.969418589,316.9042416986688,13453.2175389372
ACB,2015,4,201456985000000,2806088000000,4608680000000,10122200000000,168057000000,216473000000,-48416000000,47603000000,132490987000000,134031804000000,-1540817000000,38611544000000,11827809000000,28821509000000,-2037774000000,208219000000,1593000000,217204000000,-10578000000,2479567000000,2054258000000,425309000000,61921000000,9852119000000,201456985000000,188669443000000,5178981000000,2433330000000,174918997000000,0,161678000000,3075000000000,2901457000000,12787542000000,8711240000000,2374178000000,0,1702124000000,9376965000000,0,3688052000000,0.06141744429939378,175684000000,0.5366126718678935,3688052000000,-2033194000000,1654858000000,286065000000,-76611000000,209454000000,64925000000,-40577000000,-993182000000,116576000000,-1910000000,114666000000,10500000000,1020644000000,-731574000000,289070000000,-65465000000,223605000000,-47921000000,-47920000000,-1000000,175684000000,175684000000,0,45298000000.0,260043000000.0,-1288284000000.0,-2356000000.0,-175544000000.0,1014000000.0,-173508000000.0,0.0,0.0,-1464148000000.0,13657706000000.0,-3177000000.0,12190381000000.0,-1290640000000.0,1022000000.0,0.0,0.0,0.0,0.0,0.1939048958744378,0.24894679551849871,0.10616258313402116,0.0,0.0,0.0,0.0,15.754160181839481,15953675384400.0,896273898.0,16.2327156712,1.3052545751,2.564780412,5.4794468026,196.01597278692591,13637.186445721
ACB,2016,1,209867855000000,3056874000000,5004056000000,9359554000000,458642000000,466107000000,-7465000000,672000000,142519799000000,144229343000000,-1709544000000,38727097000000,8758234000000,32319629000000,-2350766000000,190304000000,1593000000,199537000000,-10826000000,2480841000000,2052263000000,428578000000,42758000000,8027258000000,209867855000000,196764472000000,515054000000,8539910000000,181063369000000,0,176660000000,3380000000000,3089479000000,13103383000000,8711240000000,2374324000000,5565000000,2012254000000,9376965000000,0,3735096000000,0.09866363578604054,310276000000,0.10531003084990417,3735096000000,-2153526000000,1581570000000,268709000000,-67438000000,201271000000,42564000000,-4005000000,-183604000000,61265000000,-1318000000,59947000000,1000000,1697744000000,-1075047000000,622697000000,-233447000000,389250000000,-78974000000,-78974000000,0,310276000000,310276000000,0,30753000000.0,1428559000000.0,831966000000.0,-2021000000.0,-83641000000.0,9501000000.0,21144000000.0,0.0,0.0,851089000000.0,12190381000000.0,5565000000.0,13047035000000.0,829945000000.0,241000000.0,0.0,70454000000.0,0.0,15.016310826,0.1893282826274711,0.2550955616256488,0.19618227457526383,0.0833759731,0.0,0.0053406894,0.0,16.01631082599051,15505538435400.0,896273898.0,14.6294673111,1.2380123095,2.4579914342,18.7413890889,346.18435356911397,13974.01291356
ACB,2016,2,221825953000000,3197649000000,3011393000000,9593700000000,1067892000000,1080042000000,-12150000000,0,154538408000000,156278677000000,-1740269000000,40079041000000,6215269000000,36590114000000,-2726342000000,190038000000,1593000000,199537000000,-11092000000,2523845000000,2069220000000,454625000000,42678000000,7581309000000,221825953000000,208436795000000,0,8400797000000,190502670000000,16505000000,174554000000,5664000000000,3678269000000,13389158000000,8711240000000,2374324000000,-11379000000,2314973000000,9376965000000,0,4014125000000,0.1708269006458598,352719000000,0.21672973634917952,4014125000000,-2307046000000,1707079000000,306181000000,-83248000000,222933000000,56231000000,-6090000000,-278268000000,48290000000,-13192000000,35098000000,10264000000,1747247000000,-1171007000000,576240000000,-137047000000,439193000000,-86474000000,-85958000000,-516000000,352719000000,352719000000,684,19340000000.0,1136700000000.0,-3091088000000.0,-1753000000.0,-172495000000.0,10264000000.0,-7793000000.0,0.0,2000000000000.0,-1100634000000.0,13047035000000.0,-16944000000.0,11929457000000.0,-3092841000000.0,744000000.0,0.0,153750000000.0,0.0,15.5675805006,0.1884991573032449,0.26065900536560277,0.20662136901689962,0.0865370033,0.0,0.00543589,0.0,16.56758050058114,17208458841600.0,896273898.0,15.3275806497,1.3446530992,2.6595898922,-4.7186383237,393.53929729190884,14278.7757019462
ACB,2016,3,228866885000000,3415909000000,7931583000000,5266253000000,974898000000,995058000000,-20160000000,0,158001647000000,159801988000000,-1800341000000,41956982000000,11233444000000,33892274000000,-3168736000000,189672000000,1593000000,199537000000,-11458000000,2750785000000,2289200000000,461585000000,47754000000,8331402000000,228866885000000,215141665000000,0,3341091000000,201386210000000,14003000000,143613000000,5683000000000,4573748000000,13725220000000,8711240000000,2374324000000,-9139000000,2648795000000,9376965000000,0,4142504000000,0.1617922854823081,333822000000,0.17529301172751052,4142504000000,-2485527000000,1656977000000,319368000000,-82987000000,236381000000,51701000000,7608000000,-140336000000,22006000000,10832000000,32838000000,5945000000,1851114000000,-1243131000000,607983000000,-192153000000,415830000000,-82008000000,-79724000000,-2284000000,333822000000,333822000000,0,15726000000.0,1092782000000.0,1458673000000.0,-409000000.0,-74399000000.0,5945000000.0,-73256000000.0,0.0,0.0,1385008000000.0,11929457000000.0,2240000000.0,13316705000000.0,1458264000000.0,265000000.0,0.0,0.0,0.0,15.6749155933,0.2004182810913049,0.26720143220537684,0.20146447415987065,0.0884817883,0.0,0.0054407283,0.0,16.674915593338394,23858811169600.0,985901288.0,20.348648764,1.653325433,3.7770712703,-11.3869755451,338.59576416335915,14637.1667165229
ACB,2016,4,233680877000000,3541388000000,5119306000000,8152027000000,1183306000000,1211314000000,-28008000000,16065000000,161604426000000,163401221000000,-1796795000000,42801465000000,10962613000000,34824159000000,-2985307000000,190194000000,1626000000,199537000000,-10969000000,2850558000000,2338722000000,511836000000,208720000000,8013422000000,233680877000000,219618161000000,0,2235115000000,207051269000000,0,122697000000,6615000000000,3594080000000,14062716000000,8711240000000,2590181000000,0,2761295000000,9376965000000,0,4556524000000,0.23548257996362307,328357000000,0.8690205141048701,4556524000000,-2610261000000,1946263000000,379873000000,-96076000000,283797000000,79600000000,74570000000,-283755000000,164724000000,-7427000000,157297000000,8601000000,2266373000000,-1188704000000,1077669000000,-654940000000,422729000000,-94372000000,-93910000000,-462000000,328357000000,328357000000,0,134666000000.0,568338000000.0,544825000000.0,-855000000.0,-192154000000.0,8568000000.0,-344937000000.0,0.0,1054000000000.0,1253033000000.0,13316705000000.0,9139000000.0,14578877000000.0,543970000000.0,328000000.0,0.0,0.0,0.0,15.617051571,0.20270323314500555,0.27377177603692093,0.16871152562628997,0.0987084742,0.0,0.0060908237,0.0,16.61705157097676,23464450654400.0,985901288.0,16.8409406614,1.5869748561,3.1027364561,-112.7369275301,333.0526128696974,14997.0870105626
ACB,2017,1,251536647000000,3797320000000,4324502000000,7953345000000,519857000000,542981000000,-23124000000,30700000000,175104008000000,177413536000000,-2309528000000,48529908000000,12318408000000,39269431000000,-3057931000000,192011000000,1626000000,199537000000,-9152000000,2902958000000,2398753000000,504205000000,266847000000,7915191000000,251536647000000,236980600000000,654638000000,4299191000000,221244954000000,0,131297000000,6404000000000,4246520000000,14556047000000,9607514000000,2583754000000,15165000000,2349614000000,10273239000000,0,4647289000000,0.24422210299280125,478166000000,0.5410988925988475,4647289000000,-2739222000000,1908067000000,335144000000,-87219000000,247925000000,66684000000,39679000000,45285000000,365781000000,-3077000000,362704000000,5553000000,2675897000000,-1473788000000,1202109000000,-607321000000,594788000000,-116622000000,-130399000000,13777000000,478166000000,478166000000,0,353600000000.0,1919220000000.0,-2737488000000.0,-2738000000.0,-152615000000.0,3667000000.0,-148948000000.0,0.0,0.0,-2889174000000.0,14578877000000.0,15165000000.0,11704868000000.0,-2740226000000.0,0.0,0.0,0.0,0.0,16.2805602373,0.19943312906313093,0.2833759025828933,0.2506023111347767,0.1071580731,0.0,0.0063812265,0.0,17.280560237267714,25436253230400.0,985901288.0,17.0362777989,1.8208897388,2.9782639281,-6.6398752114,485.0039307383479,14168.8974626211
ACB,2017,2,265841867000000,4239589000000,8574078000000,8144951000000,555436000000,576239000000,-20803000000,0,179015075000000,181640299000000,-2625224000000,54707922000000,9161234000000,48417891000000,-2871203000000,188963000000,1626000000,193927000000,-6590000000,3045818000000,2499886000000,545932000000,266483000000,7103552000000,265841867000000,250957542000000,0,9677429000000,230186378000000,8082000000,136520000000,6544000000000,4405133000000,14884325000000,9607514000000,2583754000000,-8505000000,2701562000000,10273239000000,0,5002035000000,0.24610842960794693,501948000000,0.42308183001199257,5002035000000,-2982147000000,2019888000000,388420000000,-95426000000,292994000000,58518000000,13181000000,326630000000,49410000000,-3513000000,45897000000,17912000000,2775020000000,-1748457000000,1026563000000,-359174000000,667389000000,-165441000000,-160453000000,-4988000000,501948000000,501948000000,0,5897000000.0,1680072000000.0,5527555000000.0,-1512000000.0,-381485000000.0,19472000000.0,-357790000000.0,0.0,-130000000000.0,5038253000000.0,11704868000000.0,-23670000000.0,16719451000000.0,5526043000000.0,91000000.0,0.0,1683000000.0,-130000000000.0,16.8605255529,0.20463259166942405,0.2897667911632961,0.24850288728880018,0.1147888559,0.0,0.006703741,0.0,17.860525552888692,30858710314400.0,985901288.0,18.7900150135,2.1603423783,3.2250634813,6.4449418201,509.1260211438125,14488.4441995363
ACB,2017,3,270264504000000,4080492000000,7411264000000,10550526000000,583627000000,651202000000,-67575000000,18205000000,181584447000000,184475382000000,-2890935000000,54755014000000,8570014000000,49175000000000,-2990000000000,189119000000,1626000000,193927000000,-6434000000,3036171000000,2501154000000,535017000000,256502000000,7799137000000,270264504000000,254841109000000,0,9216485000000,234030237000000,0,130178000000,6552000000000,4912209000000,15423395000000,9607514000000,2583754000000,-16232000000,1526911000000,10273239000000,1721448000000,5193635000000,0.2537429052573033,546797000000,0.6379897070894069,5193635000000,-3046421000000,2147214000000,401477000000,-92784000000,308693000000,54375000000,-26107000000,2535000000,78441000000,-37366000000,41075000000,7559000000,2535344000000,-1268654000000,1266690000000,-524844000000,741846000000,-195049000000,-198964000000,3915000000,546797000000,546797000000,0,34204000000.0,990151000000.0,-1608098000000.0,-229000000.0,-78588000000.0,7885000000.0,-58547000000.0,0.0,0.0,-1666874000000.0,16719451000000.0,-7727000000.0,15044850000000.0,-1608327000000.0,0.0,0.0,0.0,0.0,16.5230229142,0.19685490775539366,0.3002613607264035,0.25465417047392575,0.1259378063,0.0,0.0072661298,0.0,17.52302291421571,41013493580800.0,985901288.0,22.1065060849,3.1190220076,4.0002884703,23.8248308594,554.6163765636545,13337.5140985234
ACB,2017,4,284316123000000,4851710000000,8314574000000,8941727000000,1236555000000,1239991000000,-3436000000,0,196617147000000,198461785000000,-1844638000000,52718405000000,8007491000000,45151482000000,-440568000000,190042000000,51668000000,193927000000,-55553000000,3007618000000,2474830000000,532788000000,256132000000,8182213000000,284316123000000,268285276000000,0,15453746000000,241392932000000,10491000000,136466000000,6761000000000,4530641000000,16030847000000,9607514000000,2913780000000,0,3509553000000,10273239000000,0,5476680000000,0.2019425333872926,591220000000,0.8005402656255234,5476680000000,-3094095000000,2382585000000,449627000000,-110908000000,338719000000,57152000000,-1448000000,228629000000,458807000000,-16841000000,441966000000,5045000000,3452648000000,-1726460000000,1726188000000,-1074004000000,652184000000,-60964000000,-66325000000,5361000000,591220000000,591220000000,726,127722000000.0,1209035000000.0,3708582000000.0,-551000000.0,-100605000000.0,1135000000.0,-70460000000.0,0.0,0.0,3637571000000.0,15044850000000.0,16232000000.0,18698653000000.0,3708031000000.0,25083000000.0,0.0,3927000000.0,0.0,16.7355646274,0.1876144161315993,0.3120871853322037,0.24814224885995673,0.1407697055,0.0,0.0081781593,0.0,17.735564627371218,45548639514000.0,1084491417.0,20.3706021016,2.6915361241,3.9819041758,8.8317302904,545.1587635755351,15604.4719683831
ACB,2018,1,299855182000000,4818945000000,10543807000000,15940304000000,522210000000,648877000000,-126667000000,74388000000,209680324000000,211670318000000,-1989994000000,47720460000000,6649243000000,41508486000000,-437269000000,189954000000,1668000000,193927000000,-5641000000,3029494000000,2506388000000,523106000000,255979000000,7079317000000,299855182000000,282677922000000,0,14177604000000,258252752000000,0,138854000000,4019000000000,6089712000000,17177260000000,9607514000000,2913780000000,1927000000,4654039000000,10273239000000,0,5585859000000,0.20196075604508348,1144486000000,1.3934909633892831,5585859000000,-3213048000000,2372811000000,462763000000,-109819000000,352944000000,78423000000,5392000000,137835000000,379995000000,-29390000000,350605000000,5366000000,3303376000000,-1679283000000,1624093000000,-134006000000,1490087000000,-345601000000,-347980000000,2379000000,1144486000000,1144486000000,0,122306000000.0,2548677000000.0,6723524000000.0,-2907000000.0,-101782000000.0,9040000000.0,-65177000000.0,-3000000000000.0,-3000000000000.0,3655440000000.0,18698653000000.0,1927000000.0,22356020000000.0,6720617000000.0,27565000000.0,0.0,0.0,0.0,16.4565199572,0.17636654507179841,0.33440545749825,0.4823334011853451,0.175354782,0.0,0.009942003,0.0,17.456519957199227,36872708178000.0,1084491417.0,13.2423620721,2.0334449499,3.0558198674,2.5701779429,1055.3204774694866,16720.3936363205
ACB,2018,2,309968108000000,5340394000000,7070410000000,17354706000000,1118337000000,1275600000000,-157263000000,0,219589010000000,221861170000000,-2272160000000,49659062000000,7412924000000,42723718000000,-477580000000,189911000000,1668000000,193927000000,-5684000000,3126122000000,2628402000000,497720000000,235559000000,6284597000000,309968108000000,291649256000000,0,14574903000000,267801485000000,25907000000,135679000000,3635000000000,5476282000000,18318852000000,10593415000000,2913780000000,-24394000000,4836051000000,11259140000000,0,5804195000000,0.16036673074058858,1317913000000,1.6255966753528255,5804195000000,-3315933000000,2488262000000,510894000000,-117185000000,393709000000,68586000000,-34164000000,-74923000000,395040000000,-39477000000,355563000000,8012000000,3205045000000,-1232830000000,1972215000000,-311286000000,1660929000000,-343016000000,-343016000000,0,1317913000000,1317913000000,0,72070000000.0,1906304000000.0,1857084000000.0,-543000000.0,-37641000000.0,8206000000.0,-13047000000.0,3000000000000.0,-100000000000.0,1743494000000.0,22356020000000.0,-26321000000.0,24073193000000.0,1856541000000.0,-3972000000.0,0.0,0.0,-100000000000.0,0.0,0.17065054076532743,0.3566298748405003,0.5296520221745138,0.0,0.0,0.0,0.0,16.920716865882206,36916087848000.0,1247165130.0,10.2532840556,2.0151965772,2.9541347463,3.4575784501,1056.7269468157758,14688.3933485215
ACB,2018,3,312777917000000,5220544000000,7872030000000,15466552000000,792343000000,934135000000,-141792000000,0,218543139000000,220939364000000,-2396225000000,54569454000000,9226701000000,45780556000000,-437803000000,180222000000,1668000000,183927000000,-5373000000,3140503000000,2628638000000,511865000000,223354000000,6769776000000,312777917000000,293259129000000,0,15165276000000,267975270000000,30543000000,161379000000,3980000000000,5946661000000,19518788000000,10593415000000,2913780000000,-133880000000,6145473000000,11259140000000,0,6007831000000,0.15676804396150287,1309422000000,1.3947132116672183,6007831000000,-3444588000000,2563243000000,525726000000,-197304000000,328422000000,160887000000,-18545000000,123170000000,249778000000,-57895000000,191883000000,11381000000,3360441000000,-1520206000000,1840235000000,-214904000000,1625331000000,-315909000000,-315434000000,-475000000,1309422000000,1309422000000,0,-156266000000.0,1431546000000.0,2912492000000.0,-1211000000.0,-97084000000.0,11381000000.0,-61486000000.0,0.0,0.0,2849795000000.0,24073193000000.0,-109486000000.0,26813502000000.0,2911281000000.0,177000000.0,0.0,10000000000.0,0.0,15.0244538237,0.16089641426506604,0.37999012828305284,0.5108458308478752,0.2456468506,0.0,0.0144601155,0.0,16.024453823669788,36417221796000.0,1247165130.0,8.346752165,1.8657522074,2.7337157571,2.3964264012,1049.9187064346484,15650.524161143
ACB,2018,4,329333241000000,6129169000000,10683536000000,18769776000000,1177972000000,1339157000000,-161185000000,0,227983048000000,230527220000000,-2544172000000,53380061000000,8201643000000,45635016000000,-456598000000,155975000000,1398000000,159927000000,-5350000000,3233388000000,2640643000000,592745000000,247454000000,7572862000000,329333241000000,308315342000000,3074100000000,20718382000000,269998503000000,38198000000,160093000000,8290918000000,6035148000000,21017899000000,12220152000000,3693069000000,0,5104678000000,12885877000000,0,6617477000000,0.20830083189085358,1365231000000,1.3091759412739759,6617477000000,-3678873000000,2938604000000,595216000000,-172765000000,422451000000,-66506000000,-31012000000,-17548000000,927489000000,-10769000000,916720000000,1628000000,4164337000000,-2279898000000,1884439000000,-272215000000,1612224000000,-246993000000,-292988000000,45995000000,1365231000000,1365231000000,659,6591000000.0,1258733000000.0,417282000000.0,-544000000.0,-137038000000.0,1605000000.0,-134789000000.0,0.0,2167000000000.0,2448949000000.0,26813502000000.0,133880000000.0,29396331000000.0,416738000000.0,855000000.0,0.0,24000000000.0,0.0,14.6691799214,0.15383973440922902,0.409174695542072,0.4645848845233995,0.2773131377,0.0,0.0167426296,0.0,15.669179921361312,37414953900000.0,1247165130.0,7.525255925,1.7801471926,2.6661742558,3.2471277831,1094.6673917991918,16852.5390058011
ACB,2019,1,335802627000000,6486237000000,9209490000000,25444809000000,362702000000,521780000000,-159078000000,6613000000,234791366000000,237357737000000,-2566371000000,48902064000000,7375209000000,41995287000000,-468432000000,151878000000,1398000000,155827000000,-5347000000,3220924000000,2629044000000,591880000000,223153000000,7003391000000,335802627000000,313419182000000,0,23564352000000,275070155000000,0,152018000000,7961092000000,6671565000000,22383445000000,12220152000000,3693069000000,-343000000,6470567000000,12885877000000,0,6535477000000,0.17000393314618217,1365889000000,0.19345190766859532,6535477000000,-3678937000000,2856540000000,540578000000,-169131000000,371447000000,80552000000,26120000000,18446000000,136198000000,-2466000000,133732000000,3325000000,3490162000000,-1798929000000,1691233000000,15661000000,1706894000000,-341005000000,-371594000000,30589000000,1365889000000,1365889000000,1095,8803000000.0,2371137000000.0,7060100000000.0,-193000000.0,-126334000000.0,2195000000.0,-119946000000.0,0.0,0.0,6939961000000.0,29396331000000.0,-343000000.0,36335949000000.0,7059907000000.0,93000000.0,0.0,4100000000.0,0.0,14.0022763252,0.14389759931949705,0.4357590305794939,0.4781620421909023,0.2638366329,0.0,0.0166426907,0.0,15.002276325203738,38425157655300.0,1621314669.0,7.1709397112,1.7166775559,2.7021939654,3.1381649973,842.4576833332777,13805.7376695455
ACB,2019,2,350938171000000,6553800000000,7775415000000,28088067000000,252870000000,418712000000,-165842000000,10969000000,248029667000000,250704406000000,-2674739000000,50163340000000,7329341000000,43327073000000,-493074000000,151824000000,1398000000,155827000000,-5401000000,3315801000000,2587230000000,728571000000,223063000000,6373355000000,350938171000000,327104466000000,794854000000,11843899000000,291279937000000,0,149172000000,16139450000000,6897154000000,23833705000000,12220152000000,3693219000000,17174000000,7903160000000,12885877000000,0,6811805000000,0.1736003011614875,1532743000000,0.1630077250926275,6811805000000,-3908801000000,2903004000000,707878000000,-187775000000,520103000000,68747000000,-3942000000,-26749000000,480648000000,-1109000000,479539000000,7947000000,3948649000000,-1922154000000,2026495000000,-111156000000,1915339000000,-382596000000,-365036000000,-17560000000,1532743000000,1532743000000,1149,13166000000.0,2380815000000.0,-291835000000.0,-275000000.0,-134877000000.0,9370000000.0,-124293000000.0,0.0,0.0,-416403000000.0,36335949000000.0,17517000000.0,35937063000000.0,-292110000000.0,1214000000.0,0.0,0.0,0.0,13.7244488845,0.13912234795219627,0.4639925706662954,0.5279851491765082,0.256970075,0.0,0.0167762405,0.0,14.724448884468446,38100894721500.0,1621314669.0,6.8363441191,1.5986140099,2.546240392,3.773929134,945.3704634309948,14700.2339864724
ACB,2019,3,358175116000000,5572625000000,5973123000000,25612836000000,792641000000,933861000000,-141220000000,48709000000,253342924000000,256052028000000,-2709104000000,56188889000000,10814060000000,45862379000000,-487550000000,151891000000,1398000000,155827000000,-5334000000,3490743000000,2662187000000,828556000000,222972000000,6777763000000,358175116000000,332810807000000,0,8628094000000,298007119000000,0,149326000000,18536249000000,7490019000000,25364309000000,15961648000000,3693219000000,-1434000000,5710876000000,16627373000000,0,7285383000000,0.21264779252279234,1549212000000,0.18312660089718974,7285383000000,-4262358000000,3023025000000,726617000000,-207479000000,519138000000,142048000000,51801000000,11967000000,88345000000,-4425000000,83920000000,16957000000,3848856000000,-1843617000000,2005239000000,-66466000000,1938773000000,-389561000000,-400951000000,11390000000,1549212000000,1549212000000,438,12778000000.0,1989071000000.0,-4763817000000.0,-164000000.0,-114859000000.0,16957000000.0,-93917000000.0,0.0,0.0,-4857898000000.0,35937063000000.0,-18608000000.0,31060557000000.0,-4763981000000.0,3985000000.0,0.0,0.0,0.0,13.1212250647,0.1376242104604545,0.4937902410088676,0.5124707867119855,0.2511064926,0.0,0.0169200031,0.0,14.121225064715937,40584624286500.0,1656515277.0,6.8674571244,1.6000682016,2.6264958439,16.4925233329,935.2234908486147,15311.8473171799
ACB,2019,4,383514439000000,6437812000000,10420306000000,30341599000000,2985262000000,3145903000000,-160641000000,87753000000,266164852000000,268700541000000,-2535689000000,55956160000000,10601503000000,45821522000000,-466865000000,97884000000,1441000000,101827000000,-5384000000,3770219000000,2721100000000,1049119000000,361676000000,6890916000000,383514439000000,355761932000000,0,19248572000000,308129391000000,0,156147000000,20830836000000,7396986000000,27752507000000,16799171000000,4613420000000,0,6339916000000,16627373000000,0,7684857000000,0.16129712275539454,1549241000000,0.1347830513663988,7684857000000,-4355266000000,3329591000000,733686000000,-247882000000,485804000000,138978000000,1227000000,50658000000,841003000000,-38054000000,802949000000,479000000,4809686000000,-2742896000000,2066790000000,-111860000000,1954930000000,-405689000000,-338808000000,-66881000000,1549241000000,1549241000000,878,31591000000.0,966954000000.0,3799366000000.0,-694000000.0,-146777000000.0,0.0,-215273000000.0,0.0,1033523000000.0,4616922000000.0,31060557000000.0,1434000000.0,35678913000000.0,3798672000000.0,16843000000.0,0.0,54000000000.0,0.0,12.8126951285,0.13585147460732105,0.5402834794407482,0.46529468634435883,0.2463934246,0.0,0.0168617705,0.0,13.819091695031371,32922198084600.0,1662737277.0,5.4779606741,1.1857292421,2.045193274,5.6616944774,931.7413047930362,16698.584547341
