Symbol,Year,Quarter,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Budget sources and other funds,MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
DBC,2023,1,6175086276539,149615311807,564396363094,541044298755,4739393767621,180636535262,5961550475978,4264897797230,0,114326245295,0,82382523685,12136636752517,7816137623763,6672568555179,1143569068584,4320499128754,4320499128754,0,-312629343974,0,0,12136636752517,122384254361,4748205870077,17343836596,1794676890507,2420018590000,2420018590000,910649452894,889607651772,4290293897624,0,82382523685,0,23260966510,23260966510,-0.17761261402084944,2402074011852,-320728534185,-38.2560924574425,8024309308,-68667449438,2402074011852,-88376086657,2313697925195,-2384166823718,-70468898523,-69637673799,0,-97641504447,-82442854532,-312166621993,1330990626,-65330080,1265660546,-310900961447,-9827572738,0,-320728534185,-320728534185,-310900961447.0,128984109960.0,0.0,0.0,-6178854762.0,68667449438.0,-119428256811.0,277218609.0,470553240197.0,-1018146890973.0,-6251563858.0,-91308398132.0,-61451454418.0,0.0,-46526000000.0,-872282105386.0,-161864702098.0,154545454.0,-121513036027.0,62000000000.0,0.0,0.0,6024309308.0,-215198883363.0,0.0,2615438451688.0,-1978358012834.0,-26995918408.0,0.0,610084520446.0,-477396468303.0,627011780110.0,0.0,149615311807.0,1.4145571197,1.809082097,0.9871308083008374,1.1225963428924335,0.9919713532,2.6791459517,9.112635341218352,151.3931647515,49.3086197069,209.81441979961835,2.4109410791,-0.10829125737357577,-0.03045725967751855,-0.13862161118460128,-0.0384847515,0.0114247018,-0.0150982882,609311578646.0,-250553257502,0.0,0.9254436617,0.0224224466,0.2151633958,3.64879225240811,2.8090820969606622,6146847218600,242001859.0,-34.2924166568,1.4227169212,0.5219397513,-14.6599502563,-1325.3143406018216,17853.1650401661,18.3784054821
DBC,2023,2,6533267938715,397272722190,550577354694,434096975401,5044331811437,106989074993,5988054980276,4147587071609,0,111268960072,0,110305241115,12521322918991,7874003796220,6776222166371,1097781629849,4647319122771,4647319122771,0,8996062946,0,0,12521322918991,133782693089,5049898333269,18262388410,1799871477604,2420018590000,2420018590000,877398402405,122030880244,4332141186992,0,110305241115,0,23178466510,23178466510,0.15649442596626534,3444879671522,326819993725,21.90808547110256,9812892676,-47696716855,3444879671522,28190547943,3473070219465,-2810865275838,662204943627,-71152998548,-1057285223,-149573647973,-80860044547,369373860012,1085627852,-27969561,1057658291,370431518303,-43611524578,0,326819993725,326819993725,370431518303.0,125749762831.0,-3245580624.0,-47936295.0,-10359976267.0,47696716855.0,530224504802.0,128255843653.0,-304536133923.0,7398270977.0,19987576984.0,10795102991.0,-7676475821.0,0.0,-3633390000.0,380815299663.0,-78939842763.0,931557429.0,40260190875.0,-26441182475.0,0.0,0.0,8207483191.0,-55981793743.0,0.0,3173829362929.0,-3174717847157.0,-76335547603.0,0.0,-77224031831.0,247609474089.0,149615311807.0,47936294.0,397272722190.0,1.3097740505,1.6943109755,0.8924687463975939,1.207514061686979,1.0131122194,2.8608731374,8.300703959952546,154.6382220926,46.8367703657,209.77569641825255,2.360347882,0.124319758548824,0.19066845810247038,0.09410117650179389,0.0286376798,0.0464502835,0.0109943681,952873676542.0,431771251107,0.0,0.9641460652,0.0586274642,0.2197295323,-9.052431269422643,2.6943109754694583,5517642385200,242001859.0,41.3923931588,1.1872742627,0.4491867724,-33.8564137222,1350.4854676550233,19203.6505090277,10.8407961167
DBC,2023,3,6328572697729,319675230727,552181457182,631000758453,4718066991894,107648259473,5895488881981,5236624636009,0,121268960072,0,54392511226,12224061579710,7564278783579,6199925778197,1364353005382,4659782796131,4659782796131,0,21459736597,0,0,12224061579710,310777013800,4723633513726,18240630076,1799871477313,2420018590000,2420018590000,1145968982025,221020755939,3887394653403,0,54392511226,0,25678466510,25678466510,-0.22866340226618004,2827151372627,12463673653,-0.9396006131196423,6840884311,-60983930991,2827151372627,-117900497321,2709250875306,-2428437913374,280812961932,-69508394011,0,-110228428818,-85839659470,22077363944,1430664430,-34981135,1395683295,23473047239,-11009373586,0,12463673653,12463673653,23473047238.0,126053315499.0,0.0,-62029021.0,-8256437332.0,82913923987.0,224121820372.0,-187742837299.0,343601586561.0,-145265373811.0,55064503020.0,-154897384072.0,-4777127317.0,0.0,-10067260000.0,120037927454.0,-101311562586.0,-848239247.0,-39945284963.0,28341182475.0,0.0,3057285223.0,3364854418.0,-107341764680.0,0.0,3159928221042.0,-3265235683760.0,14951779459.0,0.0,-90355683259.0,-77659520485.0,397272722190.0,62029022.0,319675230727.0,1.3260988522000001,1.6233114535,1.1237915725078322,1.2107525009774358,0.925018282,2.5460438302,8.581851063685612,169.2229882303,53.2117815297,231.0166208236856,2.1569173539,0.03127981775937541,0.10364967101848152,0.0046004132605815895,-0.0131614444,0.026316201,-0.0049050582,756768313986.0,84744873644,0.0,1.0207497516,0.0515611383,0.2597620945,-1.3896262878906025,2.6233114534564983,6171047404500,242001859.0,-101.8529341461,1.3243208266,0.5400915644,-618.7752361984,51.50238805810165,19255.1528958751,14.38318123
DBC,2023,4,7159065473836,592137027608,489883400931,424294692650,5552256326305,100494026342,5852638784036,5148429144344,0,119560794629,0,72097180547,13011704257872,8345469400718,7141605466044,1203863934674,4666234857154,4666234857154,0,27911797620,0,0,13011704257872,140399580900,5557822848137,19951280564,1799871477313,2420018590000,2420018590000,1026414552256,221365130349,4840720809254,0,72097180547,0,36857580999,36857580999,-0.09311096126606994,2758124216034,6452061023,1.0815241361541308,11098650074,-63180179999,2758124216034,-144142479188,2613981736846,-2372289521031,241692215815,-70436345233,-1708165443,-74996579777,-107213348221,-1563572785,17821830525,-1512650482,16309180043,14745607258,-8293546235,0,6452061023,6452061023,14745607258.0,161194368970.0,0.0,21931955.0,-11298266810.0,63180179999.0,227843821372.0,217296452985.0,-834189334411.0,-52652346379.0,-21644636066.0,-67144248922.0,-3912318552.0,0.0,-1918690000.0,-536321299973.0,-103302236670.0,201129564.0,33783938726.0,28514117525.0,0.0,1708165443.0,14128188139.0,-24966697273.0,0.0,3712274348408.0,-2831138168699.0,-47364453627.0,0.0,833771726082.0,272483728836.0,319675230727.0,-21931955.0,592137027608.0,1.4773259650000001,1.7884803606,1.103336909082218,1.2124289415674443,0.8550821803,2.3512746757,7.778104226076532,195.6483843183,53.4005888171,256.82707736147654,1.8655916903,0.02275543358951338,0.09246132534446205,0.0024682884857432025,0.0053735794,0.0308965837,0.0019246809,872728498385.0,59482287817,0.0,0.9943479321,0.0829137132,0.2249927072,-0.9414706925168854,2.788480360760927,7477857443100,242001859.0,299.0282467841,1.602546308,0.6730744315,-7.7306476229,26.66120437942586,19281.8141014611,13.9694599986
DBC,2024,1,6648534125163,357618320425,493367826465,452496415397,5250293087580,94758475296,5863286262600,5044259074000,0,119560794629,0,120794997088,12511820387763,7772977820309,6546473863503,1226503956806,4738842567454,4738842567454,0,100519507920,0,0,12511820387763,157797944073,5255859609412,19930024273,1799871477313,2420018590000,2420018590000,1050330204441,275297691993,4506845076249,0,120794997088,0,36351922000,36351922000,0.3918401857877443,3343303138932,72607710300,1.2263836938752666,7138748355,-43531561314,3343303138932,-90711455677,3252591683255,-2903749937421,348841745834,-50852845689,0,-110294319794,-96662970512,98170358194,2017127682,-791881140,1225246542,99395604736,-26787894436,0,72607710300,72607710300,99395604736.0,154872388988.0,0.0,-55564165.0,-5083184190.0,43531561314.0,292660806683.0,-28908142876.0,260162448658.0,-197893235290.0,12212835122.0,-72130485789.0,-64896992505.0,0.0,-14157433000.0,187049801003.0,-117124576080.0,0.0,-3484425534.0,0.0,0.0,0.0,8945010083.0,-111663991531.0,0.0,3306757452136.0,-3559211424759.0,-57506108197.0,0.0,-309960080820.0,-234574271348.0,592137027608.0,55564165.0,357618320425.0,1.3943289719,1.6402692661,1.0644495997068095,1.231294620652092,0.9587552004,2.4618595509,6.795897310846566,178.6516491412,39.9541405158,225.40168696784656,2.0430821756,0.04362196959995006,0.10725039593192957,0.022323032636958146,0.0894269836,0.0697243224,0.0332884438,1285752704384.0,141884455528,0.0,1.0155901121,0.0546276252,0.2135868968,-3.259346810571877,2.640269266105864,8228063206000,242001859.0,19.6682018763,1.7363022909,0.6828894714,54.2813656143,300.0295559713035,19581.8436562258,10.4433925128
DBC,2024,2,7385113088540,524315781593,520745054146,423948466106,5827218479921,88885306774,5941169058170,4959717036890,0,117238338559,0,132823958327,13326282146710,8441004341944,7354493380651,1086510961293,4885277804766,4885277804766,0,220947551017,0,1000000000,13326282146710,117245000296,5827218479921,17620421426,1824878671528,2420018590000,2420018590000,917682890098,210315341487,5748936229146,0,127053473155,0,34360746999,34360746999,-0.07325765219355307,3192515874697,145435237020,-0.5549989602460635,4720626723,-78600762332,3192515874697,-7846655238,3184669219459,-2754155131685,430514087774,-80206799362,-322456070,-111428500609,-94025334680,149251623776,7976691176,-15602047,7961089129,157212712905,-17547961057,5770485172,145435237020,145435237020,157212712905.0,162817189828.0,-5566521832.0,-61738704.0,-6121480916.0,78600762332.0,386880923613.0,-27465441126.0,-587382927824.0,202246388080.0,-5601814169.0,-49981208742.0,29155853219.0,0.0,0.0,-52148226949.0,-176348131700.0,0.0,-42015049570.0,14637821889.0,0.0,0.0,9401960289.0,-194323399092.0,0.0,4109505627592.0,-3680096656039.0,-16301623048.0,0.0,413107348505.0,166635722464.0,357618320425.0,61738704.0,524315781593.0,1.5524812124,1.7278453098,1.015237461429804,1.2693429240953205,0.9210575889,2.307219829,6.93410184623375,186.4023588186,34.988354635,228.32481529983374,1.9581297271,0.07066989912479275,0.1351832978896107,0.045667297605465604,0.050019939,0.0442500373,0.0185581151,1116109132759.0,225060252485,0.0,1.0041634014,0.0712918966,0.2118289497,-2.8633342197671445,2.727845309781378,10341276580500,334669145.0,34.37745283,1.664113103,0.8793233522,-28.9501167361,434.5642231822716,18568.4494301559,14.7696846431
DBC,2024,3,8035757929498,541033612803,1343155999497,604692154815,5452642340825,94233821558,6034004991564,4848920890077,0,117238338559,0,130894934600,14069762921062,7542553578748,6449101062420,1093452516328,6527209342314,6527209342314,0,533117998565,0,1000000000,14069762921062,247856519954,5452642340825,17126350694,1824878671528,3346691450000,3346691450000,925899347847,246391924856,4758988212269,0,125124449428,0,34360746999,34360746999,0.30122672729040234,3678764928158,312170447840,24.04642343269801,6818699242,-71991440880,3678764928158,-153736747454,3525028180704,-2901413800939,623614379765,-72903837760,0,-126086728198,-100123493522,331319019527,1139896039,-1421775262,-281879223,331037140304,-18866692464,0,312170447840,312170447840,331037140304.0,156020697226.0,0.0,-672032258.0,-4381252356.0,72439096088.0,554443649004.0,-125434671957.0,389353631894.0,-600567650572.0,-652600322.0,-119138884372.0,-2066119081.0,0.0,-2695120000.0,93242234594.0,-302949419648.0,611818182.0,-807773123462.0,-14637821889.0,0.0,2322456070.0,-136365816.0,-1122562456563.0,1330761090000.0,2904987115997.0,-3148652608670.0,-41729576406.0,0.0,1045366020921.0,16045798952.0,524315781593.0,672032258.0,541033612803.0,1.0128044868,1.1555556415,0.742878102383335,1.6959663961529825,0.9505950928,2.5150873955,6.783473861353222,184.4226166929,27.1101702497,218.3162608039532,1.9791498816,0.11273786695391257,0.17691046646908082,0.08855828431353277,0.1031277253,0.0674602536,0.0405646122,1458735798887.0,397404158045,0.0,1.2460276016,0.0838928724,0.4005388602,-5.520158413101066,2.1555556414977866,8902199257000,334669145.0,12.8905243577,1.3640689089,0.7078568348,-22.4477754851,932.7733150900422,19500.4811163993,9.6296075102
DBC,2024,4,7838139952903,439331953874,1370890520510,402126060200,5516781758000,109009660319,6283415874694,4789772451065,109001808000,116130417629,0,146208603643,14121555827597,7355476127696,6420694102809,934782024887,6766079699901,6766079699901,0,771988355861,0,1000000000,14121555827597,104799300518,5516781758000,16144217702,1824878671819,3346691450000,3346691450000,764296861397,207417787622,4928462261794,0,123779100097,0,38827323609,38827323609,0.22774161095297704,3386263868202,238870357295,36.022333862541956,20535307436,-69097129592,3386263868202,224970280278,3611234148480,-3080759137618,530475010862,-70681624773,-1107920930,-121289309194,-100908014272,257023449129,10492978900,-913339770,9579639130,266603088259,-44391749338,16659018374,238870357295,238870357295,266603088259.0,165497467536.0,0.0,1358074100.0,-20332367537.0,69097129592.0,482223391950.0,186148948832.0,-5480272595.0,270974684238.0,-10199946864.0,-22373891768.0,-596584680.0,0.0,-3019160000.0,897677169113.0,-273873425487.0,5493714390.0,-84169025294.0,56434504281.0,0.0,-2322456070.0,13050296451.0,-285386391729.0,-1000000000.0,3274322179233.0,-3959160667815.0,-27211226942.0,0.0,-713049715524.0,-100758938140.0,541033612803.0,-942720789.0,439331953874.0,0.9543275089000001,1.0871104767,0.7079095522825548,1.7580321394528562,1.0005080989,2.7315854084,5.644999176744811,172.7275628779,24.4311349717,202.80369702634482,2.113154345,0.08536629714962038,0.14689576722276,0.06614646059313065,0.1345573597,0.0860936215,0.0566893731,1711834297032.0,308277687396,0.0,1.2207620901,0.0684243708,0.3615431849,-4.461512210656173,2.0871104766625237,8667930855500,334669145.0,9.5448661967,1.2812754971,0.6385910797,6.5203985858,713.7507620996851,20214.2318793715,8.0689964132
DBC,2025,1,8227485827184,570452137703,1380278872130,576821528472,5607673930108,92259358771,6183532290410,4659608267705,107067894165,116130417629,0,151112568407,14411018117594,7176628149530,6240410452588,936217696942,7234389968064,7234389968064,0,1240248824315,0,1049800000,14411018117594,234388110705,5607673930108,15650146970,1824878671528,3346691450000,3346691450000,780752694502,234464813995,4711090825224,0,128683064861,0,38827323609,38827323609,0.12164019616896353,3749983188604,508260468164,6.0000894679638455,18846004047,-69258501871,3749983188604,-140632852370,3609350336234,-2792163520507,817186815727,-69341921196,0,-128378572272,-107051633580,531260692726,5367070283,-347585863,5019484420,536280177146,-28019708982,0,508260468164,508260468164,536280177146.0,164135866726.0,0.0,0.0,-18338703420.0,69258501871.0,751335842323.0,-172041860263.0,-90892172108.0,39416950253.0,9231607812.0,-70945550633.0,-89370725892.0,40000000000.0,-35254937000.0,381479154492.0,-58404639961.0,0.0,-9388351620.0,0.0,0.0,0.0,18299824383.0,-49493167198.0,49800000.0,2583406737628.0,-2752146636032.0,-32175705061.0,0.0,-200865803465.0,131120183829.0,439331953874.0,0.0,570452137703.0,0.8670525424000001,0.9920156615,0.6440913868722453,1.8797133107045614,0.9962900662,2.893398774,5.741597525621076,177.3340306787,24.7706415551,207.8462697594211,2.0582625828,0.16118042187115741,0.22640828392947124,0.14081771532721857,0.1896557785,0.1188488887,0.0861624357,2160969929117.0,581756609875,0.0,1.3184206215,0.0914125989,0.4198140358,-8.399786223481595,1.9920156614740168,11412217844500,334669145.0,8.6691845373,1.5777244785,0.819238113,7.9106839662,1518.695331665547,21613.4061837819,7.5589478625
DBC,2025,2,8380690108898,363518450456,1681023000347,535860600104,5683788925358,116499132633,6193746306454,4564708087252,105625646997,113539337533,0,151951509588,14574436415352,6996910118728,6088959953190,907950165538,7577526296624,7577526296624,0,1520140110420,0,1049800000,14574436415352,173292338329,5683788925358,33109508801,1888123713983,3346691450000,3346691450000,746626176250,257797097425,4193024918565,0,130052928260,0,40161203609,40161203609,0.2489206033659654,3987198852482,506971328560,2.485890620099737,21074765594,-65178049787,3987198852482,-167103009766,3820095842716,-2995032152516,825063690200,-65781175600,-2591080096,-128271489921,-117002630566,532492079611,5199170444,-828484231,4370686213,536862765824,-29360515046,-530922218,506971328560,506971328560,536862765824.0,163519487246.0,0.0,-1927121.0,-21111073711.0,65178049787.0,744447302025.0,36248988704.0,-76114995250.0,24170369170.0,-9287278903.0,-71466857126.0,-4201689494.0,160000000000.0,-1000000000.0,802795839126.0,-168083677697.0,245454545.0,-300744128217.0,0.0,0.0,2591080096.0,8452242690.0,-457539028583.0,0.0,3194591859591.0,-3712921953077.0,-33862331425.0,0.0,-552192424911.0,-206935614368.0,570452137703.0,1927121.0,363518450456.0,0.7504133999,0.9233765539,0.6024008243014222,1.9688705066848515,1.0189947891,3.0887347762,5.50417562665808,172.5926004714,25.6728829565,203.76965905455808,2.1148067704,0.15177356631470873,0.21597984034175402,0.1327116777781039,0.2229481812,0.1491732494,0.1095740464,2516401543763.0,579789569713,0.0,1.3763746474,0.0597012385,0.4429165579,-8.895472810366922,1.9233765538821448,10102750008750,384866667.0,6.3615669194,1.3334364613,0.6935982553,4.5807160882,1317.2648400855146,19685.9773689468,5.8337003049
