ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
NVL,2018,3,43766617918031,4869248099742,80577276622,4784753561738,32988506945333,1043532034596,18628626643647,0,351541715917,3456193077942,7896289908556,0,6358919216096,62395244561678,44021809101577,28472873084288,15548936017289,18373435460101,18373435460101,4292322598413,960869340662,62395244561678,1699002823232,709773622349,32993525545641,0,9074559280000,9142859280000,12500325751504,11352044026307,9710540641608,5824981428262,434325398908,600000000,209210856990,209210856990,0.007474435698327269,2457894591192,657259561851,0.346833682257382,85853754076,-310284104503,2457894591192,-14481152845,2443413438347,-1782335243929,661078194418,-471627580596,814508774570,-89104529492,-173208477599,827500135377,9713757158,-34112712504,-24398955346,803101180031,-119071601718,-16879385756,667150192557,9890630706,657259561851,803101180031,135522026171,-1035395668,93923281931,-860932658258,338942033843,509520468050,1652151925194,-1382827457951,-2518377741719,4877598718,-451500969824,-196499299539,0,0,-2382655477071,-33985110943,146331969,-512356669849,603516465953,-1286691129631,699916757000,81635244610,-447818110891,-4601312324,-49785900000,2948523202995,-4035698710543,0,-1141562719872,-3972036307834,8840789438874,494968702,4869248099742,1.8892053269,2.3959487161,0.019133151047358216,0.942176950110815,0.2285802227,35.7597331022,14.864298050899526,1221.3424218544,87.952416275,1324.1591361802996,0.2988514879,0.16320004673329852,0.27055519301114583,0.2689923659811106,0.1336933597,0.0649579189,0.0378510395,3055043147179.0,398765187327,0.0350262697,1.5371338814,0.1710135849,0.3785396346,-1.285161506954168,3.3959487161327537,53518498085400.0,937276674.0,23.9186263611,3.0735560582,4.2378219786,-29.998702558,701.2439123722394,18577.8293672109,23.508992266
NVL,2018,4,50785405901013,12326942295680,95691805879,4664101758381,32758236767177,940433273896,19102647351452,0,344564833776,3499360081191,7556238420121,0,7016900664685,69888053252465,49415450816838,27907618098761,21507832718077,20472602435627,20472602435627,6120274490063,982721424538,69888053252465,1493719267200,430653870350,32765815815103,0,9304466740000,9372766740000,16266146196964,7779244490508,11645389730077,6481348532606,465806857437,7939750000,255403896052,255403896052,0.4881800855349599,8848554588936,1847108050562,1.597275544343342,307123692696,-359705869054,8848554588936,-291491854700,8557062734236,-5469998099544,3087064634692,-532142616352,264063573953,-198835761247,-242356255619,2684917268123,48080196098,-28882788720,19197407378,2704114675501,-520927072231,-328425662006,1854761941264,7653890702,1847108050562,2748773023344,184313467731,12824093396,-39749833096,-568744225176,367864310985,2705280837184,230161973596,1881459996481,-1667846553163,79718298855,-498101168457,-79192676674,0,0,2651480707822,-79243610359,44444654818,-119982474760,437904919724,-1524754801159,270000000,52882635815,-1188478675921,226590000000,-191000000,9211319523980,-3433993363648,-8288670912,5995436489420,7458438521321,4869248099742,-744325383,12326942295680,2.158870433,2.416998092,0.01683053411794773,1.0498207678970592,0.2561651794,27.4574391928,13.722968895128876,1080.1458954575,93.1434643334,1187.012328686029,0.3379173143,0.3092033680248847,0.3607621833063051,0.21585771986594127,0.1914198145,0.082492406,0.0540631096,4507058707583.0,2645872617826,0.0,1.8184499612,0.4407296792,0.6448084736,-7.355655955195979,3.413735672942285,55393051433400.0,937276674.0,17.1654696352,2.843979821,3.6227354092,96.2908192446,1970.7180406817636,20780.7381629216,16.3511380368
NVL,2019,1,51909519546558,8615715051750,398649722895,6260105826127,35706271348636,928777597150,17751039966453,0,801361690648,3028064513853,5653956430644,0,7606133127137,69660559513011,48911228870843,26809399441512,22101829429331,20749330642168,20749330642168,6397992739762,981731381380,69660559513011,1503094483085,431165705931,35712018716880,0,9304466740000,9372766740000,16424627249594,4839151827688,9635979057699,7175953828981,365558435256,44689750000,214537106874,214537106874,1.57185556070581,4948927327062,293982782796,1.335612688811771,133796573356,-379735662065,4948927327062,-39057700055,4909869627007,-3628655585693,1281214041314,-469115184621,-70872840,-70964583835,-262738201381,612121771993,8289103478,-38631669805,-30342566327,581779205666,-281508602651,-14713646629,285556956386,-8425826410,293982782796,581779205666,225190900703,-1831679682,-2147901988,-125979811322,398844309492,1075855022869,-846157739417,2234029197383,-347088350910,70076648009,-474270048737,-519148667123,0,0,1193296062074,-20198640985,807500000,-221181987976,294162235379,-2630174711147,0,109029803058,-2467555801671,653500000,0,1617297059596,-4051651467291,0,-2433700907695,-3707960647292,12315170763611,3850449,8607213966768,2.0475471854,2.3572436969,0.0386210863602234,1.0640111972380837,0.2806748382,39.3336991817,14.10153120452311,977.6606963676,66.5391481414,1058.3013757135232,0.3733401592,0.19298094004088495,0.2609466520794389,0.05987588370553304,0.1766810544,0.0988238081,0.0522262511,5281913637733.0,947511256098,0.0,1.9362432814,0.3213691926,0.6043868395,-2.4951863908315595,3.357243696885467,54080864089800.0,937276674.0,15.5089043001,2.7358336931,2.9563718953,20.1509702831,313.65635244220323,21090.4632635593,13.7275032687
NVL,2019,2,56921652870416,7325834929936,397288986526,6540079686524,41677158225432,981291041998,17875625539780,0,854751569604,3064386356212,5687560135930,0,7587951594219,74797278410196,52604001069764,22772024752637,29831976317127,22193277340432,22193277340432,6914017912690,1909652906716,74797278410196,1062272922067,462870529599,41682749274174,0,9304466740000,9372766740000,18636462537997,2681972252635,9203554856800,7179352315054,344824625486,44905057485,214972287675,214972287675,0.3165373041007081,3165647146493,519582619267,-0.12956429849672,95500116736,-234422202386,3165647146493,-31135353543,3134511792950,-2252707932975,881803859975,-743088810589,998692167,-79595188118,-311800118042,-156181447871,955231231645,-50098468936,905132762709,748951314838,-182606588694,-57196115547,509148610597,-10434008670,519582619267,748951314838,-719586999648,-156319502,37176742700,-95791465054,239747280647,210340553981,2817597271516,793429370288,-2168923510211,30213118352,-964562074529,-219034875020,0,0,499059854377,-66227680253,3702500000,-190346051490,-251448035809,-3713899214258,0,85435809453,-4132782672357,708000000,0,4352365451956,-2006846477780,0,2346226974176,-1287495843804,8607213966768,147072599,7319865195563,2.0941692937000003,2.370267368,0.038513985856735204,1.1380557763940755,0.2752756599,32.3864710432,15.789351421468107,994.4345192357,62.6426397189,1072.8665103760682,0.3670427695,0.15645452504533702,0.2813209578468688,0.1657618964572478,0.1625215646,0.0902163431,0.0480319583,4349776916651.0,490408553815,0.0,2.4996307306,0.3217032745,0.6694395782,-2.0919885097209883,3.370267368034434,55580506768200.0,937276674.0,16.5366322418,2.7401664308,2.9183740988,28.1055360318,554.3535155415593,21641.0212655266,17.9329523409
NVL,2019,3,56823768158008,4300966912717,420864681735,7758582757738,43341218066969,1002135738849,17754953962143,0,847872114997,3064125997592,5602942679681,0,7369080572527,74578722120151,52088736460447,18360394834802,33728341625645,22489985659704,22489985659704,7214535437753,1905843700925,74578722120151,813634887029,472688727270,43343292365090,0,9304466740000,9372766740000,18773392884834,1996044485426,7615742915192,6968396879298,339028632555,45058837485,219814441748,219814441748,-0.37969913149180196,1524634149618,300610545832,-0.542630395539003,359693103198,-141373644505,1524634149618,-18492107248,1506142042370,-984330461983,521811580387,-256267271666,-10223974166,-57955501342,-286579272607,270478663804,300997852235,-14556141351,286441710884,556920374688,-127683866155,-142683956370,286552552163,-14057993669,300610545832,556920374688,-1802668303,-3516750621,-20937061379,-343017098256,142420234298,330067030427,1437452962751,267488960801,1246085416850,15608026843,-549357719641,-103446778050,0,0,2643897899981,-137486966366,13620107831,-136234474947,137840582067,-4608010166327,432259820000,83285865696,-4214725232046,397000000,0,4302178791499,-5756553132057,0,-1453977340558,-3024804672623,7325834928936,-63343596,4300966912717,2.0081172735,2.3160858014,0.03769998468768073,1.1532707719745843,0.250691737,25.4273254334,18.909598168862754,1135.2994600744,61.3192393683,1215.5282976115627,0.3215010778,0.11770258146372761,0.34645575630164327,0.1995897713332351,0.1381269475,0.0878152542,0.0410689223,3990963811288.0,177276806438,0.0,3.0949099227,0.2342524195,0.734327895,-1.2539593716969657,3.316085801414093,53421697914700.0,969540797.0,17.4072729415,2.5952841766,2.9502112739,7.3960841438,310.05456063547166,21230.8156835395,19.3977480537
NVL,2019,4,71272427321769,6513219516007,419222941609,5979742308954,57197687821323,1162554733876,18700071842539,0,841693296275,3798443216145,5744314191185,0,7180782732217,89972499164308,65516622861558,17992941950319,47523680911239,24455876302750,24455876302750,8717663866997,2182614684727,89972499164308,834794221001,768720953764,57201331751293,0,9695407970000,9695407970000,26960862630493,1254023590387,7629419828326,6841446546457,262799716897,7939750000,284856191748,284856191748,-0.843248480818065,1387024374380,2308315872954,0.2496918478871191,440103405621,-397474385034,1387024374380,-6564824644,1380459549736,-912877200170,467582349566,-625501745194,-226226606,-86353859292,-339961869656,-144357945561,2582616557840,-63983607201,2518632950639,2374275005078,-100689912225,23650721206,2297235814059,-11080058895,2308315872954,2384947657548,-2264747829477,158593612160,-9898244127,-409168917588,413633297714,261588044161,-1500625074532,-823272061253,1550925655192,3198871280,-661485036913,-129617460752,0,0,-1299287062817,-159329828249,-6681039640,-514574330533,280109919532,-3446258982923,1284175430550,18711498046,-2543847333217,203581230000,-82000000,10188571426913,-4335144448675,0,6056926208238,2213791812204,4300966912717,-1539208914,6513219516007,2.4829624131,2.6784665799,0.03441681197006847,1.2540802724264006,0.1374090386,13.6988751865,30.648635113767938,2072.4204205464,118.7699093792,2221.8389650393674,0.1761225649,0.029893393562956522,0.3387149950575667,1.6721358285329286,0.1544615665,0.0281038368,0.0431351556,-1090852839015.0,41266620618,0.0,3.7850189546,0.3437716821,0.7437161181,-0.10382208809372721,3.6789726138004233,51579570400400.0,969540797.0,15.0315037542,2.3152250212,4.7186579535,16.7658623687,2380.8341846949634,22978.3280296713,-69.2793567434
NVL,2020,1,73347312297126,3874954562514,426977254806,9349255360069,58551131052312,1144994067425,18922477840278,0,828654809116,3799486977624,5738078356359,0,6956910949737,92269790137404,67573678945993,20375937613700,47197741332293,24696111191411,24696111191411,9068943423256,2071570017129,92269790137404,975502001675,739227764603,58554250606882,0,9695407970000,9695407970000,23853909643020,1138295211990,10743864426923,6629533618782,251750940686,7939750000,761894588586,761894588586,-0.7842750141463888,1067607277621,321910478960,0.09499772707226714,857700413794,-133734673587,1067607277621,-113389664023,954217613598,-588621360751,365596252847,-386560715933,-1015384826,-9817764441,-264139357473,561763443968,4990593665,-77462937843,-72472344178,489291099790,-40517625031,-146216744673,302556730086,-19353748874,321910478960,489291099790,243766175156,-2824562071,63228124153,-854915040495,136884802464,75430598997,-1221046111754,-642428102098,1837882721718,28157080689,-649373670532,-100659189370,0,0,-672036672350,-53075701304,0,-85131273842,113471572946,-3594791526864,1061699108384,56380803185,-2501447017495,46637290000,0,4728954504466,-4194004393084,0,581587401382,-2591896288463,6466219516377,631334600,3874954562514,2.3668375665,2.7362072685,0.0335540605034284,1.2663993498901853,0.0841394726,8.272286201,62.99770043501792,3866.2713870207,155.0352097235,4084.304297179218,0.0944062026,0.09603588282914093,0.383137187615383,0.33735541492070686,0.1469391432,0.0134413669,0.0415781389,324634240528.0,91639130933,0.0,3.5997024376,0.1901730677,0.7261595282,-0.6852309014190319,3.7362072685149834,62147565087700.0,969540797.0,17.6165518885,2.7469094117,8.9093464784,24.6018605835,332.0236548643141,23335.3163108638,292.4582276282
NVL,2020,2,76671001797081,5879568292345,437829773071,9890462206274,59188053649717,1275087875674,22108720995397,0,917678801889,3807552000681,6544868870817,0,6515017780586,98779722792478,74212578643838,21798416851570,52414161792268,24567144148640,24567144148640,9341638947505,1669907450109,98779722792478,1056623326519,709663991401,59191173204287,0,9695407970000,9695407970000,25694421005705,1119296723699,12393765576232,6265378021008,165568713557,7939750000,3689471409429,3689471409429,-0.7496715300159394,792451606691,890813961956,0.71447990930242,1807101946465,-168683445214,792451606691,-82825095932,709626510759,-492499813877,217126696882,-364880767717,-544973874,-15906456329,-350272134242,1292624311185,8572671903,-303677269184,-295104597281,997519713904,-27559264969,-95410391536,874550057399,-16263904557,890813961956,997519713904,246150803653,2217322862,-54564062176,-1759879330431,172679428765,-395876123423,794535953902,-1116283691321,3221346667722,21122634822,-777980275724,-78240044664,0,0,1668625121314,-86997262335,12832609199,-70236066220,79365080609,-5361592147174,2390891221110,28674679396,-3007061885415,280000000000,-1506000000,7231128786318,-4165007084291,0,3344615702027,2006178937926,3874954562514,-1565208095,5879568292345,2.5962564961999997,3.0208060894,0.037353906353002016,1.2597860099251765,0.0511860104,5.2975313733,101.09002888843054,6687.9676372196,237.5752117335,7026.63287784153,0.0545756229,-0.21004273576191165,0.3059732036360456,1.255327906229442,0.158889343,0.0025716992,0.0429881099,-1615502854671.0,-149051893689,0.0,3.5172738607,0.2697245553,0.802028343,0.883618979324886,4.020806089418672,61104977424000.0,985564152.0,15.5310804081,2.6686616481,13.4283499313,25.3521206612,903.8619760553141,23232.6192587928,-58.7950079377
NVL,2020,3,103086310873329,9697718598051,509200840534,12158856883275,79380083398071,1340451153398,26302209567490,331900000000,1262684017186,2868818967467,1697575533242,0,6835288468328,129388520440819,98188831139278,25268019195144,72920811944134,31199689301541,31199689301541,11473144745050,5936701005465,129388520440819,1759728935169,4243324256181,79383120039735,0,9855641520000,9855641520000,31622164016778,2181591716458,12773535835275,6550932526582,198153215982,7939750000,13012196050003,13344096050003,0.4089735858528604,2148169244901,2131427408827,6.090328128468837,2391099212416,-262769521207,2148169244901,-8623905582,2139545339319,-1342965170790,796580168529,-542168794833,-3484405491,-68087803692,-264077872154,2309860504775,252474886911,-199782136062,52692750849,2362553255624,-104343973215,-137676841079,2120532441330,-10894967497,2131427408827,2362553255624,7502082710,6791991249,-13943864166,-2381776211914,270439461378,251566714881,-7155275654941,-2026717848313,13893323618245,-29675746785,-822776196290,-2895221428,0,0,4107549665369,-22871248145,13386363637,-4179587401492,374863901949,-2534506628125,927374904873,104133839679,-5317206267624,292646537000,-2355000,9333117237699,-4548483037046,-49460850941,5027817531712,3818160929457,5879568292345,-10623751,9697718598051,2.4364942591,3.1471092609,0.040471044598627916,1.5998982974286582,0.0505235475,5.3848228185,98.7402912716225,6954.7062266786,224.489561864,7277.9360798142225,0.0524824469,0.21706223474133968,0.37231282454736153,0.996205768420601,0.2154987131,0.0059298372,0.0550908641,-1319060417413.0,464414492683,0.0,4.0797147603,0.3837941757,0.9381909714,-1.7673834109441926,4.147109260938323,85328934199600.0,1063951798.0,13.7106465953,2.8575525494,16.4605361728,20.3684681182,2003.3120042032206,28065.975555855,-95.4949559521
NVL,2020,4,114312818131574,11558787555672,822810253961,13820066316803,86847371313369,1263782691769,30206570652590,175500000000,1201956760790,2824247750920,1790108746968,0,6470106925477,144519388784164,112609909290945,31432855702786,81177053588159,31909479493219,31909479493219,12028594841288,6047772400905,144519388784164,1466929395223,3215397229338,86850373043777,0,9862852970000,9862852970000,34357216078896,4087250768389,14511573895801,0,419763171833,9649750000,17442396103338,17617896103338,-0.11068331686501447,1233503916051,552092588585,-0.7608245062758783,1154296041040,-338753898,1233503916051,-10534970289,1222968945762,-794538481587,428430464175,-242766571729,2539092029,-69397542454,-411205932134,861895550927,59478521669,-144764309803,-85285788134,776609762793,-108078887819,-82360283678,586170591296,34078002711,552092588585,776609762793,238758080021,-686202115,-22589012376,-1095640201684,-2510229261,-106057802622,-6655557573374,-10286622000894,9908636363416,-235345824811,-882265376685,-136439140306,0,0,-8393651355276,-36426453264,1567404305,-1910221488818,2609525342782,-1334885860063,6290290066204,99235962532,5719084973678,49043033000,0,8969586583257,-4482915265467,-56405641,4535657945149,1861091563551,9697718598051,-22605930,11558787555672,2.6073582162999998,3.5263584936,0.0376677018829287,1.636295843193356,0.042865879,4.8835484279,84.57360616954196,8233.6886815642,305.2549504919,8623.517238225642,0.0443300705,-0.042660944575736846,0.35031998617761806,0.4514363103807231,0.1389908774,0.0046846262,0.0334226962,1114852060293.0,-52173010413,0.0,3.6338916509,0.3677939724,0.8699002855,154.01449465535006,4.529042500203597,141216865749000.0,1074709785.0,33.0685172729,5.4317523238,28.0952638562,-37.1819609848,513.7131868442046,24191.0882835081,163.1172013627
NVL,2021,1,121615274984872,12556238887122,1011977986695,16818356520514,90041733042123,1186968548418,32050979249120,175500000000,1207262870464,2735086273700,1785629241980,0,6337015379549,153666254233992,115907333665946,35418652059614,80488681606332,37758920568046,37758920568046,12588298117556,6207961405864,153666254233992,1805529740671,3927093447664,90043823280147,0,10728120350000,10728120350000,28537305159101,5373051850224,16608633013789,0,487633399414,25349750000,19545644918117,19721144918117,3.254246498843519,4541864522959,536826506237,0.6676266891693982,572360705599,-30569377519,4541864522959,-35247735476,4506616787483,-2789464202494,1717152584989,-454286766798,-937604049,-138891794212,-319528269149,1375868856380,17117073703,-131963042916,-114845969213,1261022887167,-462260225337,-97537691091,701224970739,164398464502,536826506237,1261022887167,243553669763,-1026712133,-27447596179,-129367902323,30569377519,1377303723814,-2925079441282,-2188827751894,7327049988603,-113962268838,-1479808218729,-182481364220,0,0,1814194667454,-11631704545,0,-3030409014329,1952737103269,-1272991100000,211000000000,58039809847,-2093254905758,4592143993600,0,5230651711233,-8570487906919,-55330000,1252252467914,973192229610,11558787555672,24259101840,12556238887122,1.9514129161834717,3.0696675777435303,0.03197291798340397,1.936251099993389,0.06519383937120438,7.47672176361084,66.53894354694089,5311.68408203125,152.97393798828125,5531.196963566472,0.06871643662452698,0.27930764495532295,0.38102919905645016,0.11911962599704957,0.13110065460205078,0.018357453867793083,0.031242558732628822,2257886642176.0,1258732521628,0.0,3.433650493621826,0.35450923442840576,0.8914382457733154,-41.176256233730996,4.069667562584778,154875950556900.0,1473605619.0,34.9757614944,4.7877365571,18.0534242928,-179.0043665946,364.29455704796686,21951.9179359087,85.7764950173
NVL,2021,2,136602950265651,12132219928054,834521746983,19088675471543,103241366912067,1306166207004,34920038968112,175500000000,1202617832457,2721999539457,1725941423705,0,6234473106481,171522989233763,131607515507702,41943258000762,89664257506940,39915473726061,39915473726061,13908854587017,6246447634418,171522989233763,1941573131623,4536672683319,103243457150091,0,14736056190000,14736056190000,33117917991872,6838217097014,18185174780010,5539815081132,584825674679,25349750000,22581479122157,22756979122157,2.2241931322391473,2555017027925,1320536576524,0.48239321892130976,1333606795581,-117946562121,2555017027925,-11371084509,2543645943416,-1685449745386,858196198030,-1829133018135,-1136308952,-183260207620,-291962171644,-113688712740,1691456401521,-81155425805,1610300975716,1496612262976,-226816261833,43132546287,1312928547430,-7608029094,1320536576524,1496612262976,-1416282833316,-658187587,-45784168882,-903798470807,124910672403,-745000725213,-1887271039668,-4550158475661,6600576575573,-111518281891,-688128830396,-41347822713,0,0,-1422848599969,-4069610224,3977684,-2662785576996,2351742581053,-6226499082394,1908588889920,136786660635,-4496232160322,0,0,11563334011763,-6043950167048,0,5519383844715,-399696915576,12556238887122,-24322043492,12132219928054,2.1149945843999998,3.297155294,0.03012911335364674,2.046837641175778,0.0695231281,8.5446557631,65.04687003536141,4961.3125737634,151.1512162529,5177.510660051661,0.0735692409,0.15056097715065003,0.33738822820501574,0.5191510948849194,0.1290174217,0.0225167737,0.030318175,1127478821842.0,382973818766,0.0,3.2568512027,0.2892531603,0.7953979959,-3.2470112895118692,4.297155293982515,151191936509400.0,1473605619.0,31.4912499577,4.4905348939,14.5198477099,-36.7155472563,896.126181589974,22848.0576197118,174.3795565636
NVL,2021,3,144695276879439,15223064990931,1027113432337,21267412435805,105857503278553,1320182741813,39366809167912,175500000000,785285884475,2723637181580,1619391026676,0,6178455219669,184062086047351,143577289616015,40250937702153,103326351913862,40484796431336,40484796431336,14463571309814,6261553616896,184062086047351,1970944879243,4526845352779,105859593516577,0,14736056190000,14736056190000,40331088966600,7641714217767,15731188061193,5308723206447,732167353716,25349750000,27628830540142,27804330540142,0.519826507861797,3264844561774,555634319964,-0.739313514660213,1059230998737,-155013501331,3264844561774,-2949873013,3261894688761,-1760528824836,1501365863925,-799668751905,-4109497029,-434366403720,-418488203624,903964006384,60721919135,-69221589485,-8499670350,895464336034,-208689062361,-151071421254,535703852419,-19930467545,555634319964,895464336034,183714841270,8817876440,-158228463832,-577093043143,167876935867,520552482636,-4063818989608,-1465965579801,6463834343983,-164774495412,-1371678753859,-226233741666,0,0,-308084733727,-31777349902,0,-1254872457749,1179549002935,-3031525694993,937518197518,254248291278,-1946860010913,-500000000,0,13141603573296,-7795220830006,0,5345882743290,3090937998650,12132219928054,-92935773,15223064990931,2.380976922,3.5464495878,0.019397056517423263,2.0760321122505894,0.0705759744,10.4933388964,70.5594109089445,5010.2905703102,159.5518182551,5240.401799474244,0.0728500663,0.19881428386252742,0.46027416798525755,0.1703409744889871,0.0790328851,0.0231808641,0.0181414671,1487788344300.0,648511256581,0.0,3.5948299627,0.3782039838,0.9648911508,-4.183579178669317,4.546449587798432,154626747651900.0,1930421319.0,50.7879159519,4.5181793114,13.4048594487,-18.1207790343,287.8305966139198,17728.3800575557,135.588851787
NVL,2021,4,155626883884917,17249164003763,837023156881,26409547442437,109765089883212,1366059398624,45892872003267,234500000000,1571733526201,2724096455086,1624040896080,0,6097960547553,201519755888184,160341077332232,48634885981219,111706191351013,41178678555952,41178678555952,10713045031954,6138195019372,201519755888184,2332779900869,6303352180537,109767180121236,0,19304213190000,19304213190000,41430753323566,8305600061137,19087653178619,5104024245116,836308291680,25349750000,33347755804142,33582150374634,2.7337612772861095,4605609157132,817210383792,0.4802053146311754,679444076445,-210785926179,4605609157132,-15006691079,4590602466053,-2532750998958,2057851467095,-766178702472,6467628856,-532996373315,-398027932539,1046560164070,612251420313,-218558802283,393692618030,1440252782100,-426764714496,-103027375297,910460692307,93250308515,817210383792,1440252782100,-277834310442,-13735772592,47527824971,-179655137319,264769634341,1281325021059,-6543783831286,-780122271848,11496289772614,-114390992840,-951256849272,-630016734730,0,0,3758044113697,-848402256514,2011461428,-3975968947468,3159765154618,-3064607251341,46500000000,82435106960,-4598266732317,-390000000,-196049500000,6088242998012,-3025053981043,-412144000,2866337372969,2026114754349,15223064990931,-15741517,17249164003763,2.4761100528,3.9020715378,0.03816862466981278,2.111613903436391,0.0860511274,11.204368731,44.308930115629096,4101.3792141818,159.7998791221,4305.488023419529,0.0889944531,0.24546389489696893,0.44827481410394066,0.17801811196573453,0.0882203826,0.0346035812,0.0186199037,2250894444704.0,1126827161241,0.0,3.1707661093,0.3504869566,0.932478658,-5.345836800717403,4.893788799326495,159877492558000.0,1949725519.0,48.480628991,4.5383635424,10.7280459314,40.6984493632,419.1412462053332,18068.1867447205,91.9537825058
