,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Convertible bonds (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from disposal of fixed assets,Profit/Loss from investing activities,Interest Expense,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
10,AAA,2015,3,807544281524,227200512276,10000000000,372123722388,178726022264,19494024596,746289038063,0,623099972287,0,40679834080,12725242497,1553833319587,746508869350,581000655071,165508214279,807324450237,807324450237,0,196361812191,9795615097,1553833319587,210790306204,0,178726022264,0,35950759648,396000000000,396000000000,0,165508214279,14381544585,414566095373,0,12708810589,0,0,0,0.14305004012378786,468150054175,19854016189,0.21347190576706337,5885459644,-6541008895,468150054175,-709075478,467440978697,-408027734333,59413244364,-16154571135,1774107636,-21069377932,-8576936315,21271926262,1001306272,0,410000826,1411307098,22683233360,-2800103085,8044386,19891174661,37158472,19854016189,22683233360,20877015225,0,0,0,-2219583807,6541008895,47881673673,-82375881930,25245905747,40024064636,-2043560671,-6541008895,-259395891,26375711889,-1141730065,47165778493,-74443794430,4184090909,0,0,0,0,5931466098,-64328237423,0,426250399473,-434024357794,0,0,-7773958321,-24936417251,252136929527,0,227200512276,0.0,0.0,0.7718086230437854,0.2111897232707358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06368061739040476,0.12710320034331493,0.04247384609783982,0.0,0.0,0.0,0.0,29766930117,0.0,0.0,0.0,0.0,-4.55081633350997,1.9246702105093598,707849828400,49499988,21.8023354778,0.7100432925,0.4426270997,7.1835316158,401.09133337567675,20139.6170489899,5.3204023284
11,AAA,2015,4,1071561008455,470061718120,0,363509670487,214186555570,23803064278,883203669585,0,636532208633,0,42587327201,12924756339,1954764678040,1135279409795,667079248529,468200161266,819485268245,819485268245,0,116439130668,9921791820,1954764678040,169259565534,0,214186555570,0,35950759648,494999880000,494999880000,296937500000,171262661266,12300795564,438769898696,0,12925115705,0,0,0,0.027333037108987653,459973169805,21177198476,32.02009347020354,4004241859,-6473520309,459973169805,-352594792,459620575013,-402756979629,56863595384,-14049073571,1907493121,-9850728132,-11918055344,26957473317,275975063,0,-545471,275429592,27232902909,-5912736437,-16791273,21303375199,126176723,21177198476,27232902909,21306829566,0,-189833370,0,-1052628129,6473520309,53770791285,129837111988,-35460533306,-223712827741,-436108509,-6473520309,-1707214116,21989064018,-4482297860,-66675534550,-30611216705,0,0,10000000000,0,0,1052628129,-19558588576,0,658674639957,-327365127551,0,-1935000000,329374512406,243140389280,227200512276,-279183436,470061718120,0.0,0.0,0.7767463715317175,0.2143708975670195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763560506554942,0.12371855934080335,0.046075392676668186,0.0,0.0,0.0,0.0,35094811908,0.0546448087,0.0,0.0,0.0,-5.421287063733842,2.3853567035150016,905849780400,49499988,22.6372626186,1.118936077,0.5610543933,-12.3498456367,427.8222951488392,16354.8216703608,5.7318109546
12,AAA,2016,1,959794975336,252813635649,0,494856285883,192655801417,19469252387,945039043123,0,591620167880,0,45011150808,14726572862,1904834018459,1059664355790,598843441578,460820914212,845169662669,845169662669,0,139431328877,10023183336,1904834018459,268454207078,0,192655801417,0,37951553198,494999880000,494999880000,297200000000,163620914212,14880297914,420501508904,0,14603799146,0,0,0,0.3323662152706199,424294778325,28358077594,5.262853961174696,4088654022,-6293816656,424294778325,-742035443,423552742882,-367388672113,56164070769,-9554498445,2423823607,-10229653180,-11623011040,31269385733,2098871899,0,-1344008447,754863452,32024249185,-3687913152,123133078,28459469111,101391517,28358077594,32024249185,21407705971,0,0,0,-2118309330,6293816656,57607462482,-136978640785,21530754153,181982394033,131469132,-6293816656,-6348646745,8155684707,-9609547428,110177112893,-310081588013,7101163310,0,0,0,0,1465366185,-301515058518,0,318714416805,-344624553651,0,0,-25910136846,-217248082471,470061718120,0,252813635649,0.8847257188000001,1.2537889167,0.7000016612187612,0.22108973303544685,0.9897337535,2.7646667537,24.23257195199004,47.9833324169,38.0067067121,110.22261108099003,7.6068080647,0.08100858069182429,0.13260230682686683,0.06695288383931075,0.0920240822,0.0,0.043179113,197425963595.0,34311406549,0.0281690141,1.6027477446,0.4221698329,1.2810346088,-5.451605667014523,2.2537889167053597,1842449574000,51899988,23.6867492776,2.1041213937,1.0713646557,19.8820148626,546.3985385507218,16871.6501372283,10.9555638025
13,AAA,2016,2,963666994852,211652620139,31165218194,450225705752,237151347460,33472103307,1178459361946,0,690855962863,0,40715842055,16169175796,2142126356798,1272184933719,795893528361,476291405358,869941423079,869941423079,0,133793352241,10251742532,2142126356798,256587033995,0,237151347460,0,38274886929,518999880000,518999880000,297462500000,178828905358,13060261130,534058945739,0,16069308072,0,0,0,0.39985249181406185,517208434394,33658682426,4.971000739508474,11943366860,-7087632513,517208434394,-113449599,517094984795,-447802096702,69292888093,-9270588887,-4295308753,-12901285065,-16733994316,38035077932,679244634,0,-9326004,669918630,38704996562,-4794848948,-22905993,33887241621,228559195,33658682426,38704996562,22942799077,536604972,332629886,0,-7337100769,7087632513,62267562241,11335547757,-44495546043,13665498569,-5182389308,-7087632513,-3052002844,22472456863,6188967483,56112462205,-244929468507,17542443392,-8082461475,11031532708,0,0,7077904395,-217360049487,25905200000,503197361642,-374325744154,0,-34609811600,120167005888,-41080581394,252813635649,-80434116,211652620139,1.0250308041,1.4623799948,0.7941407829711574,0.22756983062741387,0.9887868979,2.9388350966,25.741618735828176,46.171160548,40.9482732521,112.86105253592817,7.9053676725,0.07669308324025242,0.1340041774345788,0.06509187560452522,0.1233398165,0.0,0.0545547898,225365107125.0,39657608712,0.0336700337,1.2107988827,0.2659308219,0.9128301984,-5.59532518640897,2.462379994754511,1541429643600,51899988,14.374252848,1.7930070332,0.8253049117,10.0915619959,648.5296764615822,16564.3522026826,9.063802736
14,AAA,2016,3,1018329501246,215527556511,0,491816358636,270402440661,40583145438,1437365375180,0,709611743494,0,43010288529,19999499930,2455694876426,1546666365900,908521146056,638145219844,909028510526,909028510526,0,172467208084,10707644602,2455694876426,273965763375,0,270402440661,0,38274886929,494999880000,518999880000,297725000000,340420219844,10843832311,610554606825,0,19981601624,0,0,0,0.14558736523721988,536306787098,38673855843,0.9479109654613368,4802491049,-6637193744,536306787098,-719625826,535587161272,-452794707854,82792453418,-8643546827,2294446474,-19223067035,-18667976850,43354800229,4189497583,0,-13779258,4175718325,47530518554,-8318791223,-81969418,39129757913,455902070,38673855843,47530518554,24193223431,0,0,0,858486776,6637193744,79219422505,-68061157947,-33251093201,48363678574,-4658940787,-6637193744,-4794848948,20157056168,-1104380112,29232542508,-274888345422,19341823115,8082461475,-11031532708,0,0,-4948988168,-263444581708,0,663902188877,-425815213305,0,0,238086975572,3874936372,211652620139,0,215527556511,1.4206320611,1.7014497873,0.7806264988139816,0.2377947051236188,0.9155773179,2.945812484,28.50481885145554,49.9410593934,46.9916122694,125.43749051425556,7.3086154846,0.08383585862357265,0.15458259533587576,0.07220833253573704,0.141557596,0.0,0.0576382941,243815794747.0,44901409533,0.0458715596,1.1208649415,0.2372289929,0.8232357209,-6.765119607001185,2.7014497873174927,1241836738400,56964988,9.1293252401,1.2594828656,0.6414924882,8.6348499666,678.9057138570801,17308.6912067109,8.1097453535
15,AAA,2016,4,1361646469010,406676809154,0,455567565640,450591281857,48810812359,1715969509727,0,1434278060008,0,44338667000,22353240435,3077615978737,2122863876413,1140284738375,982579138038,954752102324,954752102324,0,161862080186,10861333472,3077615978737,184015378614,0,450591281857,0,38274886929,569649880000,569649880000,0,982579138038,11280630943,800794847498,0,22332919192,0,0,0,0.45157759943489234,667686749630,41294860102,0.949968035139267,9364336931,-7265829226,667686749630,-151829729,667534919901,-568748920481,98785999420,-26458847770,1328378471,-14528130182,-15597767894,52893968976,1113839192,0,-5670790430,-4556951238,48337017738,-6890891702,2422936,41448548972,153688870,41294860102,48337017738,24406600294,0,10476192968,0,-3196243270,7265829226,87289396956,97517393,-180188841196,-32389730230,-6282701489,-7265829226,-8318791223,31804046603,-97630968,-115352563380,-247542557368,9635671076,0,0,0,0,8537700574,-229369185718,58342300000,1112709372241,-583605837501,0,-51752630500,535693204240,190971455142,215527556511,177797501,406676809154,2.8970380027,2.2234712773,1.5022517955360002,0.24975563693477473,0.8519903223,2.0704647271,27.632386087134716,66.0530752398,50.1921985976,143.87765992453473,5.5258592984,0.10285619418109657,0.14798626480042518,0.061861722691787135,0.1600524015,0.0,0.0564287504,280489270485.0,68660101344,0.1174168297,1.1941284691,0.3566449637,0.7989716572,-9.449726825164992,3.2234712772516056,1455455443400,56964988,10.2507346861,1.5419744439,0.6789233795,18.1547154335,724.916506644397,16569.6650169048,10.097187015
16,AAA,2017,1,1341363361327,480029324770,0,417176493592,403169362314,40988180651,1870294320483,0,1406817036214,0,0,24715199810,3211657681810,2154804227790,1186170042070,968634185720,1056853454020,1056853454020,0,197132223055,70007356592,3211657681810,152120859447,0,403169362314,0,45952260420,569649880000,569649880000,0,968634185720,30724304816,899752598924,0,24493425959,0,0,0,0.7287536737328288,733501156775,66894667573,1.3589281519969312,82364864741,-16833826448,733501156775,-4766214896,728734941879,-626990411059,101744530820,-53244735002,0,-22944376417,-18419181582,89501102560,138979094,0,-27458573,111520521,89612623081,-17973385002,201452614,71840690693,4946023120,66894667573,89612623081,36991119030,0,0,0,-38321974493,16833826448,105115594066,-16110461802,47421919543,-163698790751,1140746472,-16833826448,-6890891702,59022912319,-5209354020,3957847677,-205602971050,0,0,0,0,97627322000,2760017881,-105215631169,30000000000,807341295662,-662730996554,0,0,174610299108,73352515616,406676809154,0,480029324770,2.684403367,2.0388864886,1.331137283852201,0.2764645470934059,0.8997632635,2.3094808417,29.04338484026039,59.2557366196,44.7630448074,133.06216626726038,6.159741163,0.08285724939346428,0.1396180215506858,0.09179560870309862,0.1904956822,0.0730196753,0.0663251557,322133834242.0,60380972821,0.0911854103,1.1308356422,0.4046884576,0.7909439336,-3.5868834104662977,3.0388864885606197,1949324605200,59249988,9.7623477119,1.8991290639,0.7959831793,-67.6521585249,1129.0241539458202,17323.7304540115,10.361165796
17,AAA,2017,2,1332235848924,215304877872,150000000000,478263090618,442176429679,46491450755,2040472363336,0,1572921837863,0,0,25240823039,3372708212260,2199719244789,1077193213363,1122526031426,1172988967471,1172988967471,0,203137136914,156871309262,3372708212260,172188982498,0,442176429679,0,45601412428,592499880000,592499880000,0,1122526031426,14139314889,709887032138,0,25265039099,0,0,0,0.6508347455555435,853825654192,39129314217,0.16253255911093398,-63976584292,-17746808506,853825654192,-94043728,853731610464,-730816635256,122914975208,9304630309,24288655000,-7482917746,-18253416498,66795341981,665456109,0,-409095636,256360473,67051702454,-18070710325,-245989910,48735002219,9605688002,39129314217,67051702454,39700777178,0,2798609370,0,-32232107384,17746808506,95065790124,-96664232187,-39007067365,226324642900,468202880,-17746808506,-18350967320,29659442150,-6506156130,173242846546,-196970635597,486363637,-150000000000,0,0,52920000000,1350612752,-292213659208,24727500000,848563501712,-962099737104,0,-56907588000,-145716323392,-264687136054,480029324770,-37310844,215304877872,2.5191533568,1.8753111119,1.3409519454000216,0.30684468353101957,0.9195124416,2.1746998534,28.38457841444317,60.070372233,42.7215858127,131.17653646014315,6.0762067294,0.11382809277869396,0.14397378953930987,0.04583327328799898,0.1817389595,0.0902112669,0.0613954974,396412844595.0,97178640964,0.0902255639,1.2367659139,0.199875821,0.8262764824,-5.47583758122735,2.8753111118612322,1970062101000,59249988,9.805468162,1.9388129761,0.7072336803,20.0234079185,660.410500285671,17149.6685908021,9.0490768289
18,AAA,2017,3,1526953967258,239827520161,150000000000,541088681942,528819863634,67217901521,2250653582560,0,1557079991057,0,0,27221252974,3777607549818,2554983615060,1482508550346,1072475064714,1222623934758,1222623934758,0,213280026579,196362766619,3777607549818,101168563285,0,528819863634,0,45601412428,592499880000,592499880000,0,1072475064714,23533508757,984503523001,0,27228032057,0,0,0,0.9819421111815422,1062929005862,52029043164,0.3453285696470656,4124651624,-17065679630,1062929005862,-1257823584,1061671182278,-932638640218,129032542060,-20723543611,0,-13398174851,-19064587076,79970888146,416809560,0,-83860027,332949533,80303837679,-12859074134,17436976,67462200521,15433157357,52029043164,80303837679,43102366771,0,0,0,-8026956330,17065679630,132444927750,-116208426877,-86643433955,-62270960780,-2557567424,-17065679630,-18414318518,33124776493,-1087905675,-138678588616,-164880438433,0,0,0,0,0,826956330,-164053482103,25000000000,973043488743,-628751685485,0,-42037090250,327254713008,24522642289,215304877872,0,239827520161,2.5596207987,2.0897542919,1.2735559535444565,0.31982880039112,0.9856469719,2.21846853,28.945826512373127,58.2363544394,41.2487834258,128.43096437757313,6.2675626507,0.09096015955316104,0.12153719928908521,0.0490067395936684,0.1809285262,0.0984233586,0.0593315402,466990358535.0,96569780133,0.1045296167,1.0299798722,0.1617714246,0.6732737584,-5.658712821682098,3.089754291916198,2399319655600,83599988,8.722133822,1.6569609261,0.7245038704,-22.6308547547,622.357064979483,17320.8671053064,9.0290316408
19,AAA,2017,4,2142716548893,509577636533,50000000000,961381022420,536681725193,85076164747,2433440579906,0,2299486571152,0,0,35832904857,4576157128799,2951186840177,1990803708402,960383131775,1624970288622,1624970288622,0,283769575300,248117181134,4576157128799,325870456358,129729000000,536681725193,0,45683661717,835999880000,835999880000,0,959926578352,17127077695,1417686392234,0,35612756095,0,0,0,1.1364926531258892,1426507835174,65289636792,0.5810596435181501,33262328034,-28945734767,1426507835174,-1037266654,1425470568520,-1228777511440,196693057080,-30389199454,-24288655000,-61898852480,-23585370529,89793307651,1167354164,0,125482246,1292836410,91086144061,-15530305960,-229625578,75326212523,10036575731,65289636792,91086144061,48234228099,0,-183328927,0,41594661839,28945734767,209677439839,-342069322240,-7861861559,34712923129,-9953611375,-25090122154,-13802035878,35216605870,-15725281,-119185709649,-128505715261,0,-199729000000,183570000000,0,0,7575603866,-137089111395,327025000000,1481044408325,-1281172874151,0,-837919500,526058614674,269783793630,239827520161,-33677258,509577636533,2.0539080452,1.8161481849,1.4150945326526556,0.42507944046102414,1.063425384,2.1798954702,28.644114425041238,51.1980382178,42.7082932884,122.55044593124123,7.1291794121,0.0780155245060324,0.1379846497176138,0.04580216402488562,0.1731524776,0.0912756099,0.0583614535,533366719067.0,111208834071,0.1,1.0763072923,0.2559657863,0.8067268596,-3.841976545635498,2.816148184887523,3343999520000,167199976,7.4862533961,1.2143632105,0.8217005842,-20.7280567222,390.48831437631304,16469.537142613,9.6765516165
20,AAA,2018,1,2378121710833,427747817583,30000000000,1101805581424,728011904178,90556407648,2408691768768,0,2296621660253,0,0,44295845039,4786813479601,3273870677890,2135393276192,1138477401698,1512942801711,1512942801711,0,147513217577,260143949319,4786813479601,400771559209,153512876781,728011904178,0,58084583163,835999880000,835999880000,0,1138477401698,27243556954,1646054232499,0,43774047582,0,0,0,0.7699930566915908,1298291954567,49238222361,-0.26394398615901765,7085646051,-23245616132,1298291954567,-333284102,1297958670465,-1150432871108,147525799357,-25591419044,0,-31202480069,-26960451660,70857094635,1835631682,0,-3555229,1832076453,72689171088,-13081036033,401860175,60009995230,10771772869,49238222361,72689171088,60258707137,0,0,0,-4124823841,23245616132,152068670516,-143352472092,-191330178985,-75495082180,-15329744519,-30226842276,-14346347901,28400000000,-40191731930,-329803729367,-49967380527,0,-126000000000,122216123219,0,13440050000,4644923614,-35666283694,2694000000,1723588374444,-1317072210833,0,-125569969500,283640194111,-81829818950,509577636533,0,427747817583,2.5929658619,2.1639090878,1.5179831370067203,0.39577393143983114,1.1236605307,2.4016391149,28.892646989538324,50.4634126842,38.5058031134,117.86186278713834,7.2329630634,0.0688487774391039,0.11365985891072183,0.03793512342219661,0.1486836544,0.0917562463,0.0498232059,585616201981.0,89362867628,0.1149425287,1.113669195,0.2003133673,0.7727428128,-3.844289053065053,3.163909087764291,2909279582400,167199976,7.7930478522,1.1611120081,0.6271577765,-3.8678212646,294.48701811416527,14985.6343566939,8.9923458081
21,AAA,2018,2,3249517389758,610736511767,406539699602,1216552465560,900976173096,114712539733,3240181906882,0,2257110869796,0,40000000000,52006965019,6489699296640,3600336216972,2826962893668,773373323304,2889363079668,2889363079668,0,185219340327,429231453337,6489699296640,303432089790,245737603169,900976173096,0,57775383144,1671999760000,1671999760000,0,773364886697,32836828451,2184523275095,0,51938380273,0,86800000,86800000,1.719475807909914,2321958210748,36613161825,-0.06430351367892975,11991921482,-45754572288,2321958210748,-3776658553,2318181552195,-2148078103742,170103448453,-60387322612,0,-34097236248,-29223348585,58387462490,1281943293,0,-8261170,1273682123,59661144613,-8853053207,-105307377,50702784029,14089622204,36613161825,59661144613,60623677437,0,8335133216,0,-9108417254,45754572288,165266110300,256525862905,-173510576323,-55113671580,-7300165710,-39257716213,-12836251613,9937017165,-7138959628,136571649303,-930961978315,0,-511762225990,2997800000,4033992854,-164331450,3093620191,-1432763122710,1339041802000,1868785924258,-1718970606442,0,-9987655000,1478869464816,182677991409,427747817583,310702775,610736511767,0.0,0.0,0.7811793836776483,0.7558346449740659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046063201356637176,0.0733779665755408,0.015793914756302135,0.0,0.0,0.0,0.0,106782863620,0.1408450704,0.0,0.0,0.0,-2.333818420328799,2.246065696037652,2431039659200,171199976,6.4879353206,0.9881746298,0.3983167859,-2.9221122105,213.8619565285453,14369.9297383722,7.7549997154
22,AAA,2018,3,4217517644910,655415995968,436539699602,1374378419590,1632012045354,119171484396,2467927438122,0,2242515627789,0,40000000000,62625750724,6685445083032,3758330813509,3046738247213,711592566296,2927114269523,2927114269523,0,191818252307,420342536364,6685445083032,330077646355,201790309669,1632012045354,0,57775383144,1711999760000,1711999760000,0,711583708910,61692740101,2379470258877,0,62625355534,0,86800000,86800000,1.0590411696923319,2188614583530,42906658795,-0.17533254148544425,21541918835,-41475666353,2188614583530,-2106916397,2186507667133,-2028667698513,157839968620,-55395778502,0,-39008660761,-30300036149,54677412043,5593713364,0,-2857060399,2736652965,57414065008,-9435207667,-68610334,47910247007,5003588212,42906658795,57414065008,61654295128,0,-8335133216,0,-11842458468,39751214298,138641982750,-20721407937,94177541097,-55717897089,-9138481622,-39780332254,-8807755207,12962982835,-2578797892,109037834681,-217362813874,0,-127650000000,141597293500,-82291252000,0,7587046586,-278119725788,72006000000,1767384111827,-1625039129185,0,-810000000,213540982642,44459091535,610736511767,220392666,655415995968,1.2991080383,1.283971334,0.7661182384090657,0.7657100591725062,1.2828257309,3.1786848116,26.682459884939764,52.8585699546,28.9243389374,108.46536877693975,6.9052189704,0.04048980620593216,0.07218816151098316,0.019623374498046107,0.0866826976,0.065781783,0.0344390256,626656744830.0,88531271710,0.1398601399,1.3842730496,0.2151205462,0.8486142851,-2.1345352466795604,2.283971334033862,2448159656800,171199976,8.8524796398,0.9766185028,0.3386994376,-8.4462755146,250.6230421142115,14642.3603071007,8.4641874659
23,AAA,2018,4,3979369447153,645474843425,710906460274,1612785115376,862749230434,147453797644,3549797275250,0,2198807465735,0,58380000000,63216753151,7529166722403,4548916573712,3206103405725,1342813167987,2980250148691,2980250148691,0,265860134664,399364492474,7529166722403,531565397491,293698169669,865499747965,0,57775383144,1711999760000,1711999760000,0,1342803889822,43876545842,2492406692801,0,62507261342,0,21384352467,21384352467,0.549211537783413,2209962396990,51502432019,-0.21116988009786813,20898115374,-40295506565,2209962396990,-1037673394,2208924723596,-2011457866835,197466856761,-67212717328,0,-52254432906,-37134475802,61763346099,2498409667,0,-41813291,2456596376,64219942475,-11402731020,708675840,53525887295,2023455276,51502432019,64219942475,62414701179,2750517531,1909941812,0,-15122788195,17229071634,133401386436,7922208869,-58701115966,44662877691,2724152063,-14830657856,-10152382800,18700000000,-991445110,122735023327,-500226280664,0,-461549836986,76895216314,-10051750800,5050000000,8204123334,-881678528802,4500000000,2500687219443,-1755715121949,0,235750000,749707847494,-9235657981,655415995968,-705494562,645474843425,1.7374429037999999,1.5263539457,0.7377929220809774,0.7796099870316747,1.3236444909,3.5620493226,25.265320440563034,34.8699812901,28.4016009548,88.53690268546303,10.467456147,0.04892785476050784,0.08939501407704628,0.023315612102506173,0.0782852754,0.057627058,0.0297820161,637706331892.0,108077948053,0.1081081081,1.2443046722,0.2013268949,0.9752087881,-2.682133996222663,2.5263539457283466,3167199556000,171199976,17.57012765,1.2271754653,0.3953280721,82.1778833993,300.83200490051473,15075.268796866,9.4450686201
24,AAA,2019,1,5617907775211,482425462169,733640155312,2723205105051,1524049539243,154587513436,2364164973886,0,2149528468564,0,38380000000,53266028773,7982072749097,4857799855948,3524154034393,1333645821555,3124272893149,3124272893149,0,481202143830,328000004807,7982072749097,732797553503,486330323580,1524049539243,0,57882870224,1711999760000,1711999760000,0,1320454387728,77297401655,2627375271180,0,52689694735,0,20586202467,20586202467,1.0154505201510626,2616643195140,214037468440,3.346977981267093,52666033396,-45933094039,2616643195140,-4306411839,2612336783301,-2237684096383,374652686918,-62767516140,0,-67805674204,-31228010006,265517519964,7265638328,0,-43515900,7222122428,272739642392,-35799343105,-13315313433,223624985854,9587517414,214037468440,272739642392,62431489567,-2750517531,0,0,-46021055923,45933094039,332332652544,-854672014713,150699254480,207018095018,-4094752264,-48113857560,-12493164128,12000000000,-1082400892,-218406187515,-47713200346,116225455,-700488835038,506282986089,-140772780000,68039042569,42150123815,-272386437456,0,2151984729201,-1821851582530,0,-2404825000,327728321671,-163064303300,645474843425,14922044,482425462169,1.6862432402,1.5548577292,0.6880091919235195,0.8172852036535024,1.300401023,4.2160896582,31.008272715750763,53.3096998078,26.6623664023,110.98033892585076,6.8467840058,0.10550668829143937,0.14341668704927912,0.0819333363937624,0.1157821356,0.0818725523,0.0481147743,826135249402.0,275619002708,0.1095890411,1.5941152743,0.1368911397,1.1616570093,-6.0004449618391185,2.554857729169667,3124399562000,171199976,8.9103339347,1.1173442961,0.3350220963,20.505747606,1250.2190329746309,16333.3719646199,8.3736939787
25,AAA,2019,2,5566536029038,271392032211,1096424484079,2903327855891,1126772362258,168619294599,2784771683883,0,2144952044113,95658391772,43180000000,163218545702,8351307712921,5129086342647,3454979121357,1674107221290,3222221370274,3222221370274,0,573556482848,324702125936,8351307712921,912663107595,497445582500,1127872132637,0,67258859051,1711999760000,1711999760000,0,1561978272487,36648061601,2629631283217,0,162293980769,0,20936778548,20936778548,0.050263271291348124,2438667426222,131699043390,2.597040977216941,40394208201,-70292067113,2438667426222,-8633028459,2430034397763,-2138619937880,291414459883,-82288903731,0,-53853853069,-34954472795,160711438489,1545544420,0,-1141168616,404375804,161115814293,-10749983616,-9905581615,140460249062,8761205672,131699043390,161115814293,62646642950,1099770379,8324404521,0,-33597700799,78838332261,278427263605,-160789159433,-451643010620,562918347171,-18951026433,-73029078537,-6522990516,-12000000000,-34454226221,83956119016,-249525769880,1449703273,-751586664767,396227077080,75200000000,21000000000,-5771457421,-513007111715,0,2237245357301,-2018879546722,0,-780175000,217585635579,-211465357120,482425462169,431927162,271392032211,1.7855966946000001,1.5917858375,0.6656749483138724,0.8429077545037166,1.2358001782,4.3214357819,37.967994365967556,55.8295887987,27.3415398841,121.13912304876756,6.5377518956,0.08337582966130509,0.1199219484922787,0.05419637002308991,0.143675756,0.0910237046,0.0576333264,923981485314.0,202606134019,0.1315789474,1.611163435,0.0785509905,1.2850334288,-2.882347074717475,2.5917858375481044,2602239635200,171199976,5.8849810348,0.8980922699,0.275725132,26.6150254956,769.2702211009656,16924.7643138571,7.4104940342
